species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id
Aedes albopictus,aal-mir-622,GO:0043170,Macromolecule metabolic process,30,3730,0.29,0.28,0.0323,"7160.A0A023ER33,7160.A0A023EUH3,7160.A0A182G2R9,7160.A0A182G5U1,7160.A0A182G5Y8,7160.A0A182G625,7160.A0A182G7D1,7160.A0A182G7F0,7160.A0A182GAB6,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GCX7,7160.A0A182GDH7,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GFE7,7160.A0A182GH02,7160.A0A182GJQ3,7160.A0A182GUV3,7160.A0A182GWN6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182GZ11,7160.A0A182H0X1,7160.A0A182H1S6,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H8T1,7160.A0A182HC90,7160.A0A182HDC1","RP20_CCG009155,RP20_CCG005253,RP20_CCG001602,RP20_CCG003603,RP20_CCG003693,RP20_CCG003755,RP20_CCG004560,RP20_CCG004593,RP20_CCG006265,RP20_CCG006713,RP20_CCG007284,RP20_CCG007750,RP20_CCG008040,RP20_CCG008498,RP20_CCG008622,RP20_CCG008969,RP20_CCG009737,RP20_CCG011128,RP20_CCG016160,RP20_CCG017164,RP20_CCG017609,RP20_CCG018205,RP20_CCG018421,RP20_CCG019480,RP20_CCG020002,RP20_CCG021138,RP20_CCG028366,RP20_CCG024251,RP20_CCG026429,RP20_CCG027115",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0110165,Cellular anatomical entity,67,13253,0.09,0.27,0.0041,"7160.A0A023EFH1,7160.A0A023ER33,7160.A0A023ETJ9,7160.A0A023EUH3,7160.A0A182G0U6,7160.A0A182G149,7160.A0A182G2J8,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182G5U1,7160.A0A182G5Y8,7160.A0A182G625,7160.A0A182G6K9,7160.A0A182G7D1,7160.A0A182G7F0,7160.A0A182G908,7160.A0A182GAB6,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GCT3,7160.A0A182GCX7,7160.A0A182GDH7,7160.A0A182GDI3,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GFE7,7160.A0A182GGX8,7160.A0A182GH02,7160.A0A182GI95,7160.A0A182GIH3,7160.A0A182GJQ3,7160.A0A182GJU2,7160.A0A182GK33,7160.A0A182GMS9,7160.A0A182GMX7,7160.A0A182GP17,7160.A0A182GPW4,7160.A0A182GSS4,7160.A0A182GTN5,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GXE6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182GZ11,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H1S6,7160.A0A182H213,7160.A0A182H342,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H4Q1,7160.A0A182H556,7160.A0A182H581,7160.A0A182H7R3,7160.A0A182H8T1,7160.A0A182HBP9,7160.A0A182HC90,7160.A0A182HDC1,7160.A0A182HE48,7160.A0A182HEJ7,7160.A0A182HEZ9","RP20_CCG013111,RP20_CCG009155,RP20_CCG016370,RP20_CCG005253,RP20_CCG000245,RP20_CCG000432,RP20_CCG001475,RP20_CCG001602,RP20_CCG002759,RP20_CCG003603,RP20_CCG003693,RP20_CCG003755,RP20_CCG004087,RP20_CCG004560,RP20_CCG004593,RP20_CCG005473,RP20_CCG006265,RP20_CCG006713,RP20_CCG007284,RP20_CCG007691,RP20_CCG007750,RP20_CCG008040,RP20_CCG008046,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG008969,RP20_CCG009707,RP20_CCG009737,RP20_CCG010370,RP20_CCG010480,RP20_CCG011128,RP20_CCG011177,RP20_CCG011302,RP20_CCG012629,RP20_CCG012705,RP20_CCG013225,RP20_CCG013630,RP20_CCG015087,RP20_CCG015582,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG017552,RP20_CCG017609,RP20_CCG018205,RP20_CCG018421,RP20_CCG019480,RP20_CCG019743,RP20_CCG020002,RP20_CCG020159,RP20_CCG020710,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG021653,RP20_CCG021911,RP20_CCG021961,RP20_CCG023558,RP20_CCG024251,RP20_CCG026068,RP20_CCG026429,RP20_CCG027115,RP20_CCG027650,RP20_CCG027949,RP20_CCG028242",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0005622,Intracellular anatomical structure,51,8647,0.16,0.23,0.0473,"7160.A0A023EFH1,7160.A0A023ER33,7160.A0A023ETJ9,7160.A0A023EUH3,7160.A0A182G0U6,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182G5U1,7160.A0A182G5Y8,7160.A0A182G625,7160.A0A182G7D1,7160.A0A182G7F0,7160.A0A182G908,7160.A0A182GAB6,7160.A0A182GB21,7160.A0A182GCT3,7160.A0A182GCX7,7160.A0A182GDI3,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GFE7,7160.A0A182GH02,7160.A0A182GI95,7160.A0A182GJQ3,7160.A0A182GK33,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GSS4,7160.A0A182GTN5,7160.A0A182GUV3,7160.A0A182GWN6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182GZ11,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H1S6,7160.A0A182H213,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H556,7160.A0A182H7R3,7160.A0A182H8T1,7160.A0A182HBP9,7160.A0A182HC90,7160.A0A182HDC1,7160.A0A182HE48,7160.A0A182HEJ7,7160.A0A182HEZ9","RP20_CCG013111,RP20_CCG009155,RP20_CCG016370,RP20_CCG005253,RP20_CCG000245,RP20_CCG001602,RP20_CCG002759,RP20_CCG003603,RP20_CCG003693,RP20_CCG003755,RP20_CCG004560,RP20_CCG004593,RP20_CCG005473,RP20_CCG006265,RP20_CCG006713,RP20_CCG007691,RP20_CCG007750,RP20_CCG008046,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG008969,RP20_CCG009737,RP20_CCG010370,RP20_CCG011128,RP20_CCG011302,RP20_CCG012629,RP20_CCG013225,RP20_CCG015087,RP20_CCG015582,RP20_CCG016160,RP20_CCG017164,RP20_CCG017609,RP20_CCG018205,RP20_CCG018421,RP20_CCG019480,RP20_CCG019743,RP20_CCG020002,RP20_CCG020159,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG021911,RP20_CCG023558,RP20_CCG024251,RP20_CCG026068,RP20_CCG026429,RP20_CCG027115,RP20_CCG027650,RP20_CCG027949,RP20_CCG028242",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0000166,Nucleotide binding,18,1297,0.53,0.44,0.0069,"7160.A0A023ETJ9,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG016370,RP20_CCG001602,RP20_CCG002759,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0032555,Purine ribonucleotide binding,16,1094,0.55,0.44,0.0069,"7160.A0A023ETJ9,7160.A0A182G4J4,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG016370,RP20_CCG002759,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008622,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0035639,Purine ribonucleoside triphosphate binding,15,1062,0.54,0.44,0.0069,"7160.A0A023ETJ9,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG016370,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008622,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0043138,3-5 DNA helicase activity,3,10,1.87,0.69,0.0069,"7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GUV3","RP20_CCG008498,RP20_CCG008622,RP20_CCG016160",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0043168,Anion binding,17,1366,0.48,0.42,0.0069,"7160.A0A023ETJ9,7160.A0A182G4J4,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG016370,RP20_CCG002759,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0003824,Catalytic activity,34,4641,0.25,0.3,0.0156,"7160.A0A182G0U6,7160.A0A182G2J8,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182G5Y8,7160.A0A182G625,7160.A0A182G6K9,7160.A0A182G7F0,7160.A0A182G908,7160.A0A182GAB6,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GCX7,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GFE7,7160.A0A182GH02,7160.A0A182GK33,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1S6,7160.A0A182H3T2,7160.A0A182H7R3,7160.A0A182HBP9,7160.A0A182HDC1","RP20_CCG000245,RP20_CCG001475,RP20_CCG001602,RP20_CCG002759,RP20_CCG003693,RP20_CCG003755,RP20_CCG004087,RP20_CCG004593,RP20_CCG005473,RP20_CCG006265,RP20_CCG006713,RP20_CCG007284,RP20_CCG007750,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG008969,RP20_CCG009737,RP20_CCG011302,RP20_CCG012629,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG017609,RP20_CCG018205,RP20_CCG019480,RP20_CCG020002,RP20_CCG021138,RP20_CCG023558,RP20_CCG026068,RP20_CCG027115",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0032559,Adenyl ribonucleotide binding,13,921,0.54,0.39,0.0156,"7160.A0A182G4J4,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG002759,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008622,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0005524,ATP binding,12,896,0.51,0.33,0.0386,"7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H3T2,7160.A0A182H556","RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008622,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG021138,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0140657,ATP-dependent activity,9,525,0.62,0.35,0.04,"7160.A0A182G4J4,7160.A0A182G7F0,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP8,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182H1B4,7160.A0A182H556","RP20_CCG002759,RP20_CCG004593,RP20_CCG008334,RP20_CCG008498,RP20_CCG008622,RP20_CCG016160,RP20_CCG016202,RP20_CCG019743,RP20_CCG021911",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:1901363,Heterocyclic compound binding,29,3866,0.26,0.26,0.0402,"7160.A0A023ETJ9,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182G5U1,7160.A0A182G7D1,7160.A0A182G7F0,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GI95,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H556,7160.A0A182H8T1,7160.A0A182HDC1,7160.A0A182HE48,7160.A0A182HEJ7","RP20_CCG016370,RP20_CCG001602,RP20_CCG002759,RP20_CCG003603,RP20_CCG004560,RP20_CCG004593,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG010370,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG017609,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG021911,RP20_CCG024251,RP20_CCG027115,RP20_CCG027650,RP20_CCG027949",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,GO:0097159,Organic cyclic compound binding,29,3913,0.26,0.25,0.0469,"7160.A0A023ETJ9,7160.A0A182G2R9,7160.A0A182G4J4,7160.A0A182G5U1,7160.A0A182G7D1,7160.A0A182G7F0,7160.A0A182GDH7,7160.A0A182GE35,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GI95,7160.A0A182GJQ3,7160.A0A182GP17,7160.A0A182GUV3,7160.A0A182GUY8,7160.A0A182GWN6,7160.A0A182GXI3,7160.A0A182GYJ7,7160.A0A182H0X1,7160.A0A182H1B4,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H556,7160.A0A182H8T1,7160.A0A182HDC1,7160.A0A182HE48,7160.A0A182HEJ7","RP20_CCG016370,RP20_CCG001602,RP20_CCG002759,RP20_CCG003603,RP20_CCG004560,RP20_CCG004593,RP20_CCG008040,RP20_CCG008334,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG010370,RP20_CCG011128,RP20_CCG013225,RP20_CCG016160,RP20_CCG016202,RP20_CCG017164,RP20_CCG017609,RP20_CCG018205,RP20_CCG019480,RP20_CCG019743,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG021911,RP20_CCG024251,RP20_CCG027115,RP20_CCG027650,RP20_CCG027949",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-1430728,Metabolism,23,2167,0.41,0.36,0.0133,"7160.A0A023ER33,7160.A0A182G0U6,7160.A0A182G2J8,7160.A0A182G4J4,7160.A0A182G6K9,7160.A0A182G908,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GEG3,7160.A0A182GEP3,7160.A0A182GEP8,7160.A0A182GIH3,7160.A0A182GJU2,7160.A0A182GK33,7160.A0A182GMS9,7160.A0A182GPW4,7160.A0A182GTN5,7160.A0A182H213,7160.A0A182H342,7160.A0A182H4Q1,7160.A0A182H581,7160.A0A182H7R3,7160.A0A182HBP9","RP20_CCG009155,RP20_CCG000245,RP20_CCG001475,RP20_CCG002759,RP20_CCG004087,RP20_CCG005473,RP20_CCG006713,RP20_CCG007284,RP20_CCG008498,RP20_CCG008617,RP20_CCG008622,RP20_CCG010480,RP20_CCG011177,RP20_CCG011302,RP20_CCG012629,RP20_CCG013630,RP20_CCG015582,RP20_CCG020159,RP20_CCG020710,RP20_CCG021653,RP20_CCG021961,RP20_CCG023558,RP20_CCG026068",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-446203,Asparagine N-linked glycosylation,8,276,0.85,0.49,0.0133,"7160.A0A023ETJ9,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GCT3,7160.A0A182GJU2,7160.A0A182GSS4,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG016370,RP20_CCG006713,RP20_CCG007284,RP20_CCG007691,RP20_CCG011177,RP20_CCG015087,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-5694530,Cargo concentration in the ER,4,36,1.43,0.58,0.0133,"7160.A0A182GJU2,7160.A0A182GSS4,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG011177,RP20_CCG015087,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-597592,Post-translational protein modification,16,1200,0.51,0.39,0.0133,"7160.A0A023ER33,7160.A0A023ETJ9,7160.A0A182G2R9,7160.A0A182GB21,7160.A0A182GC25,7160.A0A182GCT3,7160.A0A182GFE7,7160.A0A182GH02,7160.A0A182GJU2,7160.A0A182GP17,7160.A0A182GSS4,7160.A0A182H1S6,7160.A0A182H4Q1,7160.A0A182H581,7160.A0A182HC90,7160.A0A182HE48","RP20_CCG009155,RP20_CCG016370,RP20_CCG001602,RP20_CCG006713,RP20_CCG007284,RP20_CCG007691,RP20_CCG008969,RP20_CCG009737,RP20_CCG011177,RP20_CCG013225,RP20_CCG015087,RP20_CCG020002,RP20_CCG021653,RP20_CCG021961,RP20_CCG026429,RP20_CCG027650",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-948021,Transport to the Golgi and subsequent modification,6,175,0.92,0.44,0.0256,"7160.A0A023ETJ9,7160.A0A182GC25,7160.A0A182GJU2,7160.A0A182GSS4,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG016370,RP20_CCG007284,RP20_CCG011177,RP20_CCG015087,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-140837,Intrinsic Pathway of Fibrin Clot Formation,3,24,1.48,0.44,0.0401,"7160.A0A182GJU2,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG011177,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-140877,Formation of Fibrin Clot (Clotting Cascade),3,24,1.48,0.44,0.0401,"7160.A0A182GJU2,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG011177,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-194002,Glucocorticoid biosynthesis,3,26,1.45,0.44,0.0401,"7160.A0A182GJU2,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG011177,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,immune,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-201722,Formation of the beta-catenin:TCF transactivating complex,3,24,1.48,0.44,0.0401,"7160.A0A182GXI3,7160.A0A182H356,7160.A0A182H8T1","RP20_CCG017609,RP20_CCG020733,RP20_CCG024251",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-204005,COPII-mediated vesicle transport,4,73,1.13,0.42,0.0401,"7160.A0A182GJU2,7160.A0A182GSS4,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG011177,RP20_CCG015087,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,5,137,0.95,0.4,0.0401,"7160.A0A182GCT3,7160.A0A182GGX8,7160.A0A182GPW4,7160.A0A182GXE6,7160.A0A182H342","RP20_CCG007691,RP20_CCG009707,RP20_CCG013630,RP20_CCG017552,RP20_CCG020710",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-71240,Tryptophan catabolism,3,28,1.42,0.44,0.0401,"7160.A0A182G908,7160.A0A182GPW4,7160.A0A182H342","RP20_CCG005473,RP20_CCG013630,RP20_CCG020710",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-8957322,Metabolism of steroids,6,221,0.82,0.38,0.0401,"7160.A0A182GB21,7160.A0A182GEP3,7160.A0A182GJU2,7160.A0A182H213,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG006713,RP20_CCG008617,RP20_CCG011177,RP20_CCG020159,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-9013407,RHOH GTPase cycle,3,32,1.36,0.44,0.0401,"7160.A0A023ETJ9,7160.A0A182GGX8,7160.A0A182GWN6","RP20_CCG016370,RP20_CCG009707,RP20_CCG017164",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-199977,ER to Golgi Anterograde Transport,5,153,0.9,0.39,0.0418,"7160.A0A023ETJ9,7160.A0A182GJU2,7160.A0A182GSS4,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG016370,RP20_CCG011177,RP20_CCG015087,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-168249,Innate Immune System,12,990,0.47,0.3,0.0492,"7160.A0A023EFH1,7160.A0A023ER33,7160.A0A182GCX7,7160.A0A182GJU2,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GWN6,7160.A0A182GYJ7,7160.A0A182H213,7160.A0A182H4D2,7160.A0A182H4Q1,7160.A0A182H581","RP20_CCG013111,RP20_CCG009155,RP20_CCG007750,RP20_CCG011177,RP20_CCG012629,RP20_CCG013225,RP20_CCG017164,RP20_CCG018205,RP20_CCG020159,RP20_CCG028366,RP20_CCG021653,RP20_CCG021961",Reactome Pathways,immune,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-556833,Metabolism of lipids,11,845,0.5,0.31,0.0492,"7160.A0A182G0U6,7160.A0A182G2J8,7160.A0A182G6K9,7160.A0A182GB21,7160.A0A182GEP3,7160.A0A182GJU2,7160.A0A182GMS9,7160.A0A182H213,7160.A0A182H4Q1,7160.A0A182H581,7160.A0A182HBP9","RP20_CCG000245,RP20_CCG001475,RP20_CCG004087,RP20_CCG006713,RP20_CCG008617,RP20_CCG011177,RP20_CCG012629,RP20_CCG020159,RP20_CCG021653,RP20_CCG021961,RP20_CCG026068",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-9634815,Transcriptional Regulation by NPAS4,2,7,1.84,0.42,0.0492,"7160.A0A182GI95,7160.A0A182HEJ7","RP20_CCG010370,RP20_CCG027949",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-622,MAP-9768919,NPAS4 regulates expression of target genes,2,7,1.84,0.42,0.0492,"7160.A0A182GI95,7160.A0A182HEJ7","RP20_CCG010370,RP20_CCG027949",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
