#node	identifier	x_position	y_position	color	annotation
RP20_CCG018973	7160.A0A182GZZ1	0.8022440944881891	0.18488569009314143	rgb(117,239,134)	Uncharacterized protein.
RP20_CCG018988	7160.A0A182H006	0.5878740157480316	0.767485182049111	rgb(117,186,239)	Uncharacterized protein.
RP20_CCG019013	7160.A0A182H022	0.8206692913385828	0.7598645215918713	rgb(117,166,239)	DAGKc domain-containing protein.
RP20_CCG019046	7160.A0A182H044	0.25161417322834645	0.6127857747671466	rgb(117,209,239)	Uncharacterized protein.
RP20_CCG019112	7160.A0A182H086	0.6948818897637795	0.6851820491109231	rgb(117,239,151)	Malic enzyme.
RP20_CCG019204	7160.A0A182H0G0	0.6775196850393702	0.8372142252328536	rgb(117,239,173)	Uncharacterized protein.
RP20_CCG019292	7160.A0A182H0K9	0.5301181102362206	0.7042337002540221	rgb(124,239,117)	PseudoU_synth_2 domain-containing protein.
RP20_CCG019399	7160.A0A182H0R7	0.7618503937007874	0.1787891617273497	rgb(134,239,117)	USP domain-containing protein; Belongs to the peptidase C19 family.
RP20_CCG019454	7160.A0A182H0V3	0.575472440944882	0.8372142252328536	rgb(117,117,239)	RTTN_N domain-containing protein.
RP20_CCG019480	7160.A0A182H0X1	0.4085826771653543	0.378069432684166	rgb(150,239,117)	Protein kinase domain-containing protein.
RP20_CCG019499	7160.A0A182H0Y8	0.14460629921259843	0.8372142252328536	rgb(239,213,117)	C2H2-type domain-containing protein.
RP20_CCG019543	7160.A0A182H100	0.12192913385826773	0.6116426756985607	rgb(135,239,117)	Uncharacterized protein.
RP20_CCG019551	7160.A0A182H108	0.2827952755905512	0.7217612193056733	rgb(224,239,117)	Malectin domain-containing protein.
RP20_CCG019577	7160.A0A182H127	0.12192913385826773	0.5506773920406436	rgb(117,239,159)	Uncharacterized protein.
RP20_CCG019603	7160.A0A182H146	0.5719291338582677	0.315198983911939	rgb(117,239,224)	Nudix hydrolase domain-containing protein.
RP20_CCG019692	7160.A0A182H186	0.12192913385826773	0.41045723962743436	rgb(239,178,117)	Uncharacterized protein.
RP20_CCG019709	7160.A0A182H197	0.12192913385826773	0.3312023708721422	rgb(117,239,207)	Glyco_hydro_85 domain-containing protein.
RP20_CCG019713	7160.A0A182H1A1	0.12192913385826773	0.1483065198983912	rgb(173,239,117)	Reverse transcriptase Ty1/copia-type domain-containing protein.
RP20_CCG019875	7160.A0A182H1J3	0.5258661417322835	0.21689246401354784	rgb(117,117,239)	IF rod domain-containing protein; Belongs to the intermediate filament family.
RP20_CCG019921	7160.A0A182GKL0	0.15027559055118112	0.22756138865368336	rgb(117,182,239)	TM2 domain-containing protein.
RP20_CCG020002	7160.A0A182H1S6	0.328503937007874	0.54229466553768	rgb(219,239,117)	MPN domain-containing protein.
RP20_CCG020086	7160.A0A182H1W9	0.5811417322834647	0.09953429297205758	rgb(117,150,239)	Uncharacterized protein.
RP20_CCG020152	7160.A0A182H207	0.7398818897637796	0.09953429297205758	rgb(117,239,181)	Uncharacterized protein.
RP20_CCG020202	7160.A0A182H245	0.8079133858267717	0.4958086367485182	rgb(14,178,0)	Peptidase S1 domain-containing protein.
RP20_CCG020280	7160.A0A182H296	0.2555118110236221	0.458467400508044	rgb(117,117,239)	RING-type domain-containing protein.
RP20_CCG020309	7160.A0A182H2B4	0.18429133858267716	0.8433107535986453	rgb(117,118,239)	DUF1758 domain-containing protein.
RP20_CCG020336	7160.A0A182H2D5	0.11625984251968505	0.7518628281117697	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG020338	7160.A0A182H2D7	0.6658267716535433	0.44932260795935647	rgb(117,163,239)	RNA polymerase II subunit A C-terminal domain phosphatase; This promotes the activity of RNA polymerase II.
RP20_CCG020428	7160.A0A182H2J8	0.11625984251968505	0.1909822184589331	rgb(117,239,190)	DUF4819 domain-containing protein.
RP20_CCG020474	7160.A0A182H2N1	0.5325984251968504	0.5887806943268418	rgb(117,239,215)	DIS3-like exonuclease 2; 3'-5'-exoribonuclease that specifically recognizes RNAs polyuridylated at their 3' end and mediates their degradation. Component of an exosome-independent RNA degradation pathway that mediates degradation of cytoplasmic mRNAs that have been deadenylated and subsequently uridylated at their 3'.
RP20_CCG020539	7160.A0A182H2S5	0.20696850393700789	0.09953429297205758	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG020595	7160.A0A182H2X0	0.3033464566929134	0.09953429297205758	rgb(220,239,117)	Uncharacterized protein.
RP20_CCG020703	7160.A0A182H338	0.49043307086614174	0.4561812023708722	rgb(117,152,239)	Replication protein A subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage.
RP20_CCG020712	7160.A0A182H343	0.3430314960629921	0.09953429297205758	rgb(117,239,140)	Aa_trans domain-containing protein.
RP20_CCG020716	7160.A0A182H345	0.4620866141732283	0.09343776460626588	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG020733	7160.A0A182H356	0.6396062992125985	0.43674851820491106	rgb(126,239,117)	HMG box domain-containing protein.
RP20_CCG020746	7160.A0A182H362	0.6814173228346457	0.6825148179508891	rgb(239,227,117)	AB hydrolase-1 domain-containing protein.
RP20_CCG020801	7160.A0A182H391	0.6208267716535434	0.09343776460626588	rgb(117,125,239)	ZZ-type domain-containing protein.
RP20_CCG020920	7160.A0A023EQE1	0.5386220472440945	0.438272650296359	rgb(117,117,239)	Serine/threonine-protein phosphatase.
RP20_CCG020921	7160.A0A182H3G2	0.7065748031496064	0.6284081287044878	rgb(117,127,239)	NAD-dependent protein deacylase; NAD-dependent protein deacylase. Catalyzes the NAD-dependent hydrolysis of acyl groups from lysine residues; Belongs to the sirtuin family. Class II subfamily.
RP20_CCG020977	7160.A0A182H3K1	0.6605118110236221	0.09343776460626588	rgb(239,211,117)	LRRCT domain-containing protein.
RP20_CCG020979	7160.A0A182H3K3	0.6020472440944883	0.36435224386113463	rgb(181,239,117)	U2 snRNP auxiliary factor large subunit; Necessary for the splicing of pre-mRNA. Belongs to the splicing factor SR family.
RP20_CCG020989	7160.A0A182H3K8	0.8561023622047245	0.7358594411515665	rgb(117,117,239)	Integrase catalytic domain-containing protein.
RP20_CCG020998	7160.A0A182H3L7	0.4330314960629921	0.8543607112616428	rgb(117,239,138)	Uncharacterized protein.
RP20_CCG021137	7160.A0A182H3T1	0.8844488188976378	0.7613886536833193	rgb(239,136,117)	Reverse transcriptase domain-containing protein.
RP20_CCG021138	7160.A0A182H3T2	0.645984251968504	0.3296782387806943	rgb(182,239,117)	Protein kinase domain-containing protein; Belongs to the protein kinase superfamily.
RP20_CCG021176	7160.A0A182H3V6	0.7955118110236221	0.2866215071972904	rgb(117,199,239)	Uncharacterized protein.
RP20_CCG021186	7160.A0A182H3W3	0.7001968503937009	0.09343776460626588	rgb(159,239,117)	Ig-like domain-containing protein.
RP20_CCG021254	7160.A0A182H404	0.7795669291338584	0.09343776460626588	rgb(239,128,117)	Uncharacterized protein.
RP20_CCG021305	7160.A0A182H432	0.8135826771653545	0.20317527519051654	rgb(117,239,122)	Uncharacterized protein.
RP20_CCG021323	7160.A0A182H443	0.8135826771653545	0.42874682472480946	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG021402	7160.A0A023EBS4	0.3426771653543307	0.31634208298052496	rgb(239,148,117)	Uncharacterized protein; Belongs to the complex I LYR family.
RP20_CCG021504	7160.A0A182H4G7	0.4280708661417323	0.5792548687552922	rgb(239,191,117)	Uncharacterized protein; Belongs to the heat shock protein 70 family.
RP20_CCG021582	7160.A0A182H4K6	0.8135826771653545	0.6908975444538528	rgb(239,151,117)	Uncharacterized protein.
RP20_CCG021586	7160.A0A182H4L0	0.3940551181102362	0.849407281964437	rgb(117,126,239)	AB hydrolase-1 domain-containing protein.
RP20_CCG021601	7160.A0A182H4M0	0.3033464566929134	0.849407281964437	rgb(117,239,164)	CCHC-type domain-containing protein.
RP20_CCG021652	7160.A0A182H4Q0	0.21618110236220472	0.4569432684165961	rgb(117,119,239)	SERPIN domain-containing protein; Belongs to the serpin family.
RP20_CCG021653	7160.A0A182H4Q1	0.26366141732283466	0.849407281964437	rgb(117,220,239)	SERPIN domain-containing protein; Belongs to the serpin family.
RP20_CCG021775	7160.A0A182H4X0	0.3947637795275591	0.6482218458933109	rgb(194,239,117)	Uncharacterized protein.
RP20_CCG021841	7160.A0A182H518	0.22397637795275593	0.849407281964437	rgb(202,239,117)	Uncharacterized protein.
RP20_CCG021879	7160.A0A182H530	0.11059055118110236	0.7335732430143946	rgb(117,117,239)	RNase H domain-containing protein.
RP20_CCG021886	7160.A0A182H537	0.11059055118110236	0.7152836579170195	rgb(142,239,117)	ZAD domain-containing protein.
RP20_CCG021891	7160.A0A182H540	0.7101181102362205	0.355969517358171	rgb(117,141,239)	Fork-head domain-containing protein.
RP20_CCG021911	7160.A0A182H556	0.11059055118110236	0.459229466553768	rgb(117,239,175)	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.
RP20_CCG021961	7160.A0A182H581	0.11059055118110236	0.3129127857747671	rgb(117,117,239)	SERPIN domain-containing protein; Belongs to the serpin family.
RP20_CCG021986	7160.A0A182H596	0.11059055118110236	0.23975444538526675	rgb(117,239,125)	Uncharacterized protein.
RP20_CCG022019	7160.A0A182H5B1	0.656259842519685	0.563251481795089	rgb(117,193,239)	Nanos-type domain-containing protein; Belongs to the nanos family.
RP20_CCG022027	7160.A0A182H5B7	0.3051181102362205	0.5743014394580864	rgb(117,144,239)	NAD(P)-bd_dom domain-containing protein.
RP20_CCG022170	7160.A0A182H5J7	0.7115354330708662	0.1867908552074513	rgb(117,117,239)	OTU domain-containing protein.
RP20_CCG022185	7160.A0A182H5K1	0.11059055118110236	0.09343776460626588	rgb(117,239,225)	Retrotrans_gag domain-containing protein.
RP20_CCG022199	7160.A0A182H5K8	0.15027559055118112	0.09343776460626588	rgb(117,234,239)	Uncharacterized protein.
RP20_CCG022238	7160.A0A182H5N2	0.2466535433070866	0.09343776460626588	rgb(117,203,239)	Integrase catalytic domain-containing protein.
RP20_CCG022282	7160.A0A182H5Q9	0.3827165354330709	0.09343776460626588	rgb(117,239,185)	KLRAQ domain-containing protein.
RP20_CCG022326	7160.A0A023EXF7	0.6605118110236221	0.6299322607959357	rgb(239,169,117)	Putative ferric-chelate reductase 1.
RP20_CCG022352	7160.A0A182H5V2	0.7285433070866142	0.4474174428450466	rgb(117,239,136)	Uncharacterized protein; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.
RP20_CCG022363	7160.A0A182H5W3	0.5527952755905513	0.17917019475021168	rgb(117,239,120)	Uncharacterized protein.
RP20_CCG022500	7160.A0A182H637	0.7196850393700788	0.8273073666384421	rgb(117,239,133)	Integrase catalytic domain-containing protein.
RP20_CCG022522	7160.A0A182H656	0.5017716535433071	0.08734123624047418	rgb(117,117,239)	FLYWCH-type domain-containing protein.
RP20_CCG022524	7160.A0A182H657	0.23992125984251966	0.7274767146486029	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG022561	7160.A0A182H681	0.9081889763779528	0.7030906011854361	rgb(239,163,117)	Reverse transcriptase domain-containing protein.
RP20_CCG022696	7160.A0A182H6E1	0.8192519685039371	0.08734123624047418	rgb(117,229,239)	Uncharacterized protein.
RP20_CCG022841	7160.A0A182H6P5	0.47129921259842517	0.3677815410668924	rgb(117,117,239)	Ras-GEF domain-containing protein.
RP20_CCG022874	7160.A0A182H6R0	0.8192519685039371	0.10563082133784929	rgb(239,141,117)	Uncharacterized protein.
RP20_CCG022878	7160.A0A182H6R2	0.6133858267716537	0.8341659610499577	rgb(117,239,197)	PUM-HD domain-containing protein.
RP20_CCG022906	7160.A0A182H6T4	0.5081496062992126	0.25575783234546995	rgb(200,239,117)	Uncharacterized protein.
RP20_CCG022918	7160.A0A182H6T8	0.3961811023622047	0.49733276883996613	rgb(239,194,117)	DNA topoisomerase I; Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at the specific target site 5'-[CT]CCTTp site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand thus r [...] 
RP20_CCG022981	7160.A0A182H6W8	0.6541338582677166	0.3955969517358171	rgb(117,239,156)	WD_REPEATS_REGION domain-containing protein.
RP20_CCG023047	7160.A0A182H6Y9	0.22397637795275593	0.827688399661304	rgb(239,215,117)	Uncharacterized protein.
RP20_CCG023148	7160.A0A182H742	0.49078740157480316	0.5971634208298053	rgb(210,239,117)	J domain-containing protein.
RP20_CCG023214	7160.A0A182H786	0.8192519685039371	0.1239204064352244	rgb(227,239,117)	Uncharacterized protein.
RP20_CCG023271	7160.A0A182H7A4	0.8192519685039371	0.3555884843353091	rgb(117,156,239)	AB hydrolase-1 domain-containing protein.
RP20_CCG023342	7160.A0A182H7E8	0.6700787401574804	0.20317527519051654	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG023410	7160.A0A182H7I4	0.4645669291338583	0.6173581710414903	rgb(117,134,239)	TPR_REGION domain-containing protein.
RP20_CCG023425	7160.A0A182H7J3	0.8192519685039371	0.3738780694326842	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG023467	7160.A0A023EID3	0.3947637795275591	0.3887383573243014	rgb(117,189,239)	Putative gtp-binding adp-ribosylation factor arf6 darf3; Belongs to the small GTPase superfamily. Arf family.
RP20_CCG023468	7160.A0A182H7L6	0.45074803149606296	0.5133361558001693	rgb(117,176,239)	Uncharacterized protein.
RP20_CCG023661	7160.A0A182H7X3	0.8192519685039371	0.41045723962743436	rgb(117,239,233)	DUF1758 domain-containing protein.
RP20_CCG023738	7160.A0A182H811	0.8192519685039371	0.6299322607959357	rgb(117,117,239)	Peptidase S1 domain-containing protein.
RP20_CCG023740	7160.A0A182H812	0.7714173228346457	0.6188823031329382	rgb(232,239,117)	Uncharacterized protein.
RP20_CCG023780	7160.A0A182H841	0.49078740157480316	0.5076206604572396	rgb(117,239,228)	Uncharacterized protein.
RP20_CCG023812	7160.A0A182H856	0.8192519685039371	0.6482218458933109	rgb(193,239,117)	Uncharacterized protein.
RP20_CCG023842	7160.A0A182H869	0.8192519685039371	0.7091871295512279	rgb(171,239,117)	Reverse transcriptase domain-containing protein.
RP20_CCG023897	7160.A0A182H898	0.6888582677165356	0.8555038103302287	rgb(150,101,255)	Uncharacterized protein.
RP20_CCG023968	7160.A0A182H8E2	0.18429133858267716	0.7705334462320068	rgb(129,239,117)	SANT domain-containing protein.
RP20_CCG024020	7160.A0A182H8F6	0.6491732283464567	0.8555038103302287	rgb(117,239,135)	Uncharacterized protein.
RP20_CCG024021	7160.A0A182H8F7	0.609488188976378	0.8555038103302287	rgb(0,28,178)	ZAD domain-containing protein.
RP20_CCG024102	7160.A0A182H8J7	0.418503937007874	0.7537679932260797	rgb(117,239,174)	Dynamin-type G domain-containing protein; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.
RP20_CCG024168	7160.A0A182H8M9	0.5698031496062993	0.8555038103302287	rgb(117,239,171)	FLYWCH-type domain-containing protein.
RP20_CCG024223	7160.A0A182H8R1	0.5301181102362206	0.8555038103302287	rgb(117,191,239)	Uncharacterized protein.
RP20_CCG024251	7160.A0A182H8T1	0.6144488188976378	0.5762066045723964	rgb(117,117,239)	B30.2/SPRY domain-containing protein.
RP20_CCG024306	7160.A0A182H8W0	0.49043307086614174	0.8555038103302287	rgb(187,255,101)	AB hydrolase-1 domain-containing protein.
RP20_CCG024488	7160.A0A182H958	0.25763779527559055	0.23975444538526675	rgb(117,239,195)	Uncharacterized protein.
RP20_CCG024490	7160.A0A182H959	0.7526377952755906	0.5030482641828958	rgb(239,135,117)	ANK_REP_REGION domain-containing protein.
RP20_CCG024530	7160.A0A182H991	0.7377559055118111	0.6459356477561389	rgb(239,137,117)	Uncharacterized protein.
RP20_CCG024561	7160.A0A182H9A7	0.442244094488189	0.44779847586790855	rgb(239,180,117)	Uncharacterized protein.
RP20_CCG024568	7160.A0A182H9B0	0.14460629921259843	0.8555038103302287	rgb(239,236,117)	Uncharacterized protein.
RP20_CCG024597	7160.A0A182H9C6	0.6346456692913386	0.5236240474174428	rgb(239,187,117)	TFIIS N-terminal domain-containing protein.
RP20_CCG024628	7160.A0A182H9E6	0.7398818897637796	0.2610922946655377	rgb(117,117,239)	DUF5641 domain-containing protein.
RP20_CCG024773	7160.A0A182H9L9	0.10492125984251968	0.8555038103302287	rgb(117,117,239)	UBA domain-containing protein.
RP20_CCG024828	7160.A0A182H9P7	0.4220472440944882	0.6425063505503811	rgb(192,239,117)	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.
RP20_CCG024856	7160.A0A182H9R1	0.10492125984251968	0.8372142252328536	rgb(117,239,158)	Uncharacterized protein.
RP20_CCG024857	7160.A0A182H9R2	0.06523622047244095	0.6535563082133785	rgb(239,181,117)	Uncharacterized protein.
RP20_CCG024906	7160.A0A182H9T9	0.10492125984251968	0.7823454699407283	rgb(208,239,117)	Uncharacterized protein.
RP20_CCG025013	7160.A0A182H9Z6	0.8167716535433072	0.22756138865368336	rgb(239,145,117)	Integrase catalytic domain-containing protein.
RP20_CCG025029	7160.A0A182HA07	0.7058661417322836	0.8776037256562236	rgb(117,219,239)	Uncharacterized protein.
RP20_CCG025049	7160.A0A182HA21	0.2236220472440945	0.5830651989839121	rgb(235,239,117)	TPT domain-containing protein.
RP20_CCG025051	7160.A0A182HA22	0.4900787401574803	0.21117696867061814	rgb(221,239,117)	Uncharacterized protein.
RP20_CCG025159	7160.A0A182HA79	0.10492125984251968	0.5933530906011855	rgb(117,117,239)	SWIM-type domain-containing protein.
RP20_CCG025203	7160.A0A182HAA6	0.10492125984251968	0.4409398814563929	rgb(230,239,117)	Uncharacterized protein; Belongs to the cytochrome P450 family.
RP20_CCG025206	7160.A0A182HAA9	0.10492125984251968	0.39216765453005925	rgb(151,239,117)	Uncharacterized protein.
RP20_CCG025297	7160.A0A182HAG7	0.10492125984251968	0.13001693480101612	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG025470	7160.A0A182HAS2	0.5811417322834647	0.08124470787468248	rgb(117,223,239)	Uncharacterized protein.
RP20_CCG025481	7160.A0A182HAT0	0.37775590551181104	0.6314563928873836	rgb(239,205,117)	Ribosomal_L7Ae domain-containing protein.
RP20_CCG025490	7160.A0A182HAT9	0.7398818897637796	0.08124470787468248	rgb(117,239,117)	Uncharacterized protein; Belongs to the membrane-bound acyltransferase family.
RP20_CCG025494	7160.A0A023EPY3	0.49185039370078737	0.6554614733276884	rgb(239,162,117)	Glyceraldehyde-3-phosphate dehydrogenase.
RP20_CCG025542	7160.A0A182HAW0	0.8249212598425197	0.5384843353090601	rgb(120,239,117)	Integrase catalytic domain-containing protein.
RP20_CCG025628	7160.A0A182HB08	0.8249212598425197	0.5811600338696021	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG025658	7160.A0A182HB25	0.8249212598425197	0.6665114309906859	rgb(236,239,117)	Uncharacterized protein.
RP20_CCG025689	7160.A0A182HB39	0.7349212598425197	0.9233276883996614	rgb(239,143,117)	Integrase catalytic domain-containing protein.
RP20_CCG025714	7160.A0A182HB57	0.5131102362204725	0.5571549534292973	rgb(179,239,117)	HATPase_c domain-containing protein.
RP20_CCG025782	7160.A0A182HB86	0.607716535433071	0.4245554614733277	rgb(117,239,193)	Uncharacterized protein.
RP20_CCG025807	7160.A0A182HBA1	0.18429133858267716	0.8616003386960204	rgb(117,198,239)	FLYWCH-type domain-containing protein.
RP20_CCG025859	7160.A0A182HBD0	0.5556299212598426	0.6539373412362405	rgb(239,179,117)	MI domain-containing protein.
RP20_CCG026001	7160.A0A182HBL3	0.09925196850393701	0.8189246401354785	rgb(239,146,117)	Uncharacterized protein.
RP20_CCG026194	7160.A0A182HBW7	0.09925196850393701	0.8006350550381033	rgb(117,239,170)	Uncharacterized protein.
RP20_CCG026212	7160.A0A182HBY3	0.5460629921259843	0.37464013547840813	rgb(225,239,117)	PPM-type phosphatase domain-containing protein.
RP20_CCG026228	7160.A0A182HBZ8	0.09925196850393701	0.6787044877222693	rgb(231,239,117)	IRO domain-containing protein.
RP20_CCG026289	7160.A0A182HC20	0.6006299212598425	0.6775613886536833	rgb(117,239,132)	WD_REPEATS_REGION domain-containing protein.
RP20_CCG026368	7160.A0A182HC61	0.47590551181102364	0.36435224386113463	rgb(239,124,117)	Uncharacterized protein.
RP20_CCG026396	7160.A0A182HC72	0.09925196850393701	0.5750635055038105	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG026399	7160.A0A023EJK9	0.4262992125984252	0.40397967823878067	rgb(117,239,117)	Putative gtpase.
RP20_CCG026400	7160.A0A182HC76	0.09925196850393701	0.4775190516511431	rgb(117,206,239)	Calpain catalytic domain-containing protein; Belongs to the peptidase C2 family.
RP20_CCG026402	7160.A0A182HC78	0.09925196850393701	0.29462320067739206	rgb(239,132,117)	CHK domain-containing protein.
RP20_CCG026423	7160.A0A182HC86	0.2799606299212598	0.5910668924640137	rgb(117,158,239)	BHLH domain-containing protein.
RP20_CCG026429	7160.A0A182HC90	0.30299212598425196	0.4897121083827265	rgb(117,196,239)	Dolichol phosphate-mannose biosynthesis regulatory protein; Regulatory subunit of the dolichol-phosphate mannose (DPM) synthase complex; essential for the ER localization. Belongs to the DPM2 family.
RP20_CCG026525	7160.A0A182HCF0	0.09925196850393701	0.27633361558001696	rgb(239,186,117)	C3H1-type domain-containing protein.
RP20_CCG026758	7160.A0A182HCS9	0.09925196850393701	0.172692633361558	rgb(117,143,239)	Reverse transcriptase Ty1/copia-type domain-containing protein.
RP20_CCG026764	7160.A0A182HCT5	0.24098425196850393	0.3292972057578324	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG026959	7160.A0A023EMA3	0.292007874015748	0.4226502963590178	rgb(141,239,117)	Putative heat shock protein.
RP20_CCG026969	7160.A0A023ECJ9	0.3260236220472441	0.6116426756985607	rgb(117,239,194)	HIG1 domain-containing protein.
RP20_CCG027041	7160.A0A182HD84	0.4610236220472441	0.5800169348010161	rgb(162,239,117)	Uncharacterized protein.
RP20_CCG027072	7160.A0A182HDA0	0.18996062992125984	0.08124470787468248	rgb(117,239,203)	Reverse transcriptase domain-containing protein.
RP20_CCG027114	7160.A0A182HDC0	0.8954330708661418	0.8395004233700255	rgb(117,172,239)	Reverse transcriptase domain-containing protein.
RP20_CCG027115	7160.A0A182HDC1	0.5233858267716536	0.44322607959356475	rgb(117,221,239)	Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.
RP20_CCG027144	7160.A0A182HDE5	0.2863385826771654	0.08124470787468248	rgb(117,239,179)	RING-type domain-containing protein.
RP20_CCG027168	7160.A0A182HDF6	0.3260236220472441	0.08124470787468248	rgb(117,190,239)	MYND-type domain-containing protein.
RP20_CCG027188	7160.A0A182HDG6	0.6775196850393702	0.7720575783234547	rgb(117,239,172)	PAT1 domain-containing protein.
RP20_CCG027221	7160.A0A182HDI3	0.4620866141732283	0.07514817950889077	rgb(117,239,147)	Uncharacterized protein.
RP20_CCG027228	7160.A0A182HDI8	0.6208267716535434	0.2180355630821338	rgb(117,117,239)	Reverse transcriptase domain-containing protein.
RP20_CCG027237	7160.A0A182HDJ1	0.6208267716535434	0.07514817950889077	rgb(239,203,117)	Uncharacterized protein.
RP20_CCG027349	7160.A0A182HDN9	0.6605118110236221	0.07514817950889077	rgb(117,218,239)	Uncharacterized protein.
RP20_CCG027379	7160.A0A182HDP9	0.47590551181102364	0.25194750211685013	rgb(205,239,117)	Uncharacterized protein.
RP20_CCG027396	7160.A0A182HDQ7	0.2548031496062992	0.6295512277730737	rgb(183,239,117)	Uncharacterized protein.
RP20_CCG027547	7160.A0A182HDY6	0.7001968503937009	0.07514817950889077	rgb(117,173,239)	Uncharacterized protein.
RP20_CCG027595	7160.A0A182HE13	0.9220078740157481	0.8825571549534293	rgb(117,239,200)	Integrase catalytic domain-containing protein.
RP20_CCG027634	7160.A0A182HE32	0.8305905511811024	0.39216765453005925	rgb(239,175,117)	Protein kinase domain-containing protein.
RP20_CCG027635	7160.A0A182HE33	0.8305905511811024	0.44703640982218457	rgb(117,236,239)	TROVE domain-containing protein.
RP20_CCG027723	7160.A0A182HE88	0.6598031496062993	0.6112616426756986	rgb(117,177,239)	Uncharacterized protein.
RP20_CCG027730	7160.A0A182HE94	0.3940551181102362	0.867696867061812	rgb(212,239,117)	MIF4G domain-containing protein.
RP20_CCG027786	7160.A0A182HEB8	0.7505118110236221	0.3239627434377646	rgb(203,239,117)	Uncharacterized protein.
RP20_CCG027878	7160.A0A182HEH2	0.26614173228346455	0.3590177815410669	rgb(117,146,239)	Rab-GAP TBC domain-containing protein.
RP20_CCG027949	7160.A0A182HEJ7	0.35437007874015747	0.867696867061812	rgb(239,117,117)	PAS domain-containing protein.
RP20_CCG027956	7160.A0A182HEK1	0.31468503937007875	0.867696867061812	rgb(180,239,117)	Uncharacterized protein.
RP20_CCG028035	7160.A0A182HEN7	0.39334645669291335	0.7110922946655377	rgb(117,239,187)	Ion_trans domain-containing protein; Belongs to the potassium channel family.
RP20_CCG028043	7160.A0A182HEP5	0.42488188976377955	0.6912785774767147	rgb(117,117,239)	Protein kinase domain-containing protein.
RP20_CCG028119	7160.A0A182HET5	0.275	0.867696867061812	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG028127	7160.A0A182HET8	0.23531496062992124	0.867696867061812	rgb(239,123,117)	C2H2-type domain-containing protein.
RP20_CCG028181	7160.A0A182HEW6	0.3653543307086614	0.6127857747671466	rgb(117,239,124)	UBIQUITIN_CONJUGAT_2 domain-containing protein.
RP20_CCG028192	7160.A0A182HEX1	0.09358267716535434	0.6969940728196444	rgb(117,239,231)	Uncharacterized protein.
RP20_CCG028242	7160.A0A182HEZ9	0.5028346456692914	0.8372142252328536	rgb(117,117,239)	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.
RP20_CCG028309	7160.A0A182HF28	0.09358267716535434	0.5080016934801016	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG028366	7160.A0A182H4D2	0.8135826771653545	0.6116426756985607	rgb(117,239,141)	B box-type domain-containing protein.
RP20_CCG028378	7160.A0A182HF62	0.09358267716535434	0.22146486028789164	rgb(117,239,154)	Uncharacterized protein.
RP20_CCG028395	7160.A0A023EMK8	0.2806692913385827	0.3860711261642676	rgb(117,239,210)	Putative salivary secreted mucin 3.
RP20_CCG028398	7160.A0A182HF73	0.09358267716535434	0.07514817950889077	rgb(239,239,117)	Reverse transcriptase domain-containing protein.
RP20_CCG028433	7160.A0A182HFA2	0.13326771653543307	0.07514817950889077	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG028469	7160.A0A182HFB7	0.22964566929133862	0.07514817950889077	rgb(117,239,180)	Phorbol-ester/DAG-type domain-containing protein.
RP20_CCG028516	7160.A0A182HFD9	0.36570866141732283	0.07514817950889077	rgb(239,164,117)	Fam20C domain-containing protein.
RP20_CCG028645	7160.A0A023ETF7	0.31468503937007875	0.27023708721422524	rgb(117,232,239)	Fam20C domain-containing protein.
