#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
RP20_CCG013219	7160.A0A182GP12	Methionine aminopeptidase; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).	https://smart.embl.de/smart/DDvec.cgi?smart=371:Pfam_zf-C6H2(5|49)+Pfam_Peptidase_M24(121|349)+	109398471,109622679,3.4.11.18,A0A182GP12,A0A182GP12_AEDAL,EC 3.4.11.18,Methionine aminopeptidase,Methionine aminopeptidase 1,Methionyl aminopeptidase,RP20_CCG013219,XM_019670850.1,XM_020077096.1,XP_019526395,XP_019526395.1,XP_019932655.1,aalb:109398471	aalb:109398471
RP20_CCG013225	7160.A0A182GP17	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=192:RHO(8|181)+	109412544,A0A182GP17,A0A182GP17_AEDAL,RP20_CCG013225,Ras homolog gene family, member A,Ras-like GTP-binding protein Rho1 isoform X1,Uncharacterized protein,XM_019686183.1,XM_019686184.1,XP_019541723,XP_019541728.1,XP_019541729.1,aalb:109412544	aalb:109412544
RP20_CCG013278	7160.A0A182GP53	NR LBD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=254:HOLI(66|224)+	A0A182GP53,A0A182GP53_AEDAL,NR LBD domain-containing protein,RP20_CCG013278	
RP20_CCG013415	7160.A0A182GPF1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1247:RRM(18|90)+RRM(103|168)+RRM(209|280)+RRM(424|493)+RRM(506|569)+RRM(1089|1158)+	A0A182GPF1,A0A182GPF1_AEDAL,RP20_CCG013415,Uncharacterized protein	
RP20_CCG013476	7160.A0A182GPJ4	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=88:	A0A182GPJ4,A0A182GPJ4_AEDAL,RP20_CCG013476,Uncharacterized protein	
RP20_CCG013505	7160.A0A182GPM1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2611:Pfam_WWE(981|1046)+HECTc(2104|2611)+	109429511,2.3.2.26,A0A182GPM1,A0A182GPM1_AEDAL,E3 ubiquitin-protein ligase TRIP12,EC 2.3.2.26,RP20_CCG013505,Uncharacterized protein,XP_029724640,aalb:109429511	aalb:109429511
RP20_CCG013506	7160.A0A182GPM2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=204:Pfam_DUF1759(5|130)+	A0A182GPM2,A0A182GPM2_AEDAL,RP20_CCG013506,Uncharacterized protein	
RP20_CCG013514	7160.A0A182GPM8	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=90:	A0A182GPM8,A0A182GPM8_AEDAL,RP20_CCG013514,Uncharacterized protein	
RP20_CCG013528	7160.A0A182GPN4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2722:TRANS(15|36)+Pfam_DUF4704(48|216)+Pfam_DUF1088(1742|1910)+Pfam_PH_BEACH(1933|2030)+Beach(2061|2338)+WD40(2488|2531)+WD40(2545|2584)+WD40(2628|2666)+WD40(2669|2708)+	109397187,A0A182GPN4,A0A182GPN4_AEDAL,Neurobeachin,Neurobeachin-like isoform X1,RP20_CCG013528,Uncharacterized protein,XP_029733316,aalb:109397187	aalb:109397187
RP20_CCG013576	7160.A0A182GPS6	RNase H domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=554:Pfam_RVT_3(300|398)+	115260552,A0A182GPS6,A0A182GPS6_AEDAL,RNase H domain-containing protein,RP20_CCG013576,RP20_CCG014970,Uncharacterized protein LOC115260552,XP_029717327,aalb:115260552	aalb:115260552
RP20_CCG013590	7160.A0A182GPT4	Glutathione synthetase.	https://smart.embl.de/smart/DDvec.cgi?smart=495:Pfam_GSH_synthase(221|322)+	6.3.2.3,A0A182GPT4,A0A182GPT4_AEDAL,GSH-S,Glutathione synthetase,RP20_CCG013590	
RP20_CCG013595	7160.A0A182GPT7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=114:	A0A182GPT7,A0A182GPT7_AEDAL,RP20_CCG013595,Uncharacterized protein	
RP20_CCG013614	7160.A0A182GPU8	ANK_REP_REGION domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=994:NOD(1|43)+NODP(66|129)+TRANS(135|157)+ANK(290|334)+ANK(339|368)+ANK(372|402)+ANK(406|435)+ANK(439|468)+ANK(472|501)+ANK(505|535)+DUF3454(911|968)+	109402629,A0A182GPU8,A0A182GPU8_AEDAL,ANK_REP_REGION domain-containing protein,Neurogenic locus Notch protein,Notch 1,RP20_CCG013614,XP_029710542,aalb:109402629	aalb:109402629
RP20_CCG013663	7160.A0A182GPX9	Integrase catalytic domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=299:	A0A182GPX9,A0A182GPX9_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG013663	
RP20_CCG013710	7160.A0A182GQ07	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=651:CUB(48|205)+LDLa(524|561)+TRANS(572|594)+	115258424,A0A182GQ07,A0A182GQ07_AEDAL,RP20_CCG013710,Uncharacterized protein,Uncharacterized protein LOC115258424,XP_029714379,aalb:115258424	aalb:115258424
RP20_CCG013827	7160.A0A182GQ91	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=184:Pfam_DUF872(66|183)+	109420822,A0A182GQ91,A0A182GQ91_AEDAL,RP20_CCG013827,Transmembrane protein 134-like isoform X1,Uncharacterized protein,XM_019686139.1,XM_019695279.1,XP_019541684.1,XP_019550824.1,XP_029713840,aalb:109420822	aalb:109420822
RP20_CCG013868	7160.A0A182GQC8	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=257:Pfam_DUF1759(164|257)+	A0A182GQC8,A0A182GQC8_AEDAL,RP20_CCG013868,Uncharacterized protein	
RP20_CCG014045	7160.A0A182GQP1	Aminopeptidase.	https://smart.embl.de/smart/DDvec.cgi?smart=936:Pfam_Peptidase_M1(241|484)+Pfam_ERAP1_C(573|903)+	115256420,3.4.11.-,3.4.11.2,A0A182GQP1,A0A182GQP1_AEDAL,Aminopeptidase,Aminopeptidase N,Aminopeptidase N-like,EC 3.4.11.2,RP20_CCG014045,XP_029710794,aalb:115256420	aalb:115256420
RP20_CCG014061	7160.A0A182GQQ1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=298:Pfam_DUF2358(124|256)+	109427500,A0A182GQQ1,A0A182GQQ1_AEDAL,RP20_CCG014061,Uncharacterized protein,Uncharacterized protein C6orf136 homolog,XP_019558595,aalb:109427500	aalb:109427500
RP20_CCG014064	7160.A0A182GQQ4	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=339:Pfam_RVT_1(1|143)+	A0A182GQQ4,A0A182GQQ4_AEDAL,RP20_CCG014064,Reverse transcriptase domain-containing protein	
RP20_CCG014126	7160.A0A182GQU6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=171:ZnF_C2HC(43|58)+ZnF_C2HC(62|78)+	A0A182GQU6,A0A182GQU6_AEDAL,RP20_CCG014126,Uncharacterized protein	
RP20_CCG014130	7160.A0A182GQU7	PHD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=352:PHD(6|70)+	A0A182GQU7,A0A182GQU7_AEDAL,PHD domain-containing protein,RP20_CCG014130	
RP20_CCG014223	7160.A0A182GR14	BZIP domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=334:Pfam_bZIP_1(74|139)+	A0A182GR14,A0A182GR14_AEDAL,BZIP domain-containing protein,RP20_CCG014223	
RP20_CCG014226	7160.A0A182GR17	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=654:WD40(56|96)+WD40(105|144)+WD40(151|191)+Pfam_Clathrin(381|520)+	A0A182GR17,A0A182GR17_AEDAL,RP20_CCG014226,Uncharacterized protein	
RP20_CCG014290	7160.A0A182GR75	Nibrin.	https://smart.embl.de/smart/DDvec.cgi?smart=740:FHA(21|71)+BRCT(104|178)+Pfam_NIBRIN_BRCT_II(210|315)+	A0A182GR75,A0A182GR75_AEDAL,Nibrin,RP20_CCG014290	
RP20_CCG014302	7160.A0A182GR85	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=678:Pfam_CLPTM1(51|496)+TRANS(501|523)+TRANS(538|560)+	109416570,A0A182GR85,A0A182GR85_AEDAL,RP20_CCG014302,Uncharacterized protein,XP_019546192,aalb:109416570	aalb:109416570
RP20_CCG014429	7160.A0A182GRG7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=60:	A0A182GRG7,A0A182GRG7_AEDAL,RP20_CCG014429,Uncharacterized protein	
RP20_CCG014445	7160.A0A182GRH9	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=940:	109429859,A0A182GRH9,A0A182GRH9_AEDAL,Ninein-like protein,RP20_CCG014445,Uncharacterized protein,XP_019561390,aalb:109429859	aalb:109429859
RP20_CCG014586	7160.A0A182GRR4	Uncharacterized protein; Belongs to the MAGUK family.	https://smart.embl.de/smart/DDvec.cgi?smart=465:PDZ(17|87)+SH3(115|180)+GuKc(236|453)+	109420963,A0A182GRR4,A0A182GRR4_AEDAL,RP20_CCG014586,Uncharacterized protein,XM_019695436.1,XM_019695437.1,XM_019704159.1,XM_019704169.1,XP_019550981.1,XP_019550982.1,XP_019559704.1,XP_019559714.1,XP_029715019,aalb:109420963	aalb:109420963
RP20_CCG014597	7160.A0A182GRS0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=168:	A0A182GRS0,A0A182GRS0_AEDAL,RP20_CCG014597,RP20_CCG028562,Uncharacterized protein	
RP20_CCG014643	7160.A0A182GRU6	Fibronectin type-III domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=171:FN3(7|104)+	109423164,A0A182GRU6,A0A182GRU6_AEDAL,Fibronectin type-III domain-containing protein,RP20_CCG014643,Uncharacterized protein LOC109423164,XP_029723057,aalb:109423164	aalb:109423164
RP20_CCG014657	7160.A0A182GRV8	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=501:Pfam_DUF4820(25|267)+	A0A182GRV8,A0A182GRV8_AEDAL,RP20_CCG014657,Uncharacterized protein	
RP20_CCG014756	7160.A0A023EQ67	Hydrolase_4 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=341:TRANS(21|43)+Pfam_Hydrolase_4(111|252)+	109427860,3.-.-.-,A0A023EQ67,A0A023EQ67_AEDAL,Abhydrolase domain-containing protein 13,EC 3.-.-.-,Hydrolase_4 domain-containing protein,Protein ABHD13,RP20_CCG014756,XM_019703434.1,XP_019558979.1,XP_029715490,aalb:109427860	aalb:109427860
RP20_CCG014779	7160.A0A182GS49	RBR-type E3 ubiquitin transferase.	https://smart.embl.de/smart/DDvec.cgi?smart=473:RING(129|177)+RING(224|290)+	2.3.2.31,A0A182GS49,A0A182GS49_AEDAL,RBR-type E3 ubiquitin transferase,RP20_CCG014779	
RP20_CCG015087	7160.A0A182GSS4	Protein transport protein SEC23; Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules; Belongs to the SEC23/SEC24 family. SEC23 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=771:Pfam_zf-Sec23_Sec24(58|98)+Pfam_Sec23_trunk(126|396)+Pfam_Sec23_BS(407|510)+Pfam_Sec23_helical(524|623)+Pfam_Gelsolin(635|724)+	109417696,115259649,A0A182GSS4,A0A182GSS4_AEDAL,Protein transport protein SEC23,Protein transport protein Sec23A-like isoform X1,RP20_CCG015087,RP20_CCG015800,XM_019672984.1,XM_019691780.1,XP_019528529.1,XP_019547325.1,XP_029716288,aalb:115259649	aalb:115259649
RP20_CCG015324	7160.A0A182GT68	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.	https://smart.embl.de/smart/DDvec.cgi?smart=510:TRANS(32|54)+Pfam_Glyco_transf_92(229|498)+	2.4.1.-,A0A182GT68,A0A182GT68_AEDAL,Glycosyltransferase family 92 protein,RP20_CCG015324	
RP20_CCG015350	7160.A0A182GT83	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=348:Pfam_RVT_1(1|83)+	A0A182GT83,A0A182GT83_AEDAL,RP20_CCG015350,Reverse transcriptase domain-containing protein	
RP20_CCG015370	7160.A0A182GTA2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=281:ZnF_C2HC(201|217)+	109408284,A0A182GTA2,A0A182GTA2_AEDAL,RP20_CCG015370,Uncharacterized protein,Uncharacterized protein LOC109408284,XP_029709653,aalb:109408284	aalb:109408284
RP20_CCG015467	7160.A0A182GTH0	Polypeptide N-acetylgalactosaminyltransferase.	https://smart.embl.de/smart/DDvec.cgi?smart=648:TRANS(9|31)+Pfam_Glyco_transf_7C(370|440)+RICIN(520|641)+	2.4.1.-,A0A182GTH0,A0A182GTH0_AEDAL,Polypeptide N-acetylgalactosaminyltransferase,Protein-UDP acetylgalactosaminyltransferase,RP20_CCG015467	
RP20_CCG015560	7160.A0A182GTM1	Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.	https://smart.embl.de/smart/DDvec.cgi?smart=396:Pfam_NAP(54|328)+	115262185,A0A182GTM1,A0A182GTM1_AEDAL,Nucleosome assembly protein 1-like 1,Nucleosome assembly protein 1-like 4,RP20_CCG015560,Uncharacterized protein,XP_029720380,aalb:115262185	aalb:115262185
RP20_CCG015568	7160.A0A182GTM7	Cystathionine beta-synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.	https://smart.embl.de/smart/DDvec.cgi?smart=1572:Pfam_PALP(57|353)+CBS(396|444)+Pfam_Cnd1(652|802)+BLVR(1219|1373)+	4.2.1.22,A0A182GTM7,A0A182GTM7_AEDAL,Cystathionine beta-synthase,RP20_CCG015568	
RP20_CCG015580	7160.A0A182GTN3	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.	https://smart.embl.de/smart/DDvec.cgi?smart=661:Pfam_Pro_isomerase(2|162)+RRM(242|315)+	115258550,5.2.1.8,A0A182GTN3,A0A182GTN3_AEDAL,EC 5.2.1.8,PPIase,Peptidyl-prolyl cis-trans isomerase,Peptidyl-prolyl cis-trans isomerase sig-7-like,Peptidyl-prolyl cis-trans isomerase-like 4,RP20_CCG015580,XP_029714567,aalb:115258550	aalb:115258550
RP20_CCG015582	7160.A0A182GTN5	CRAL-TRIO domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=387:CRAL_TRIO_N(89|114)+SEC14(135|293)+	109428894,A0A182GTN5,A0A182GTN5_AEDAL,CRAL-TRIO domain-containing protein,Clavesin-2-like,RP20_CCG015582,XM_019695509.1,XM_019704735.1,XP_019551054.1,XP_019560280,XP_019560280.1,aalb:109428894	aalb:109428894
RP20_CCG015594	7160.A0A182GTP3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=890:ANK(11|40)+ANK(44|73)+ANK(171|200)+ANK(204|233)+ANK(360|389)+ANK(509|538)+ANK(576|608)+ANK(649|678)+ANK(727|756)+ANK(837|866)+	109424259,A0A182GTP3,A0A182GTP3_AEDAL,RP20_CCG015594,Uncharacterized protein,XP_029735266,aalb:109424259	aalb:109424259
RP20_CCG015609	7160.A0A182GTQ3	SANT domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1883:Pfam_GPS2_interact(180|260)+SANT(450|498)+SANT(1212|1259)+	109397755,A0A182GTQ3,A0A182GTQ3_AEDAL,Nuclear receptor co-repressor 1,RP20_CCG015609,SANT domain-containing protein,Uncharacterized protein LOC109397755 isoform X1,XP_029733975,aalb:109397755	aalb:109397755
RP20_CCG015621	7160.A0A182GTR5	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=668:RGS(86|342)+RGS(352|472)+	109429872,A-kinase anchor protein 10,A-kinase anchor protein 10, mitochondrial,A0A182GTR5,A0A182GTR5_AEDAL,RP20_CCG015621,Uncharacterized protein,XP_019561403,aalb:109429872	aalb:109429872
RP20_CCG015806	7160.A0A182HEI5	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=261:	A0A182HEI5,A0A182HEI5_AEDAL,RP20_CCG015806,RP20_CCG021115,RP20_CCG027910,Uncharacterized protein	
RP20_CCG015811	7160.A0A182GU57	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=907:Pfam_Prominin(83|895)+	109432183,A0A182GU57,A0A182GU57_AEDAL,Prominin 1,Prominin-like protein isoform X9,RP20_CCG015811,Uncharacterized protein,XP_019564077,aalb:109432183	aalb:109432183
RP20_CCG015869	7160.A0A182GU89	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1204:BRCT(45|119)+BRCT(132|209)+	A0A182GU89,A0A182GU89_AEDAL,RP20_CCG015869,Uncharacterized protein	
RP20_CCG015915	7160.A0A182GUD0	EF-hand domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=277:Pfam_GPHH(21|83)+	A0A182GUD0,A0A182GUD0_AEDAL,EF-hand domain-containing protein,RP20_CCG015915	
RP20_CCG015997	7160.A0A182GUI2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=225:Pfam_UPRTase(29|224)+	109400751,115254244,2.4.2.9,A0A182GUI2,A0A182GUI2_AEDAL,EC 2.4.2.9,RP20_CCG015997,Uncharacterized protein,Uracil phosphoribosyltransferase,Uracil phosphoribosyltransferase homolog,XM_019671860.1,XM_019673248.1,XP_019527405.1,XP_019528793.1,XP_029734796,aalb:115254244	aalb:115254244
RP20_CCG016021	7160.A0A182GUJ6	Uncharacterized protein; Belongs to the CDC50/LEM3 family.	https://smart.embl.de/smart/DDvec.cgi?smart=357:Pfam_CDC50(56|343)+	A0A182GUJ6,A0A182GUJ6_AEDAL,RP20_CCG016021,Uncharacterized protein	
RP20_CCG016050	7160.A0A182GUL1	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=67:	A0A182GUL1,A0A182GUL1_AEDAL,RP20_CCG016050,Uncharacterized protein	
RP20_CCG016093	7160.A0A023EKS2	Putative u2 snrnp splicing factor small subunit.	https://smart.embl.de/smart/DDvec.cgi?smart=240:ZnF_C3H1(13|39)+RRM(65|145)+ZnF_C3H1(151|177)+	109397301,109423202,A0A023EKS2,A0A023EKS2_AEDAL,Putative u2 snrnp splicing factor small subunit,RP20_CCG016093,Splicing factor U2AF 35 kDa subunit,Splicing factor U2af 38 kDa subunit-like,XM_019669632.1,XM_019698114.1,XP_019525177,XP_019525177.1,XP_019553659.1,aalb:109397301	aalb:109397301
RP20_CCG016099	7160.A0A182GUQ1	Spastin; ATP-dependent microtubule severing protein. Microtubule severing may promote reorganization of cellular microtubule arrays and the release of microtubules from the microtubule organizing center following nucleation; Belongs to the AAA ATPase family. Spastin subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=779:TRANS(65|87)+MIT(182|260)+AAA(536|673)+Pfam_Vps4_C(724|775)+	109397277,5.6.1.1,A0A182GUQ1,A0A182GUQ1_AEDAL,EC 5.6.1.1,RP20_CCG016099,Spastin,Spastin-like isoform X1,XP_029712425,aalb:109397277	aalb:109397277
RP20_CCG016160	7160.A0A182GUV3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2179:DEXDc(471|683)+HELICc(767|855)+Sec63(969|1278)+AAA(1332|1484)+HELICc(1588|1685)+Sec63(1803|2148)+	109431790,3.6.4.12,A0A182GUV3,A0A182GUV3_AEDAL,Activating signal cointegrator complex subunit 3,EC 3.6.4.12,RP20_CCG016160,Uncharacterized protein,XP_029727871,aalb:109431790	aalb:109431790
RP20_CCG016161	7160.A0A182GUV4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=877:TRANS(12|34)+Pfam_DUF21(249|419)+cNMP(636|743)+	109431788,109431857,A0A182GUV4,A0A182GUV4_AEDAL,Metal transporter CNNM,RP20_CCG016161,Uncharacterized protein,XM_019708054.1,XP_019563599.1,XP_019563660,aalb:109431857	aalb:109431857
RP20_CCG016191	7160.A0A182GUX7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1272:S1(314|387)+DEXDc(614|798)+HELICc(842|946)+HA2(1007|1097)+Pfam_OB_NTP_bind(1154|1231)+	115270041,3.6.4.13,A0A182GUX7,A0A182GUX7_AEDAL,ATP-dependent RNA helicase DHX8/PRP22,EC 3.6.4.13,RP20_CCG016191,Uncharacterized protein,XP_029734851,aalb:115270041	aalb:115270041
RP20_CCG016202	7160.A0A182GUY8	Phospholipid-transporting ATPase; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=992:TRANS(20|39)+TRANS(74|96)+Pfam_Cation_ATPase(329|460)+Pfam_PhoLip_ATPase_C(721|966)+	7.6.2.1,A0A182GUY8,A0A182GUY8_AEDAL,Phospholipid-transporting ATPase,RP20_CCG016202	
RP20_CCG016231	7160.A0A182GV08	DUF4149 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=334:TRANS(100|122)+Pfam_DUF4149(155|267)+TRANS(305|327)+	109397190,A0A182GV08,A0A182GV08_AEDAL,DUF4149 domain-containing protein,RP20_CCG016231,Transmembrane protein 205,XP_019525080,aalb:109397190	aalb:109397190
RP20_CCG016238	7160.A0A182GV15	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.	https://smart.embl.de/smart/DDvec.cgi?smart=1043:Pfam_tRNA-synt_1g(122|281)+Pfam_tRNA-synt_1_2(335|415)+Pfam_Anticodon_1(766|919)+	109402134,6.1.1.9,A0A182GV15,A0A182GV15_AEDAL,EC 6.1.1.9,RP20_CCG016238,Uncharacterized protein,Valine--tRNA ligase,Valyl-tRNA synthetase,XP_019530302,aalb:109402134	aalb:109402134
RP20_CCG016301	7160.A0A182GV54	HMG box domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=314:HMG(1|66)+	A0A182GV54,A0A182GV54_AEDAL,HMG box domain-containing protein,RP20_CCG016301	
RP20_CCG016419	7160.A0A182GVE2	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=78:	A0A182GVE2,A0A182GVE2_AEDAL,RP20_CCG016419,Uncharacterized protein	
RP20_CCG016448	7160.A0A182GVG0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=361:	A0A182GVG0,A0A182GVG0_AEDAL,RP20_CCG016448,Uncharacterized protein	
RP20_CCG016454	7160.A0A182GVG6	Arf-GAP domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=552:ArfGap(11|127)+	109416088,A0A182GVG6,A0A182GVG6_AEDAL,Arf-GAP domain-containing protein,RP20_CCG016454,XP_029722186,aalb:109416088	aalb:109416088
RP20_CCG016461	7160.A0A182GVH2	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=769:	109428100,A0A182GVH2,A0A182GVH2_AEDAL,RP20_CCG016461,Uncharacterized protein,Uncharacterized protein LOC109428100,XP_029708906,aalb:109428100	aalb:109428100
RP20_CCG016471	7160.A0A182GVH7	BAH domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1175:BAH(1026|1140)+	A0A182GVH7,A0A182GVH7_AEDAL,BAH domain-containing protein,RP20_CCG016471	
RP20_CCG016546	7160.A0A182GVL4	Angiomotin_C domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=963:Pfam_Angiomotin_C(537|718)+	109410007,A0A182GVL4,A0A182GVL4_AEDAL,Angiomotin like,Angiomotin_C domain-containing protein,RP20_CCG016546,Uncharacterized protein LOC109410007,XP_019539092,aalb:109410007	aalb:109410007
RP20_CCG016583	7160.A0A182GVN2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=667:ELM2(65|119)+SANT(150|198)+SANT(449|497)+	109411230,A0A182GVN2,A0A182GVN2_AEDAL,REST corepressor,RP20_CCG016583,Uncharacterized protein,XP_019540283,aalb:109411230	aalb:109411230
RP20_CCG016632	7160.A0A182GVQ8	FLYWCH-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=159:Pfam_FLYWCH(91|151)+	A0A182GVQ8,A0A182GVQ8_AEDAL,FLYWCH-type domain-containing protein,RP20_CCG016632	
RP20_CCG016899	7160.A0A182GW84	Ig-like domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=196:	A0A182GW84,A0A182GW84_AEDAL,Ig-like domain-containing protein,RP20_CCG016899	
RP20_CCG016956	7160.A0A182GWA7	Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.	https://smart.embl.de/smart/DDvec.cgi?smart=684:TRANS(13|32)+Pfam_Na_H_Exchanger(108|518)+	109426524,A0A182GWA7,A0A182GWA7_AEDAL,RP20_CCG016956,Sodium/hydrogen exchanger,Sodium/hydrogen exchanger 8,XP_019557606,aalb:109426524	aalb:109426524
RP20_CCG017036	7160.A0A182GWG4	MOSC domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=386:Pfam_MOSC_N(103|226)+Pfam_MOSC(245|370)+	109415232,2.8.1.9,A0A182GWG4,A0A182GWG4_AEDAL,EC 2.8.1.9,MOSC domain-containing protein,Molybdenum cofactor sulfurase 3,Molybdenum cofactor sulfurtransferase,RP20_CCG017036,XP_019544663,aalb:109415232	aalb:109415232
RP20_CCG017225	7160.A0A182GWS6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=411:zf-AD(12|96)+ZnF_C2H2(147|170)+ZnF_C2H2(175|197)+ZnF_C2H2(203|224)+ZnF_C2H2(231|253)+ZnF_C2H2(258|281)+ZnF_C2H2(287|309)+ZnF_C2H2(315|337)+ZnF_C2H2(343|365)+ZnF_C2H2(371|393)+	109398554,A0A182GWS6,A0A182GWS6_AEDAL,Gastrula zinc finger protein XlCGF46.1-like,RP20_CCG017225,Uncharacterized protein,XP_029720121,aalb:109398554	aalb:109398554
RP20_CCG017400	7160.A0A182GX42	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=617:S_TKc(23|274)+Pfam_Mst1_SARAH(559|606)+	109397924,A0A182GX42,A0A182GX42_AEDAL,RP20_CCG017400,Uncharacterized protein,XM_019670267.1,XP_019525812.1	
RP20_CCG017449	7160.A0A023EDY3	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=77:	109412497,115257235,A0A023EDY3,A0A023EDY3_AEDAL,RP20_CCG017449,Uncharacterized protein,Uncharacterized protein LOC115257235,XM_019686115.1,XM_019695245.1,XP_019541660.1,XP_019550790.1,XP_029712532,aalb:115257235	aalb:115257235
RP20_CCG017552	7160.A0A182GXE6	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.	https://smart.embl.de/smart/DDvec.cgi?smart=301:Pfam_SNF(42|296)+	109406368,A0A182GXE6,A0A182GXE6_AEDAL,RP20_CCG017552,Transporter,XP_029714197,aalb:109406368	aalb:109406368
