miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-210-3p,0.00834751202,36,4537,1.783794781,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,CCG001475.1 RP20_CCG001948.2 CCG002018.1 CCG002317.1 CCG002459.1 CCG003622.1 RP20_CCG003693 CCG005153.1 RP20_CCG006745 RP20_CCG007284.3 CCG007750.2 CCG007937.2 RP20_CCG008785 RP20_CCG008894 RP20_CCG010133 CCG010347.2 RP20_CCG011047 CCG012626.1 CCG012769.2 RP20_CCG013105 RP20_CCG013405.2 RP20_CCG013836.3 CCG014553.1 RP20_CCG014760 CCG014786.2 RP20_CCG016415 RP20_CCG017515 CCG020210.1 RP20_CCG021374 CCG022407.1 RP20_CCG024828.2 RP20_CCG025495.2 RP20_CCG026400.2 CCG027115.1 CCG027855.1 CCG028062.1,GO Molecular Function
miR-210-3p,0.01125617478,2,16,28.10096154,Path:aalb03013 Nucleocytoplasmic transport,http://www.genome.jp/kegg-bin/show_pathway?aalb03013,RP20_CCG010133 RP20_CCG013162.2,KEGG
miR-276-5p,0.002760439155,2,4,171.9117647,GO:0006047 UDP-N-acetylglucosamine metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006047,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.002760439155,2,4,171.9117647,GO:0006048 UDP-N-acetylglucosamine biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0006048,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.002760439155,2,4,171.9117647,GO:0046349 amino sugar biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0046349,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.003113444238,2,5,137.5294118,GO:0051648 vesicle localization,http://amigo.geneontology.org/amigo/term/GO:0051648,RP20_CCG001881 CCG002937.1,GO Biological Process
miR-276-5p,0.003113444238,2,5,137.5294118,GO:0051650 establishment of vesicle localization,http://amigo.geneontology.org/amigo/term/GO:0051650,RP20_CCG001881 CCG002937.1,GO Biological Process
miR-276-5p,0.01009497427,2,10,68.76470588,GO:0051656 establishment of organelle localization,http://amigo.geneontology.org/amigo/term/GO:0051656,RP20_CCG001881 CCG002937.1,GO Biological Process
miR-276-5p,0.01426134124,2,13,52.8959276,GO:0009226 nucleotide-sugar biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009226,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.01426134124,2,14,49.11764706,GO:0006040 amino sugar metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006040,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.01426134124,2,15,45.84313725,GO:0009225 nucleotide-sugar metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0009225,CCG007410.1 RP20_CCG020662,GO Biological Process
miR-276-5p,0.02074813417,2,19,36.19195046,GO:0051640 organelle localization,http://amigo.geneontology.org/amigo/term/GO:0051640,RP20_CCG001881 CCG002937.1,GO Biological Process
miR-276-5p,0.01426134124,5,250,6.876470588,GO:0006468 protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006468,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Biological Process
miR-276-5p,0.004165070336,9,679,4.557307459,GO:0006793 phosphorus metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006793,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020662,GO Biological Process
miR-276-5p,0.002760439155,10,758,4.535930467,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317,GO Biological Process
miR-276-5p,0.002760439155,10,758,4.535930467,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317,GO Biological Process
miR-276-5p,0.004165070336,10,847,4.059309674,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317,GO Biological Process
miR-276-5p,0.002760439155,13,1250,3.575764706,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026317,GO Biological Process
miR-276-5p,0.01426134124,14,1909,2.52149262,GO:0019538 protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0019538,RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 RP20_CCG019046.2 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026317,GO Biological Process
miR-276-5p,0.01701776488,21,3743,1.929012588,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-276-5p,0.01426134124,22,3945,1.917393573,GO:0006807 nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006807,RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG019046.2 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-276-5p,0.01426134124,24,4512,1.828848561,GO:0071704 organic substance metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0071704,RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG007786 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG019046.2 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-276-5p,0.04176263097,1,3,114.6078431,GO:0044322 endoplasmic reticulum quality control compartment,http://amigo.geneontology.org/amigo/term/GO:0044322,RP20_CCG014760,GO Cellular Component
miR-276-5p,1.33E-07,7,76,31.66795666,GO:0000786 nucleosome,http://amigo.geneontology.org/amigo/term/GO:0000786,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,1.33E-07,7,82,29.3507891,GO:0032993 protein-DNA complex,http://amigo.geneontology.org/amigo/term/GO:0032993,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,2.00E-07,7,92,26.16048593,GO:0044815 DNA packaging complex,http://amigo.geneontology.org/amigo/term/GO:0044815,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,7.13E-07,7,115,20.92838875,GO:0000785 chromatin,http://amigo.geneontology.org/amigo/term/GO:0000785,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,1.09E-06,8,192,14.32598039,GO:0005694 chromosome,http://amigo.geneontology.org/amigo/term/GO:0005694,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG022918 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0004291047657,10,756,4.547930283,GO:0043228 non-membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043228,RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG022536.3 RP20_CCG022918 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0004291047657,10,756,4.547930283,GO:0043232 intracellular non-membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043232,RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG022536.3 RP20_CCG022918 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.002293273836,11,1170,3.232528909,GO:0032991 protein-containing complex,http://amigo.geneontology.org/amigo/term/GO:0032991,RP20_CCG002835 CCG002937.1 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG024828.2 RP20_CCG026317 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0003071532374,16,1795,3.064722268,GO:0005634 nucleus,http://amigo.geneontology.org/amigo/term/GO:0005634,RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0005771306786,19,2632,2.482008761,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0006639449016,19,2707,2.413242356,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,7.10E-05,25,3623,2.372505723,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG002937.1 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 RP20_CCG019046.2 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG024828.2 CCG025919.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0006639449016,21,3176,2.273392354,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.0006639449016,21,3209,2.250013748,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388,GO Cellular Component
miR-276-5p,0.002423347038,2,6,114.6078431,"GO:0004571 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",http://amigo.geneontology.org/amigo/term/GO:0004571,RP20_CCG007786 RP20_CCG014760,GO Molecular Function
miR-276-5p,0.002423347038,2,6,114.6078431,GO:0015924 mannosyl-oligosaccharide mannosidase activity,http://amigo.geneontology.org/amigo/term/GO:0015924,RP20_CCG007786 RP20_CCG014760,GO Molecular Function
miR-276-5p,0.002435206673,2,9,76.40522876,GO:0004559 alpha-mannosidase activity,http://amigo.geneontology.org/amigo/term/GO:0004559,RP20_CCG007786 RP20_CCG014760,GO Molecular Function
miR-276-5p,0.002435206673,2,9,76.40522876,GO:0015923 mannosidase activity,http://amigo.geneontology.org/amigo/term/GO:0015923,RP20_CCG007786 RP20_CCG014760,GO Molecular Function
miR-276-5p,3.08E-07,7,75,32.09019608,GO:0030527 structural constituent of chromatin,http://amigo.geneontology.org/amigo/term/GO:0030527,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,4.06E-07,7,86,27.98563611,GO:0046982 protein heterodimerization activity,http://amigo.geneontology.org/amigo/term/GO:0046982,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,9.63E-07,8,160,17.19117647,GO:0046983 protein dimerization activity,http://amigo.geneontology.org/amigo/term/GO:0046983,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.003114541367,7,470,5.12077597,GO:0005198 structural molecule activity,http://amigo.geneontology.org/amigo/term/GO:0005198,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.002435206673,9,705,4.389236546,GO:0003677 DNA binding,http://amigo.geneontology.org/amigo/term/GO:0003677,RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG022918 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.002435206673,10,887,3.876251741,GO:0005524 ATP binding,http://amigo.geneontology.org/amigo/term/GO:0005524,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,10,895,3.841603681,GO:0032559 adenyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032559,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,10,898,3.828769815,GO:0030554 adenyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0030554,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,11,1087,3.479354943,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,11,1095,3.453934999,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,11,1098,3.444498018,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.002435206673,11,1107,3.416493969,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,2.22E-05,20,2082,3.302819687,GO:0005515 protein binding,http://amigo.geneontology.org/amigo/term/GO:0005515,RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG003693 CCG006898.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 CCG017793.1 RP20_CCG021374 CCG021458.1 CCG022536.3 CCG023595.1 CCG024740.2 CCG025919.1 RP20_CCG026317 RP20_CCG028366 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.002435206673,12,1281,3.220829315,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG015582.1 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1,GO Molecular Function
miR-276-5p,0.0007710095078,25,3951,2.175547516,GO:1901363 heterocyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:1901363,RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG005310.2 RP20_CCG005741 RP20_CCG007138 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG016238.1 CCG017793.1 CCG020979.1 RP20_CCG021374 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 CCG027115.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.0007710095078,25,3954,2.173896873,GO:0097159 organic cyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:0097159,RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG005310.2 RP20_CCG005741 RP20_CCG007138 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG016238.1 CCG017793.1 CCG020979.1 RP20_CCG021374 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 CCG027115.1 RP20_CCG028388,GO Molecular Function
miR-276-5p,0.02316840995,1,4,85.95588235,Path:aalb00520 Amino sugar and nucleotide sugar metabolism,http://www.genome.jp/kegg-bin/show_pathway?aalb00520,RP20_CCG020662,KEGG
miR-276-5p,0.02316840995,1,4,85.95588235,Path:aalb01250 Biosynthesis of nucleotide sugars,http://www.genome.jp/kegg-bin/show_pathway?aalb01250,RP20_CCG020662,KEGG
miR-2796,0.003385452209,2,4,265.6818182,GO:0045332 phospholipid translocation,http://amigo.geneontology.org/amigo/term/GO:0045332,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.0039042139,2,10,106.2727273,GO:0034204 lipid translocation,http://amigo.geneontology.org/amigo/term/GO:0034204,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.0039042139,2,10,106.2727273,GO:0097035 reg. of membrane lipid distribution,http://amigo.geneontology.org/amigo/term/GO:0097035,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.01040222153,2,17,62.51336898,GO:0015914 phospholipid transport,http://amigo.geneontology.org/amigo/term/GO:0015914,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.01884343425,2,24,44.28030303,GO:0015748 organophosphate ester transport,http://amigo.geneontology.org/amigo/term/GO:0015748,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.037109318,2,44,24.15289256,GO:0061024 membrane organization,http://amigo.geneontology.org/amigo/term/GO:0061024,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2796,0.0039042139,5,250,10.62727273,GO:0006468 protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006468,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Biological Process
miR-2796,0.01990249332,5,422,6.295777682,GO:0016310 phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0016310,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Biological Process
miR-2796,0.003385452209,8,758,5.608059487,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG026429.2,GO Biological Process
miR-2796,0.003385452209,8,758,5.608059487,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG026429.2,GO Biological Process
miR-2796,0.0039042139,8,847,5.01878287,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG026429.2,GO Biological Process
miR-2796,0.02334935224,6,668,4.772727273,GO:0006796 phosphate-containing compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006796,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338,GO Biological Process
miR-2796,0.02343368178,6,679,4.695407685,GO:0006793 phosphorus metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006793,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338,GO Biological Process
miR-2796,0.003385452209,10,1250,4.250909091,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026429.2,GO Biological Process
miR-2796,0.02725986893,10,1909,2.783465879,GO:0019538 protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0019538,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026429.2,GO Biological Process
miR-2796,0.04098714938,10,2068,2.569456656,GO:0044260 cellular macromolecule metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044260,CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020338 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026429.2,GO Biological Process
miR-2796,0.02442814866,15,3743,2.12942948,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,RP20_CCG001034 CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG017793.1 RP20_CCG020338 RP20_CCG021651 RP20_CCG021891 RP20_CCG024828.2 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-2796,0.04098714938,14,3628,2.050466072,GO:0043170 macromolecule metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0043170,RP20_CCG001034 CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG017793.1 RP20_CCG020338 RP20_CCG021651 RP20_CCG021891 RP20_CCG024828.2 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-2796,0.03043938092,16,4298,1.97808706,GO:0044238 primary metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044238,RP20_CCG001034 CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG017793.1 RP20_CCG020338 RP20_CCG021651 RP20_CCG021891 RP20_CCG024828.2 CCG025948.4 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-2796,0.04137716468,16,4512,1.884268214,GO:0071704 organic substance metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0071704,RP20_CCG001034 CCG002974.1 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG017793.1 RP20_CCG020338 RP20_CCG021651 RP20_CCG021891 RP20_CCG024828.2 CCG025948.4 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-2796,0.0267486491,10,1599,3.323099665,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,CCG002974.1 RP20_CCG004459.2 RP20_CCG013836.3 CCG015582.1 CCG017793.1 CCG022521.1 CCG023410.1 RP20_CCG024828.2 CCG025948.4 RP20_CCG026429.2,GO Cellular Component
miR-2796,0.03132489733,15,3623,2.199959852,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG001034 CCG002974.1 RP20_CCG004459.2 RP20_CCG013836.3 CCG015582.1 CCG017793.1 RP20_CCG020338 RP20_CCG021891 RP20_CCG022348 CCG022521.1 CCG023410.1 RP20_CCG024828.2 CCG025948.4 RP20_CCG026429.2 CCG027115.1,GO Cellular Component
miR-2796,0.0009892119688,2,9,118.0808081,GO:0140326 ATPase-coupled intramembrane lipid transporter activity,http://amigo.geneontology.org/amigo/term/GO:0140326,RP20_CCG000855 CCG006730.1,GO Molecular Function
miR-2796,0.0009365052198,5,256,10.37819602,GO:0004672 protein kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004672,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Molecular Function
miR-2796,0.002025550638,5,315,8.434343434,GO:0016773 phosphotransferase activity alcohol group as acceptor,http://amigo.geneontology.org/amigo/term/GO:0016773,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Molecular Function
