Gene stable ID,Transcript stable ID,Gene name,UniProtKB/TrEMBL ID,UniParc ID
AAEL014276,AAEL014276-RA,,Q16GT0,UPI000B785289
AAEL019859,AAEL019859-RA,,Q16UD5,UPI000B785B39
AAEL019859,AAEL019859-RB,,Q16UD2,UPI000B7960EC
AAEL019859,AAEL019859-RC,,Q16UD4,UPI000B76CA34
AAEL019859,AAEL019859-RD,,,UPI000B775C9C
AAEL007386,AAEL007386-RA,,A0A1S4FGL8,UPI000B7857AB
AAEL007386,AAEL007386-RA,,Q172H0,UPI000B7857AB
AAEL004405,AAEL004405-RA,,A0A1S4F7J0,UPI000B78E330
AAEL004405,AAEL004405-RA,,Q17CW0,UPI000B78E330
AAEL004405,AAEL004405-RB,,,UPI000B796CCF
AAEL002175,AAEL002175-RA,,A0A1S4F0W8,UPI000B76FC34
AAEL002175,AAEL002175-RA,,Q17J43,UPI000B76FC34
AAEL008837,AAEL008837-RA,,Q16XJ8,UPI0000DAA5B4
AAEL008837,AAEL008837-RB,,Q16XJ8,UPI0000DAA5B4
AAEL009640,AAEL009640-RB,,,UPI000B789459
AAEL009640,AAEL009640-RC,,,UPI000B7797BE
AAEL009640,AAEL009640-RD,,Q16V99,UPI000B7797BE
AAEL009640,AAEL009640-RE,,,UPI000B789459
AAEL009640,AAEL009640-RF,,,UPI000B789459
AAEL018005,AAEL018005-RB,,A0A1S4G7C1,UPI00039359C0
AAEL008424,AAEL008424-RB,,J9HFX8,UPI0000DAA407
AAEL008424,AAEL008424-RB,,Q8IST0,UPI0000DAA407
AAEL008424,AAEL008424-RB,,Q16YU3,UPI0000DAA407
AAEL008424,AAEL008424-RB,,Q6VS78,UPI0000DAA407
AAEL008424,AAEL008424-RB,,Q8T7E1,UPI0000DAA407
AAEL008424,AAEL008424-RC,,,UPI000B78219D
AAEL002395,AAEL002395-RB,Cdk8,,UPI0000DA8E13
AAEL002395,AAEL002395-RC,Cdk8,,UPI000B771AF9
AAEL002395,AAEL002395-RD,Cdk8,A0A1S4F1K7,UPI000B76E8FB
AAEL006091,AAEL006091-RB,,Q177M3,UPI0000DA9B65
AAEL006091,AAEL006091-RC,,Q177M1,UPI0000DA9B66
AAEL005834,AAEL005834-RA,GPRDOP2,H6D5H2,UPI0002516BD1
AAEL005834,AAEL005834-RA,GPRDOP2,Q178M5,UPI0002516BD1
AAEL013593,AAEL013593-RB,,Q16EK1,UPI000B7801D8
AAEL013593,AAEL013593-RB,,Q16X12,UPI000B7801D8
AAEL013593,AAEL013593-RC,,Q16IP3,UPI0000DAB7D5
AAEL013593,AAEL013593-RD,,Q16IP3,UPI0000DAB7D5
AAEL013593,AAEL013593-RD,,A0A1S4G472,UPI0000DAB7D5
AAEL013593,AAEL013593-RD,,A0A1S4FZF7,UPI0000DAB7D5
AAEL013963,AAEL013963-RB,,,UPI000B78D2F6
AAEL013963,AAEL013963-RC,,,UPI000B78D2F6
AAEL013963,AAEL013963-RD,,,UPI000B78D2F6
AAEL013963,AAEL013963-RE,,Q16HN3,UPI0000DAB92C
AAEL013963,AAEL013963-RF,,Q16HN3,UPI0000DAB92C
AAEL013963,AAEL013963-RG,,,UPI000B78D2F6
AAEL007481,AAEL007481-RA,,A0A1S4FGL2,UPI000B77CBC5
AAEL007481,AAEL007481-RA,,Q171Y2,UPI000B77CBC5
AAEL017513,AAEL017513-RA,,A0A1S4G694,UPI00043B9883
AAEL017513,AAEL017513-RA,,J9HZ73,UPI00043B9883
AAEL008394,AAEL008394-RA,,Q16YX8,UPI0000DAA3E8
AAEL025631,AAEL025631-RA,,,UPI000B776B84
AAEL025631,AAEL025631-RB,,,UPI000B776B84
AAEL025631,AAEL025631-RC,,,UPI000B776B84
AAEL011354,AAEL011354-RA,,A0A1S4FSX4,UPI000B7714BC
AAEL011354,AAEL011354-RA,,Q17BP6,UPI000B7714BC
AAEL011009,AAEL011009-RA,,Q16RB9,UPI0000DAADDA
AAEL011009,AAEL011009-RA,,Q0IFS5,UPI0000DAADDA
AAEL011264,AAEL011264-RB,,Q16QJ8,UPI0000DAAEE0
AAEL011264,AAEL011264-RB,,Q1HQH6,UPI0000DAAEE0
AAEL011264,AAEL011264-RB,,Q16ED2,UPI0000DAAEE0
AAEL011264,AAEL011264-RA,,Q16QJ8,UPI0000DAAEE0
AAEL013408,AAEL013408-RA,,Q16J88,UPI0000DAB71B
AAEL013408,AAEL013408-RA,,Q16J87,UPI0000DAB71B
AAEL013176,AAEL013176-RA,,A0A1S4FY92,UPI000B77689D
AAEL013176,AAEL013176-RA,,Q16JY3,UPI000B77689D
AAEL009784,AAEL009784-RA,,Q16UT6,UPI0000DAA956
AAEL023768,AAEL023768-RA,,Q16K48,UPI000B789C32
AAEL014932,AAEL014932-RC,,Q1HRK3,UPI0000D76DF6
AAEL005155,AAEL005155-RA,,A0A1S4F9Q5,UPI000B78B2EA
AAEL005155,AAEL005155-RA,,Q17AW7,UPI000B78B2EA
AAEL005155,AAEL005155-RA,,Q17B06,UPI000B78B2EA
AAEL022666,AAEL022666-RA,,Q16KE9,UPI000B78B093
AAEL012547,AAEL012547-RA,,A0A1S4FWT6,UPI00043BC94D
AAEL012547,AAEL012547-RA,,Q16LS1,UPI00043BC94D
AAEL012547,AAEL012547-RB,,,UPI000B777102
AAEL009313,AAEL009313-RC,,,UPI000B7757DF
AAEL009313,AAEL009313-RB,,,UPI000B77154F
AAEL009313,AAEL009313-RA,,Q1HQZ8,UPI0000D76EBC
AAEL006924,AAEL006924-RA,,A0A1S4FEZ7,UPI000B77B6F0
AAEL006924,AAEL006924-RA,,Q174E6,UPI000B77B6F0
AAEL006921,AAEL006921-RC,,Q174F0,UPI0000DA9E86
AAEL006921,AAEL006921-RE,,Q174F0,UPI0000DA9E86
AAEL006921,AAEL006921-RB,,,UPI000B773FB3
AAEL006921,AAEL006921-RA,,Q174F0,UPI0000DA9E86
AAEL006921,AAEL006921-RG,,Q174F0,UPI0000DA9E86
AAEL006921,AAEL006921-RD,,Q174F0,UPI0000DA9E86
AAEL006921,AAEL006921-RF,,Q174F0,UPI0000DA9E86
AAEL013075,AAEL013075-RB,,Q17FV1,UPI000B78E430
AAEL013075,AAEL013075-RB,,A0A0P6JSU0,UPI000B78E430
AAEL013075,AAEL013075-RB,,Q16K91,UPI000B78E430
AAEL028220,AAEL028220-RA,,,UPI000B794C9E
AAEL028220,AAEL028220-RB,,,UPI000B794C9E
AAEL028220,AAEL028220-RC,,,UPI000B794C9E
AAEL011663,AAEL011663-RB,,,UPI000B77FE11
AAEL011663,AAEL011663-RC,,A0A1S4FU82,UPI000B76BAF9
AAEL011663,AAEL011663-RC,,Q16PG2,UPI000B76BAF9
AAEL011663,AAEL011663-RD,,,UPI000B76BAF9
AAEL020154,AAEL020154-RA,,,UPI000B77E60B
AAEL004588,AAEL004588-RA,,Q17CD7,UPI0000DA95D9
AAEL001800,AAEL001800-RA,,A0A1S4F003,UPI000B77F11B
AAEL001800,AAEL001800-RA,,Q17K40,UPI000B77F11B
AAEL001800,AAEL001800-RB,,A0A1S4EZU1,UPI000B780C6F
AAEL001800,AAEL001800-RB,,Q17K39,UPI000B780C6F
AAEL006228,AAEL006228-RB,,A0A0P6JSP1,UPI000B782D41
AAEL006228,AAEL006228-RB,,Q17P75,UPI000B782D41
AAEL006228,AAEL006228-RB,,Q176X0,UPI000B782D41
AAEL006228,AAEL006228-RB,,A0A1S4FCY5,UPI000B782D41
AAEL004056,AAEL004056-RB,,Q17DT5,UPI0000DA93F8
AAEL004056,AAEL004056-RB,,Q17DT4,UPI0000DA93F8
AAEL019799,AAEL019799-RA,,A0A1S4FEV9,UPI000393778D
AAEL019799,AAEL019799-RB,,A0A1S4FEV9,UPI000393778D
AAEL019799,AAEL019799-RC,,A0A1S4FEV9,UPI000393778D
AAEL019799,AAEL019799-RD,,A0A1S4FES9,UPI0003932C17
AAEL019799,AAEL019799-RE,,A0A1S4FES9,UPI0003932C17
AAEL019799,AAEL019799-RE,,Q174L3,UPI0003932C17
AAEL019799,AAEL019799-RF,,A0A1S4FES9,UPI0003932C17
AAEL019799,AAEL019799-RG,,A0A1S4FES9,UPI0003932C17
AAEL019799,AAEL019799-RI,,A0A1S4FEV9,UPI000393778D
AAEL019799,AAEL019799-RJ,,A0A1S4FES9,UPI0003932C17
AAEL020920,AAEL020920-RA,,,UPI000B7793C5
AAEL001513,AAEL001513-RA,,A0A1S4EZ44,UPI000B78DA52
AAEL001513,AAEL001513-RA,,Q17KZ5,UPI000B78DA52
AAEL007767,AAEL007767-RA,,,UPI000B785FC6
AAEL003781,AAEL003781-RA,,A0A1S4F5M2,UPI000B778F94
AAEL003781,AAEL003781-RA,,Q16EC4,UPI000B778F94
AAEL003781,AAEL003781-RA,,Q17EH2,UPI000B778F94
AAEL003781,AAEL003781-RB,,A0A1S4F5U4,UPI000B789077
AAEL003781,AAEL003781-RB,,Q17EH3,UPI000B789077
AAEL006689,AAEL006689-RA,,A0A1S4FEC8,UPI000B7832E0
AAEL006689,AAEL006689-RA,,Q175C6,UPI000B7832E0
AAEL006689,AAEL006689-RB,,,UPI000B7797BF
AAEL011156,AAEL011156-RA,,Q16QW0,UPI0000DAAE75
AAEL004653,AAEL004653-RB,,Q17C74,UPI0000DA9617
AAEL004653,AAEL004653-RA,,Q17C74,UPI0000DA9617
AAEL013507,AAEL013507-RA,Or52,Q16IY4,UPI0000DAB780
AAEL013507,AAEL013507-RA,Or52,J9HG16,UPI0000DAB780
AAEL000069,AAEL000069-RA,,A0A1S4EUV7,UPI000B76C315
AAEL000069,AAEL000069-RA,,Q0C790,UPI000B76C315
AAEL019418,AAEL019418-RB,,Q1DGE6,UPI000B78E479
AAEL019418,AAEL019418-RB,,Q177A1,UPI000B78E479
AAEL019418,AAEL019418-RB,,A0A0P6IZR9,UPI000B78E479
AAEL019418,AAEL019418-RB,,Q177A2,UPI000B78E479
AAEL019418,AAEL019418-RB,,Q177A3,UPI000B78E479
AAEL018215,AAEL018215-RB,,,UPI000B78D1C6
AAEL018215,AAEL018215-RC,,,UPI000B78D1C6
AAEL018215,AAEL018215-RD,,,UPI000B78D1C6
AAEL018215,AAEL018215-RE,,Q16QK8,UPI000B779F9E
AAEL018215,AAEL018215-RF,,,UPI000B78D1C6
AAEL018215,AAEL018215-RG,,,UPI000B78D1C6
AAEL018215,AAEL018215-RH,,,UPI000B78D1C6
AAEL018215,AAEL018215-RI,,Q16QL0,UPI000B783070
AAEL018215,AAEL018215-RI,,A0A1S4G791,UPI000B783070
AAEL003762,AAEL003762-RD,,A0A1S4F5S5,UPI000B76EDB2
AAEL003762,AAEL003762-RA,,A0A1S4F5S5,UPI000B76EDB2
AAEL003762,AAEL003762-RC,,A0A1S4F5S5,UPI000B76EDB2
AAEL003762,AAEL003762-RC,,Q0IFY9,UPI000B76EDB2
AAEL003762,AAEL003762-RB,,A0A1S4F5S5,UPI000B76EDB2
AAEL014771,AAEL014771-RA,,Q16FF8,UPI0000DABC0E
AAEL000500,AAEL000500-RA,,Q17P32,UPI0000DA8694
AAEL021872,AAEL021872-RA,,,UPI000B77CF78
AAEL000123,AAEL000123-RA,,A0A1S4EV00,UPI000B78B859
AAEL000123,AAEL000123-RA,,Q17Q61,UPI000B78B859
AAEL000123,AAEL000123-RA,,Q17Q59,UPI000B78B859
AAEL001559,AAEL001559-RA,,Q17KT1,UPI0000DA8AEC
AAEL021577,AAEL021577-RA,,Q16IE4,UPI0000000B5E
AAEL006059,AAEL006059-RA,,Q177Q4,UPI0000DA9B46
AAEL002117,AAEL002117-RA,,A0A1S4F0Q9,UPI000B794FBF
AAEL002117,AAEL002117-RA,,Q17JA2,UPI000B794FBF
AAEL012704,AAEL012704-RB,SCP-2L3,B3FQ99,UPI000B776791
AAEL012704,AAEL012704-RB,SCP-2L3,Q16LC3,UPI000B776791
AAEL012704,AAEL012704-RC,SCP-2L3,,UPI000B776791
AAEL014237,AAEL014237-RA,,Q16GX1,UPI0000DABA24
AAEL019498,AAEL019498-RA,,Q16VT6,UPI000B787293
AAEL017139,AAEL017139-RA,,J9HY92,UPI0001D4B610
AAEL018132,AAEL018132-RA,,A0A1S4G712,UPI00043BC3EA
AAEL018132,AAEL018132-RA,,Q173H3,UPI00043BC3EA
AAEL018132,AAEL018132-RB,,Q173H2,UPI000B783406
AAEL001985,AAEL001985-RA,,Q17JK9,UPI0000DA8C84
AAEL008306,AAEL008306-RB,,,UPI000B7830E1
AAEL008306,AAEL008306-RC,,A0A1S4FJ83,UPI000B7830E1
AAEL008306,AAEL008306-RC,,A0A1S4FJ78,UPI000B7830E1
AAEL008306,AAEL008306-RC,,A0A0P6IVU3,UPI000B7830E1
AAEL008306,AAEL008306-RD,,,UPI000B799EB4
AAEL008306,AAEL008306-RE,,Q16Z47,UPI000B79103E
AAEL008306,AAEL008306-RF,,Q16Z55,UPI000B799EB4
AAEL008306,AAEL008306-RG,,,UPI000B78CE34
AAEL008306,AAEL008306-RH,,,UPI000B7830E1
AAEL027428,AAEL027428-RA,,,UPI000B7970BF
AAEL021318,AAEL021318-RB,,,UPI000B79AA27
AAEL021318,AAEL021318-RC,,,UPI000B797CCE
AAEL021318,AAEL021318-RD,,,UPI000B778650
AAEL021318,AAEL021318-RF,,,UPI000B792DAA
AAEL023605,AAEL023605-RA,,,UPI000B78E7F5
AAEL014510,AAEL014510-RB,,A0A1S4G215,UPI00043BCB65
AAEL014510,AAEL014510-RB,,Q16G62,UPI00043BCB65
AAEL014510,AAEL014510-RA,,A0A1S4G215,UPI00043BCB65
AAEL012939,AAEL012939-RA,,Q1HR91,UPI0000D76E63
AAEL012939,AAEL012939-RA,,Q1DH05,UPI0000D76E63
AAEL012939,AAEL012939-RA,,Q16KM4,UPI0000D76E63
AAEL012520,AAEL012520-RA,,Q16LU4,UPI0000DAB3C1
AAEL007233,AAEL007233-RB,,Q172Y8,UPI000B772B43
AAEL007233,AAEL007233-RB,,A0A1S4FG09,UPI000B772B43
AAEL010754,AAEL010754-RB,,Q1HRJ7,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q17KD8,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q0IEG4,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q16FP9,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q17JU6,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q16G41,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q17NR6,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q16R28,UPI0000D76DFC
AAEL010754,AAEL010754-RB,,Q17MZ9,UPI0000D76DFC
AAEL026374,AAEL026374-RA,,,UPI000B77F53F
AAEL002407,AAEL002407-RB,,A0A1S4F1P1,UPI000B798517
AAEL002407,AAEL002407-RB,,Q17I87,UPI000B798517
AAEL002407,AAEL002407-RB,,Q17I86,UPI000B798517
AAEL023321,AAEL023321-RA,,B7TBH7,UPI000B7910DB
AAEL023321,AAEL023321-RA,,A0A1S4G6M0,UPI000B7910DB
AAEL008141,AAEL008141-RA,PER,A0A1S4FIV7,UPI00043BBC37
AAEL008141,AAEL008141-RA,PER,A0A0P6IXR9,UPI00043BBC37
AAEL008141,AAEL008141-RA,PER,Q16ZM1,UPI00043BBC37
AAEL008141,AAEL008141-RC,PER,,UPI000B795F00
AAEL008141,AAEL008141-RB,PER,,UPI000B78FA2B
AAEL008141,AAEL008141-RD,PER,,UPI000B771A64
AAEL007465,AAEL007465-RB,,A0A0P6IWS8,UPI000B794C9D
AAEL007465,AAEL007465-RB,,Q172A6,UPI000B794C9D
AAEL007465,AAEL007465-RC,,,UPI000B794C9D
AAEL007465,AAEL007465-RD,,Q16M45,UPI000B76E667
AAEL014635,AAEL014635-RA,,A0A1S4G2E0,UPI000B793AE4
AAEL014635,AAEL014635-RA,,Q16FU2,UPI000B793AE4
AAEL022923,AAEL022923-RA,,,UPI000B78F180
AAEL010504,AAEL010504-RA,,Q16SS0,UPI0000DAABFA
AAEL010504,AAEL010504-RA,,Q16JK0,UPI0000DAABFA
AAEL002564,AAEL002564-RA,,A0A1S4F243,UPI000B7900E6
AAEL002564,AAEL002564-RA,,Q17HU2,UPI000B7900E6
AAEL010432,AAEL010432-RA,,Q16T01,UPI0000DAABB0
AAEL014684,AAEL014684-RA,CYP6F3,A0A1S4G2H7,UPI000B78802D
AAEL014684,AAEL014684-RA,CYP6F3,A0A3G1T1T7,UPI000B78802D
AAEL014684,AAEL014684-RA,CYP6F3,Q16FQ2,UPI000B78802D
AAEL014684,AAEL014684-RA,CYP6F3,A0A3G1T1V4,UPI000B78802D
AAEL014684,AAEL014684-RA,CYP6F3,Q16FQ1,UPI000B78802D
AAEL010951,AAEL010951-RC,,A0A1S4FRR5,UPI000B77E25C
AAEL010951,AAEL010951-RC,,Q16RI0,UPI000B77E25C
AAEL025360,AAEL025360-RA,,,UPI000B76DD0F
AAEL010004,AAEL010004-RC,,Q16U69,UPI000B798A42
AAEL010004,AAEL010004-RC,,A0A1S4FP00,UPI000B798A42
AAEL010004,AAEL010004-RC,,Q16U68,UPI000B798A42
AAEL010004,AAEL010004-RB,,A0A1S4FNY8,UPI000B772B85
AAEL010004,AAEL010004-RB,,Q16U69,UPI000B772B85
AAEL010004,AAEL010004-RB,,A0A1S4FP00,UPI000B772B85
AAEL006043,AAEL006043-RB,,,UPI000B7888D0
AAEL006043,AAEL006043-RA,,A0A1S4FCG8,UPI00043BA751
AAEL006043,AAEL006043-RA,,Q177S5,UPI00043BA751
AAEL006043,AAEL006043-RA,,A0A0P6K0Q7,UPI00043BA751
AAEL025451,AAEL025451-RA,,Q17F15,UPI000B77BA21
AAEL011073,AAEL011073-RC,Gr19,A0A1S4FSL6,UPI000B77B6BF
AAEL011073,AAEL011073-RC,Gr19,J9HTC8,UPI000B77B6BF
AAEL011073,AAEL011073-RC,Gr19,J9HJ56,UPI000B77B6BF
AAEL011073,AAEL011073-RA,Gr19,Q16R53,UPI0000DAAE1B
AAEL012873,AAEL012873-RA,,A0A1S4FXA3,UPI000B78967B
AAEL012873,AAEL012873-RA,,Q16KU3,UPI000B78967B
AAEL004832,AAEL004832-RC,,,UPI000B7788FA
AAEL004832,AAEL004832-RA,,A0A1S4F8R4,UPI00043BBE44
AAEL004832,AAEL004832-RB,,Q0IFG9,UPI0000E264F7
AAEL022068,AAEL022068-RA,,Q16G50,UPI0000DABB27
AAEL022068,AAEL022068-RA,,A0A1S4FPN1,UPI0000DABB27
AAEL022068,AAEL022068-RA,,Q16TZ1,UPI0000DABB27
AAEL022068,AAEL022068-RA,,A0A1S4G231,UPI0000DABB27
AAEL009154,AAEL009154-RA,,A0A1S4FLG8,UPI000B7983FE
AAEL009154,AAEL009154-RA,,Q0IEN7,UPI000B7983FE
AAEL009154,AAEL009154-RB,,A0A1S4FLG0,UPI000B7730B1
AAEL009154,AAEL009154-RB,,Q0IEN8,UPI000B7730B1
AAEL010409,AAEL010409-RA,Or30,Q16T07,UPI0000DAABAA
AAEL007133,AAEL007133-RA,,Q173I6,UPI0000DA9F54
AAEL000518,AAEL000518-RB,,,UPI000B76C8A1
AAEL006205,AAEL006205-RB,,A0A1S4FCX7,UPI000B7921C9
AAEL006205,AAEL006205-RB,,Q176Z8,UPI000B7921C9
AAEL006205,AAEL006205-RB,,Q176Z9,UPI000B7921C9
AAEL018080,AAEL018080-RB,,,UPI000B77B107
AAEL010451,AAEL010451-RA,,A0A1S4FQS2,UPI000B795129
AAEL010451,AAEL010451-RA,,Q16SX7,UPI000B795129
AAEL020038,AAEL020038-RA,,,UPI000B797553
AAEL002612,AAEL002612-RA,,A0A1S4F293,UPI000B775E33
AAEL007576,AAEL007576-RA,,Q171P2,UPI0000DAA105
AAEL000749,AAEL000749-RA,,Q1HRV2,UPI0000D76D97
AAEL000749,AAEL000749-RA,,Q8T9T7,UPI0000D76D97
AAEL003412,AAEL003412-RB,,Q17FD5,UPI000B76E5D2
AAEL024065,AAEL024065-RA,,Q173V2,UPI0000000B5F
AAEL009946,AAEL009946-RA,,A0A1S4FP86,UPI000B771A37
AAEL009946,AAEL009946-RA,,Q1HR07,UPI000B771A37
AAEL009946,AAEL009946-RA,,Q16UC8,UPI000B771A37
AAEL009946,AAEL009946-RA,,Q16KF3,UPI000B771A37
AAEL010139,AAEL010139-RA,,Q16TT2,UPI0000DAAAA6
AAEL011599,AAEL011599-RA,,A0A1S4FU64,UPI00043B9E28
AAEL011599,AAEL011599-RA,,Q16PL7,UPI00043B9E28
AAEL003013,AAEL003013-RA,,Q17GI1,UPI0000DA909B
AAEL003013,AAEL003013-RA,,S4SCR9,UPI0000DA909B
AAEL012739,AAEL012739-RA,,Q16L74,UPI0000DAB488
AAEL011217,AAEL011217-RA,,Q175Q8,UPI0000DA9D2C
AAEL011217,AAEL011217-RA,,Q16QQ4,UPI0000DA9D2C
AAEL024367,AAEL024367-RA,,,UPI000B782D3E
AAEL024367,AAEL024367-RB,,Q170B1,UPI000B792E74
AAEL024367,AAEL024367-RC,,,UPI000B782D3E
AAEL024367,AAEL024367-RD,,,UPI000B782D3E
AAEL026306,AAEL026306-RA,,A0A1S4G6X4,UPI00043B94AA
AAEL026093,AAEL026093-RA,,,UPI000B780AF9
AAEL026093,AAEL026093-RB,,,UPI000B795F71
AAEL007511,AAEL007511-RB,,A0A1S4FH02,UPI000B7945D4
AAEL007511,AAEL007511-RB,,Q171W0,UPI000B7945D4
AAEL022352,AAEL022352-RA,,Q0IGD9,UPI000B77B4D9
AAEL007453,AAEL007453-RA,,Q172C0,UPI0000DAA086
AAEL007632,AAEL007632-RD,,Q171I9,UPI0000DAA139
AAEL007632,AAEL007632-RD,,Q16RD1,UPI0000DAA139
AAEL007632,AAEL007632-RE,,Q171I9,UPI0000DAA139
AAEL007632,AAEL007632-RC,,Q171I9,UPI0000DAA139
AAEL007632,AAEL007632-RF,,Q171I9,UPI0000DAA139
AAEL007632,AAEL007632-RB,,Q171I9,UPI0000DAA139
AAEL007632,AAEL007632-RA,,Q171I9,UPI0000DAA139
AAEL011385,AAEL011385-RB,,Q16Q75,UPI000B77A7BB
AAEL020959,AAEL020959-RA,,,UPI000B78347A
AAEL020753,AAEL020753-RA,,,UPI000B790741
AAEL002999,AAEL002999-RA,,A0A1S4F3C3,UPI000B786BEE
AAEL002999,AAEL002999-RB,,A0A1S4F3C3,UPI000B786BEE
AAEL002999,AAEL002999-RC,,A0A1S4F3C3,UPI000B786BEE
AAEL002999,AAEL002999-RC,,Q17GF6,UPI000B786BEE
AAEL002999,AAEL002999-RC,,Q17GF7,UPI000B786BEE
AAEL002999,AAEL002999-RC,,A0A0P6K101,UPI000B786BEE
AAEL011428,AAEL011428-RA,,Q0IEB8,UPI0000E26319
AAEL009895,AAEL009895-RB,,A0A1S4FNM5,UPI0006453676
AAEL009895,AAEL009895-RC,,,UPI000B785983
AAEL009895,AAEL009895-RD,,,UPI000B785983
AAEL009895,AAEL009895-RE,,A0A1S4FNM5,UPI0006453676
AAEL009895,AAEL009895-RE,,Q16UJ2,UPI0006453676
AAEL009895,AAEL009895-RF,,A0A1S4FNM5,UPI0006453676
AAEL009895,AAEL009895-RG,,A0A1S4FNM5,UPI0006453676
AAEL009895,AAEL009895-RH,,,UPI000B785983
AAEL009895,AAEL009895-RI,,A0A1S4FNM5,UPI0006453676
AAEL009895,AAEL009895-RJ,,A0A1S4FNM5,UPI0006453676
AAEL002815,AAEL002815-RA,,Q17H62,UPI0000DA8FBA
AAEL019613,AAEL019613-RA,,,UPI000B78A85B
AAEL014924,AAEL014924-RC,,A0A1S4F322,UPI0003936379
AAEL014924,AAEL014924-RC,,Q16F24,UPI0003936379
AAEL014924,AAEL014924-RC,,Q17GV0,UPI0003936379
AAEL026962,AAEL026962-RA,,Q16JA3,UPI000B788B1B
AAEL001654,AAEL001654-RA,,Q17KJ6,UPI0000DA8B3E
AAEL000646,AAEL000646-RA,,Q17NN9,UPI000B772F9E
AAEL000646,AAEL000646-RA,,A0A1S4EWJ9,UPI000B772F9E
AAEL022595,AAEL022595-RA,,Q16IF3,UPI000B770D91
AAEL022595,AAEL022595-RA,,Q16ZS1,UPI000B770D91
AAEL004817,AAEL004817-RB,,,UPI000B781F0A
AAEL004817,AAEL004817-RC,,Q17BV1,UPI000B781F0A
AAEL021835,AAEL021835-RA,,A0A1S4G6K8,UPI000B788FF2
AAEL021835,AAEL021835-RA,,J9E9M4,UPI000B788FF2
AAEL008931,AAEL008931-RA,Kir2B,Q16XB9,UPI0000DAA600
AAEL008931,AAEL008931-RA,Kir2B,L0EQ40,UPI0000DAA600
AAEL008931,AAEL008931-RA,Kir2B,Q16JD0,UPI0000DAA600
AAEL010397,AAEL010397-RD,,Q16T39,UPI0000DAAB8A
AAEL010397,AAEL010397-RE,,Q16T39,UPI0000DAAB8A
AAEL010397,AAEL010397-RF,,Q16T39,UPI0000DAAB8A
AAEL010397,AAEL010397-RG,,Q16T39,UPI0000DAAB8A
AAEL014371,AAEL014371-RB,,A0A1S4FK48,UPI000B796FD3
AAEL014371,AAEL014371-RB,,Q16GI1,UPI000B796FD3
AAEL014371,AAEL014371-RB,,Q16YF6,UPI000B796FD3
AAEL027771,AAEL027771-RA,,A0A0N8ERX8,UPI0006EC408B
AAEL027879,AAEL027879-RA,,,UPI000B78B4C0
AAEL027879,AAEL027879-RB,,,UPI000B7785E9
AAEL027879,AAEL027879-RC,,,UPI000B78B4C0
AAEL027879,AAEL027879-RD,,,UPI000B773B1D
AAEL027879,AAEL027879-RE,,,UPI000B78B4C0
AAEL027879,AAEL027879-RF,,,UPI000B7837B2
AAEL027879,AAEL027879-RG,,Q16HP4,UPI000B7929A5
AAEL027879,AAEL027879-RH,,,UPI000B78B4C0
AAEL027879,AAEL027879-RI,,,UPI000B78B4C0
AAEL027879,AAEL027879-RJ,,,UPI000B78B4C0
AAEL027879,AAEL027879-RK,,,UPI000B78B4C0
AAEL027879,AAEL027879-RL,,,UPI000B7785E9
AAEL027879,AAEL027879-RM,,,UPI000B7785E9
AAEL027879,AAEL027879-RN,,,UPI000B78B4C0
AAEL014282,AAEL014282-RA,,Q16GS1,UPI0000DABA52
AAEL018298,AAEL018298-RB,,,UPI000B7708F2
AAEL018298,AAEL018298-RC,,,UPI000B7708F2
AAEL018298,AAEL018298-RD,,Q17FT5,UPI000B777C5C
AAEL018298,AAEL018298-RE,,,UPI000B7708F2
AAEL018298,AAEL018298-RF,,,UPI000B7708F2
AAEL018298,AAEL018298-RG,,,UPI000B7708F2
AAEL018298,AAEL018298-RH,,,UPI000B7708F2
AAEL018298,AAEL018298-RI,,,UPI000B7708F2
AAEL018298,AAEL018298-RJ,,,UPI000B7708F2
AAEL018298,AAEL018298-RK,,A0A1S4G806,UPI000B7708F2
AAEL018298,AAEL018298-RK,,Q17FT6,UPI000B7708F2
AAEL014089,AAEL014089-RB,,,UPI000B796F35
AAEL014089,AAEL014089-RC,,Q16HB2,UPI000B78AB1B
AAEL014089,AAEL014089-RC,,A0A1S4G1B6,UPI000B78AB1B
AAEL012996,AAEL012996-RB,,,UPI000B779C7C
AAEL012996,AAEL012996-RA,,Q1HQJ5,UPI0000D76F54
AAEL002524,AAEL002524-RA,CTL24,A0A1S4F1Z7,UPI000B7732FA
AAEL002524,AAEL002524-RA,CTL24,Q17HX7,UPI000B7732FA
AAEL017320,AAEL017320-RA,,A0A1S4G5Z6,UPI000B79435B
AAEL017320,AAEL017320-RA,,D2WKE0,UPI000B79435B
AAEL023663,AAEL023663-RA,,,UPI000B777EDD
AAEL020574,AAEL020574-RA,,,UPI000B77D881
AAEL004450,AAEL004450-RB,,Q17CQ7,UPI0000DA9567
AAEL004450,AAEL004450-RA,,Q17CQ6,UPI0000DA9568
