"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"A0A182GE86","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GHU9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG010187","Uncharacterized protein.",NA,NA,NA,NA,"WWE domain",NA,"HECT,WWE","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIN2","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GK16","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG011270","CPSF_A domain-containing protein.",NA,NA,NA,NA,"Mono-functional DNA-alkylating methyl methanesulfonate N-term","CPSF1","CPSF_A,MMS1_N","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMD7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG012454","RRM domain-containing protein.",NA,NA,NA,NA,"RNA recognition motif","CPSF6","RRM_1","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GTQ3","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG015609","SANT domain-containing protein.",NA,NA,NA,NA,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains","gei-8","GPS2_interact,Myb_DNA-binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GUV4","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GY18","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG017904","Uncharacterized protein.",NA,NA,NA,NA,"double strand RNA binding domain from DEAD END PROTEIN 1","SON","DND1_DSRM,G-patch,RSRP,dsrm","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H615","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"MED19","Mediator of RNA polymerase II transcription subunit 19; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8T1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005654","Nucleoplasm",14,384,0.63,0.49,0.0059,"RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2Q1","Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]",NA,NA,NA,NA,"Pre-mrna cleavage factor im, 25kD subunit","NUDT21","NUDIX_2","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIN2","Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GK16","Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"RP20_CCG011270","CPSF_A domain-containing protein.",NA,NA,NA,NA,"Mono-functional DNA-alkylating methyl methanesulfonate N-term","CPSF1","CPSF_A,MMS1_N","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMD7","Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"RP20_CCG012454","RRM domain-containing protein.",NA,NA,NA,NA,"RNA recognition motif","CPSF6","RRM_1","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDC1","Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.",NA,NA,NA,NA,"Polymerase","hrg","NTP_transf_2,PAP_RNA-bind,PAP_central","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2Q1","Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]",NA,NA,NA,NA,"Pre-mrna cleavage factor im, 25kD subunit","NUDT21","NUDIX_2","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIN2","Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GK16","Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"RP20_CCG011270","CPSF_A domain-containing protein.",NA,NA,NA,NA,"Mono-functional DNA-alkylating methyl methanesulfonate N-term","CPSF1","CPSF_A,MMS1_N","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMD7","Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"RP20_CCG012454","RRM domain-containing protein.",NA,NA,NA,NA,"RNA recognition motif","CPSF6","RRM_1","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDC1","Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.",NA,NA,NA,NA,"Polymerase","hrg","NTP_transf_2,PAP_RNA-bind,PAP_central","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A023EK43","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG011742","Ferritin; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Belongs to the ferritin family.","Ferritin","Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation","intracellular iron ion homeostasis; iron ion transport","ferric iron binding; ferrous iron binding; ferroxidase activity","Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation","Fer2LCH","Ferritin","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2A3","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG001269","Uncharacterized protein.",NA,NA,NA,NA,"Fibronectin type 3 domain","NCAM2","I-set,Ig_3,fn3","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2L9","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG001505","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G4R2","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG002897","Glutathione synthetase.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G4S8","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG002937","Exocyst complex component; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.",NA,NA,NA,NA,"Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane","EXOC6","Sec15","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G786","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG004462","RING-CH-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G8P0","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG005275","Integrase catalytic domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G9G7","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG005741","Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.",NA,NA,NA,NA,"Protein kinase c",NA,"C1_1,C2,Pkinase,Pkinase_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GDP6","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG008130","Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.",NA,NA,NA,NA,"Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan","GYS2","Glycogen_syn","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GE86","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIH3","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG010480","Uncharacterized protein.",NA,NA,NA,NA,"Adiponectin receptor","ADIPOR2","HlyIII","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GKR1","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG011607","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GL59","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG011816","Integrase catalytic domain-containing protein.",NA,NA,NA,NA,"transposition, RNA-mediated",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLJ0","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,NA,"Nuclear hormone receptor ftz-f1 beta","Hr39","Hormone_recep,zf-C4","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMX7","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG012705","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GP53","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GPT4","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG013590","Glutathione synthetase.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GUV4","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GV54","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG016301","HMG box domain-containing protein.",NA,NA,NA,NA,"SOX transcription factor","SOX2","HMG_box,SOXp","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H3V6","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG021176","Uncharacterized protein.",NA,NA,NA,NA,"Pao retrotransposon peptidase",NA,"DUF1759,Peptidase_A17,rve","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H443","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG021323","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H4G7","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.",NA,NA,NA,NA,"MreB/Mbl protein","HSPA5","HSP70","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H540","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H6W8","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8T1","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8W0","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG024306","AB hydrolase-1 domain-containing protein.",NA,NA,NA,NA,"Serine aminopeptidase, S33",NA,"Abhydrolase_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9E6","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG024628","DUF5641 domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAA9","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC86","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,NA,"helix loop helix domain","MYC","HLH,Myc-LZ,Myc_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE06","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG018728","Uncharacterized protein.","Actin-binding cytoskeleton protein filamin",NA,NA,NA,"Filamin-type immunoglobulin domains","cher","CH,Filamin","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEJ7","Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"RP20_CCG027949","PAS domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2A3","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG001269","Uncharacterized protein.",NA,NA,NA,NA,"Fibronectin type 3 domain","NCAM2","I-set,Ig_3,fn3","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G786","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG004462","RING-CH-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G9G7","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG005741","Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.",NA,NA,NA,NA,"Protein kinase c",NA,"C1_1,C2,Pkinase,Pkinase_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GDP6","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG008130","Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.",NA,NA,NA,NA,"Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan","GYS2","Glycogen_syn","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GE86","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIH3","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG010480","Uncharacterized protein.",NA,NA,NA,NA,"Adiponectin receptor","ADIPOR2","HlyIII","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLJ0","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,NA,"Nuclear hormone receptor ftz-f1 beta","Hr39","Hormone_recep,zf-C4","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GP53","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GUV4","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H4G7","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.",NA,NA,NA,NA,"MreB/Mbl protein","HSPA5","HSP70","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H540","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H6W8","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8T1","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAA9","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC86","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,NA,"helix loop helix domain","MYC","HLH,Myc-LZ,Myc_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE06","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG018728","Uncharacterized protein.","Actin-binding cytoskeleton protein filamin",NA,NA,NA,"Filamin-type immunoglobulin domains","cher","CH,Filamin","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEJ7","Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"RP20_CCG027949","PAS domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G2Q1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005849","mRNA cleavage factor complex",4,14,1.52,0.59,0.007,"RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]",NA,NA,NA,NA,"Pre-mrna cleavage factor im, 25kD subunit","NUDT21","NUDIX_2","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GIN2","Aedes albopictus","aal-mir-4728-5p","GOCC:0005849","mRNA cleavage factor complex",4,14,1.52,0.59,0.007,"RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
