"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus","aal-miR-622",5.11e-07,22,1290,4.04116908,"GO:1901265 nucleoside phosphate binding","http://amigo.geneontology.org/amigo/term/GO:1901265","CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-622",1.25e-06,22,1377,3.78584467,"GO:0036094 small molecule binding","http://amigo.geneontology.org/amigo/term/GO:0036094","CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-622",1.18e-05,19,1242,3.62498368,"GO:0097367 carbohydrate derivative binding","http://amigo.geneontology.org/amigo/term/GO:0097367","CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-622",2.23e-05,32,3353,2.26146815,"GO:0043167 ion binding","http://amigo.geneontology.org/amigo/term/GO:0043167","CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 RP20_CCG006265 CCG007520.1 CCG007750.2 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 RP20_CCG017609.3 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG021458.1 RP20_CCG023558 RP20_CCG026317 CCG027115.1 RP20_CCG028366","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-622",0.01137485,18,1992,2.14119993,"GO:0016787 hydrolase activity","http://amigo.geneontology.org/amigo/term/GO:0016787","CCG001475.1 RP20_CCG003693 RP20_CCG004593 RP20_CCG005473 RP20_CCG006265 RP20_CCG007686 CCG007937.2 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008969.2 RP20_CCG011302 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG020002.2 RP20_CCG021374 CCG025948.4","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-622",0.00026312,36,4537,1.88021612,"GO:0003824 catalytic activity","http://amigo.geneontology.org/amigo/term/GO:0003824","CCG001475.1 CCG001602.1 CCG002759.1 RP20_CCG003693 CCG003755.1 RP20_CCG004593 RP20_CCG005473 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 CCG007520.1 RP20_CCG007686 CCG007750.2 CCG007937.2 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG011302 CCG011885.1 CCG012626.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 RP20_CCG017609.3 CCG020002.2 RP20_CCG020334 RP20_CCG021374 RP20_CCG023558 CCG025948.4 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.04247959,2,18,48.7083333,"GO:0016459 myosin complex","http://amigo.geneontology.org/amigo/term/GO:0016459","RP20_CCG004459.2 RP20_CCG023696","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.02775013,1,5,87.675,"Path:aalb00240 Pyrimidine metabolism","http://www.genome.jp/kegg-bin/show_pathway?aalb00240","RP20_CCG013775","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.02775013,1,6,73.0625,"Path:aalb00230 Purine metabolism","http://www.genome.jp/kegg-bin/show_pathway?aalb00230","RP20_CCG013775","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.02775013,1,6,73.0625,"Path:aalb01232 Nucleotide metabolism","http://www.genome.jp/kegg-bin/show_pathway?aalb01232","RP20_CCG013775","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.02775013,1,7,62.625,"Path:aalb03250 Viral life cycle-HIV-1","http://www.genome.jp/kegg-bin/show_pathway?aalb03250","RP20_CCG004523","KEGG","immune","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.04444646,1,17,25.7867647,"Path:aalb04144 Endocytosis","http://www.genome.jp/kegg-bin/show_pathway?aalb04144","RP20_CCG004523","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-970-3p",0.02775013,2,95,9.22894737,"Path:aalb01100 Metabolic pathways","http://www.genome.jp/kegg-bin/show_pathway?aalb01100","RP20_CCG013775 CCG012626.1","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,2,4,194.833333,"GO:0072583 clathrin-dependent endocytosis","http://amigo.geneontology.org/amigo/term/GO:0072583","CCG007727.1 RP20_CCG010796","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,2,4,194.833333,"GO:0006898 receptor-mediated endocytosis","http://amigo.geneontology.org/amigo/term/GO:0006898","CCG007727.1 RP20_CCG010796","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00205224,2,6,129.888889,"GO:0043545 molybdopterin cofactor metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0043545","RP20_CCG015866 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00205224,2,6,129.888889,"GO:0051189 prosthetic group metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0051189","RP20_CCG015866 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00205224,2,6,129.888889,"GO:0006777 Mo-molybdopterin cofactor biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0006777","RP20_CCG015866 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00205224,2,6,129.888889,"GO:0019720 Mo-molybdopterin cofactor metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0019720","RP20_CCG015866 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,5,136,14.3259804,"GO:0006886 intracellular protein transport","http://amigo.geneontology.org/amigo/term/GO:0006886","CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,5,153,12.7342048,"GO:0034613 cellular protein localization","http://amigo.geneontology.org/amigo/term/GO:0034613","CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,5,154,12.6515152,"GO:0070727 cellular macromolecule localization","http://amigo.geneontology.org/amigo/term/GO:0070727","CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,6,250,9.352,"GO:0046907 intracellular transport","http://amigo.geneontology.org/amigo/term/GO:0046907","CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00205224,6,274,8.53284672,"GO:0051649 establishment of localization in cell","http://amigo.geneontology.org/amigo/term/GO:0051649","CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00213032,6,302,7.74172185,"GO:0051641 cellular localization","http://amigo.geneontology.org/amigo/term/GO:0051641","CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00213032,6,302,7.74172185,"GO:0071705 nitrogen compound transport","http://amigo.geneontology.org/amigo/term/GO:0071705","CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG009367 RP20_CCG010796 CCG026170.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00463506,6,357,6.54901961,"GO:0043043 peptide biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0043043","CCG002018.1 RP20_CCG010133 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00507076,6,374,6.2513369,"GO:0043604 amide biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0043604","CCG002018.1 RP20_CCG010133 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00178927,9,653,5.37059724,"GO:1901566 organonitrogen compound biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:1901566","CCG002018.1 RP20_CCG010133 CCG012626.1 RP20_CCG015866 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00179623,12,1250,3.7408,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","CCG002018.1 RP20_CCG003693 CCG004698.1 CCG007937.2 RP20_CCG010133 RP20_CCG015866 RP20_CCG017609.3 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026317 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00433891,13,1707,2.96758446,"GO:1901576 organic substance biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:1901576","RP20_CCG001034 CCG002018.1 RP20_CCG004562 RP20_CCG010133 CCG012626.1 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00463506,13,1739,2.91297681,"GO:0009058 biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009058","RP20_CCG001034 CCG002018.1 RP20_CCG004562 RP20_CCG010133 CCG012626.1 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00494184,15,2264,2.58171378,"GO:1901564 organonitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901564","CCG002018.1 RP20_CCG003693 CCG004698.1 CCG007937.2 RP20_CCG010133 CCG012626.1 RP20_CCG015866 RP20_CCG017609.3 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 RP20_CCG026400.2 CCG027011.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00047256,2,3,259.777778,"GO:0030122 AP-2 adaptor complex","http://amigo.geneontology.org/amigo/term/GO:0030122","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00053918,2,4,194.833333,"GO:0030128 clathrin coat of endocytic vesicle","http://amigo.geneontology.org/amigo/term/GO:0030128","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00053918,2,4,194.833333,"GO:0030669 clathrin-coated endocytic vesicle membrane","http://amigo.geneontology.org/amigo/term/GO:0030669","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00053918,2,4,194.833333,"GO:0045334 clathrin-coated endocytic vesicle","http://amigo.geneontology.org/amigo/term/GO:0045334","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.0006978,2,5,155.866667,"GO:0030132 clathrin coat of coated pit","http://amigo.geneontology.org/amigo/term/GO:0030132","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.0006978,2,5,155.866667,"GO:0030666 endocytic vesicle membrane","http://amigo.geneontology.org/amigo/term/GO:0030666","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00094049,2,6,129.888889,"GO:0030139 endocytic vesicle","http://amigo.geneontology.org/amigo/term/GO:0030139","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00148147,2,8,97.4166667,"GO:0030125 clathrin vesicle coat","http://amigo.geneontology.org/amigo/term/GO:0030125","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00160438,2,9,86.5925926,"GO:0005905 clathrin-coated pit","http://amigo.geneontology.org/amigo/term/GO:0005905","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00160438,2,9,86.5925926,"GO:0030665 clathrin-coated vesicle membrane","http://amigo.geneontology.org/amigo/term/GO:0030665","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00186872,2,10,77.9333333,"GO:0030131 clathrin adaptor complex","http://amigo.geneontology.org/amigo/term/GO:0030131","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00213774,2,11,70.8484848,"GO:0030136 clathrin-coated vesicle","http://amigo.geneontology.org/amigo/term/GO:0030136","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00268606,2,13,59.9487179,"GO:0030118 clathrin coat","http://amigo.geneontology.org/amigo/term/GO:0030118","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00268606,2,13,59.9487179,"GO:0030119 AP-type membrane coat adaptor complex","http://amigo.geneontology.org/amigo/term/GO:0030119","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00552435,2,19,41.0175439,"GO:0030120 vesicle coat","http://amigo.geneontology.org/amigo/term/GO:0030120","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00700156,2,24,32.4722222,"GO:0030662 coated vesicle membrane","http://amigo.geneontology.org/amigo/term/GO:0030662","CCG007727.1 RP20_CCG010796","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00148147,3,43,27.1860465,"GO:0098797 plasma membrane protein complex","http://amigo.geneontology.org/amigo/term/GO:0098797","CCG007727.1 RP20_CCG010796 CCG024898.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00018515,13,1170,4.32962963,"GO:0032991 protein-containing complex","http://amigo.geneontology.org/amigo/term/GO:0032991","RP20_CCG002846 RP20_CCG004459.2 CCG007727.1 CCG008116.1 RP20_CCG010796 RP20_CCG015866 CCG017793.1 RP20_CCG019400 RP20_CCG024828.2 CCG024898.1 CCG026170.1 RP20_CCG026317 CCG027011.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00010393,16,1599,3.89910361,"GO:0005737 cytoplasm","http://amigo.geneontology.org/amigo/term/GO:0005737","CCG002018.1 CCG003235.1 CCG004387.1 RP20_CCG004459.2 CCG007727.1 RP20_CCG009367 RP20_CCG010133 RP20_CCG010796 RP20_CCG013836.3 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 CCG026170.1 CCG027011.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00018515,23,3623,2.47373263,"GO:0005622 intracellular anatomical structure","http://amigo.geneontology.org/amigo/term/GO:0005622","RP20_CCG001034 CCG002018.1 RP20_CCG002219 RP20_CCG002846 CCG003235.1 CCG004387.1 RP20_CCG004459.2 RP20_CCG004562 CCG007727.1 CCG008116.1 RP20_CCG009367 RP20_CCG010133 RP20_CCG010796 RP20_CCG013836.3 RP20_CCG015866 RP20_CCG017609.3 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 CCG026170.1 RP20_CCG026317 CCG027011.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00135759,2,4,194.833333,"GO:0035615 clathrin adaptor activity","http://amigo.geneontology.org/amigo/term/GO:0035615","CCG007727.1 RP20_CCG010796","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00135759,2,4,194.833333,"GO:0140312 cargo adaptor activity","http://amigo.geneontology.org/amigo/term/GO:0140312","CCG007727.1 RP20_CCG010796","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00503528,2,8,97.4166667,"GO:0016783 sulfurtransferase activity","http://amigo.geneontology.org/amigo/term/GO:0016783","RP20_CCG015866 CCG027011.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00703024,2,11,70.8484848,"GO:0030276 clathrin binding","http://amigo.geneontology.org/amigo/term/GO:0030276","CCG007727.1 RP20_CCG010796","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00135759,3,19,61.5263158,"GO:0030674 protein-macromolecule adaptor activity","http://amigo.geneontology.org/amigo/term/GO:0030674","CCG003235.1 CCG007727.1 RP20_CCG010796","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00135759,3,23,50.826087,"GO:0060090 molecular adaptor activity","http://amigo.geneontology.org/amigo/term/GO:0060090","CCG003235.1 CCG007727.1 RP20_CCG010796","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.02577042,2,36,21.6481481,"GO:0016782 transferase activity transferring sulphur-containing groups","http://amigo.geneontology.org/amigo/term/GO:0016782","RP20_CCG015866 CCG027011.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,4,206,7.56634304,"GO:0005525 GTP binding","http://amigo.geneontology.org/amigo/term/GO:0005525","CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,4,210,7.42222222,"GO:0019001 guanyl nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0019001","CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,4,210,7.42222222,"GO:0032561 guanyl ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032561","CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00703024,11,1281,3.34608379,"GO:0043168 anion binding","http://amigo.geneontology.org/amigo/term/GO:0043168","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,9,1087,3.22631095,"GO:0035639 purine ribonucleoside triphosphate binding","http://amigo.geneontology.org/amigo/term/GO:0035639","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,9,1095,3.20273973,"GO:0032555 purine ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032555","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,9,1098,3.19398907,"GO:0017076 purine nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0017076","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
