"uniprot_id","species","mirna_expression","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q170K9","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"AAEL007890",NA,NA,NA,"cell development",NA,"Immunoglobulin C-2 Type",NA,"Ig_3",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q171J8","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q171K9","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"TOLL5A",NA,NA,NA,"signal transduction","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine Rich Repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q17DL2","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q17G69","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q17G70","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"AAEL003167",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q17HA9","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"AAEL002754",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q17NJ1","Aedes aegypti","up-regulated","GO:0071944","Cell periphery",94,2296,0.2,0.5,0.00023,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Cell periphery"
"Q0IE98","Aedes aegypti","up-regulated","GO:0001754","Eye photoreceptor cell differentiation",19,205,0.56,0.69,0.00023,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Eye photoreceptor cell
differentiation"
"Q0IE99","Aedes aegypti","up-regulated","GO:0001754","Eye photoreceptor cell differentiation",19,205,0.56,0.69,0.00023,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Eye photoreceptor cell
differentiation"
"Q0IE98","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q170K8","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q171J8","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q17DL2","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q17G69","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q17HA9","Aedes aegypti","up-regulated","GO:0048569","Post-embryonic animal organ development",31,473,0.41,0.61,0.00023,"AAEL002754",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.63827216398241,"Post-embryonic animal organ
development"
"Q16I88","Aedes aegypti","up-regulated","GO:0000904","Cell morphogenesis involved in differentiation",32,500,0.4,0.6,0.00026,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Cell morphogenesis involved in
differentiation"
"Q170K8","Aedes aegypti","up-regulated","GO:0000904","Cell morphogenesis involved in differentiation",32,500,0.4,0.6,0.00026,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Cell morphogenesis involved in
differentiation"
"Q17HG6","Aedes aegypti","up-regulated","GO:0000904","Cell morphogenesis involved in differentiation",32,500,0.4,0.6,0.00026,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Cell morphogenesis involved in
differentiation"
"Q17MT6","Aedes aegypti","up-regulated","GO:0000904","Cell morphogenesis involved in differentiation",32,500,0.4,0.6,0.00026,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Cell morphogenesis involved in
differentiation"
"Q0IE98","Aedes aegypti","up-regulated","GO:0060322","Head development",17,169,0.59,0.7,0.00026,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Head development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0060322","Head development",17,169,0.59,0.7,0.00026,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.58502665202918,"Head development"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007417","Central nervous system development",24,314,0.48,0.64,0.00027,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.56863623584101,"Central nervous system
development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007417","Central nervous system development",24,314,0.48,0.64,0.00027,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.56863623584101,"Central nervous system
development"
"Q17MT6","Aedes aegypti","up-regulated","GO:0007417","Central nervous system development",24,314,0.48,0.64,0.00027,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.56863623584101,"Central nervous system
development"
"Q0IE98","Aedes aegypti","up-regulated","GO:0035556","Intracellular signal transduction",31,477,0.41,0.6,0.00027,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.56863623584101,"Intracellular signal
transduction"
"Q0IE99","Aedes aegypti","up-regulated","GO:0035556","Intracellular signal transduction",31,477,0.41,0.6,0.00027,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.56863623584101,"Intracellular signal
transduction"
"Q171J8","Aedes aegypti","up-regulated","GO:0048638","Regulation of developmental growth",21,251,0.51,0.66,0.00029,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.53760200210104,"Regulation of developmental
growth"
"Q171J8","Aedes aegypti","up-regulated","GO:0007507","Heart development",14,118,0.67,0.72,0.00032,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.49485002168009,"Heart development"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q16GL8","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q171J8","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q171K9","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"TOLL5A",NA,NA,NA,"signal transduction","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine Rich Repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q17NJ1","Aedes aegypti","up-regulated","GO:0007154","Cell communication",71,1609,0.24,0.5,0.00034,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.46852108295774,"Cell communication"
"Q0IE98","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q170K8","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q17DL2","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q17G69","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q17NJ1","Aedes aegypti","up-regulated","GO:0060429","Epithelium development",49,964,0.3,0.54,0.00036,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.44369749923271,"Epithelium development"
"Q16I88","Aedes aegypti","up-regulated","GO:0007409","Axonogenesis",26,367,0.44,0.61,0.00037,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Axonogenesis"
"Q170K8","Aedes aegypti","up-regulated","GO:0007409","Axonogenesis",26,367,0.44,0.61,0.00037,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Axonogenesis"
"Q17HG6","Aedes aegypti","up-regulated","GO:0007409","Axonogenesis",26,367,0.44,0.61,0.00037,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Axonogenesis"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007420","Brain development",16,156,0.6,0.68,0.00037,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Brain development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007420","Brain development",16,156,0.6,0.68,0.00037,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Brain development"
"Q17DL2","Aedes aegypti","up-regulated","GO:0042059","Negative regulation of epidermal growth factor receptor signaling pathway",8,33,0.98,0.81,0.00037,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Negative regulation of
epidermal growth factor
receptor signaling pathway"
"Q17G69","Aedes aegypti","up-regulated","GO:0042059","Negative regulation of epidermal growth factor receptor signaling pathway",8,33,0.98,0.81,0.00037,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Negative regulation of
epidermal growth factor
receptor signaling pathway"
"Q171J8","Aedes aegypti","up-regulated","GO:0040008","Regulation of growth",25,344,0.45,0.61,0.00037,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.43179827593301,"Regulation of growth"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
"Q170K8","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
"Q17DL2","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
"Q17G69","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
"Q17MT6","Aedes aegypti","up-regulated","GO:0007552","Metamorphosis",32,516,0.38,0.57,0.00041,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.38721614328026,"Metamorphosis"
