#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
UPI0007D4461E	7159.AAEL001472-PA	2.98e-293	798	"COG5050@1|root,KOG2877@2759|Eukaryota,38FVW@33154|Opisthokonta,3BAJA@33208|Metazoa,3CVDD@33213|Bilateria,41WKT@6656|Arthropoda,3SG0Q@50557|Insecta,458KJ@7147|Diptera,45C7Y@7148|Nematocera"	33208|Metazoa	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	EPT1	"GO:0003674,GO:0003824,GO:0004307,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006644,GO:0006646,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046337,GO:0046474,GO:0046486,GO:0071704,GO:0090407,GO:0098827,GO:1901576"	2.7.8.1	ko:K00993	"ko00440,ko00564,ko00565,ko01100,ko01110,map00440,map00564,map00565,map01100,map01110"	M00092	"R02057,R04920,R06364,R07384"	"RC00002,RC00017,RC02894"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	CDP-OH_P_transf
tr|A0A182GV54|A0A182GV54_AEDAL	7159.AAEL000584-PA	5.29e-190	537	"KOG0527@1|root,KOG0527@2759|Eukaryota,3931A@33154|Opisthokonta,3B9QG@33208|Metazoa,3D0C7@33213|Bilateria,41X6Z@6656|Arthropoda,3SGP5@50557|Insecta,44XKG@7147|Diptera,45HIV@7148|Nematocera"	33208|Metazoa	K	SOX transcription factor	SOX2	"GO:0000003,GO:0000122,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001101,GO:0001503,GO:0001649,GO:0001654,GO:0001704,GO:0001706,GO:0001708,GO:0001709,GO:0001711,GO:0001714,GO:0001763,GO:0001932,GO:0001934,GO:0002009,GO:0002052,GO:0002088,GO:0002089,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003006,GO:0003008,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0003705,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006325,GO:0006355,GO:0006357,GO:0006928,GO:0006935,GO:0006950,GO:0006996,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007369,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007423,GO:0007492,GO:0007548,GO:0007591,GO:0007600,GO:0007605,GO:0008052,GO:0008134,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008285,GO:0008363,GO:0008593,GO:0009581,GO:0009582,GO:0009605,GO:0009611,GO:0009612,GO:0009628,GO:0009653,GO:0009790,GO:0009791,GO:0009880,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010001,GO:0010033,GO:0010160,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010721,GO:0010941,GO:0016043,GO:0016360,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019827,GO:0021536,GO:0021537,GO:0021538,GO:0021543,GO:0021781,GO:0021872,GO:0021879,GO:0021953,GO:0021982,GO:0021983,GO:0021984,GO:0021987,GO:0022008,GO:0022402,GO:0022407,GO:0022409,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030030,GO:0030111,GO:0030154,GO:0030155,GO:0030162,GO:0030178,GO:0030182,GO:0030278,GO:0030279,GO:0030323,GO:0030324,GO:0030539,GO:0030856,GO:0030858,GO:0030900,GO:0030910,GO:0031099,GO:0031101,GO:0031128,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031490,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032526,GO:0032989,GO:0032990,GO:0032991,GO:0033993,GO:0034097,GO:0035017,GO:0035019,GO:0035198,GO:0035239,GO:0035270,GO:0035282,GO:0035293,GO:0035295,GO:0035987,GO:0040003,GO:0040007,GO:0040011,GO:0042060,GO:0042063,GO:0042127,GO:0042221,GO:0042246,GO:0042303,GO:0042325,GO:0042327,GO:0042330,GO:0042335,GO:0042337,GO:0042440,GO:0042471,GO:0042472,GO:0042490,GO:0042981,GO:0043010,GO:0043067,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043281,GO:0043408,GO:0043410,GO:0043565,GO:0043583,GO:0043584,GO:0043586,GO:0044093,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044798,GO:0045165,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045667,GO:0045668,GO:0045747,GO:0045785,GO:0045786,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046148,GO:0046661,GO:0046982,GO:0046983,GO:0048286,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048568,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048592,GO:0048593,GO:0048598,GO:0048608,GO:0048645,GO:0048646,GO:0048663,GO:0048665,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048754,GO:0048806,GO:0048812,GO:0048839,GO:0048852,GO:0048853,GO:0048854,GO:0048856,GO:0048858,GO:0048859,GO:0048863,GO:0048869,GO:0050678,GO:0050680,GO:0050767,GO:0050768,GO:0050769,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050877,GO:0050885,GO:0050896,GO:0050905,GO:0050906,GO:0050910,GO:0050954,GO:0050957,GO:0050973,GO:0050974,GO:0050982,GO:0051090,GO:0051091,GO:0051093,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051336,GO:0051606,GO:0051716,GO:0051726,GO:0051960,GO:0051961,GO:0051962,GO:0052547,GO:0052548,GO:0060041,GO:0060042,GO:0060113,GO:0060119,GO:0060235,GO:0060255,GO:0060284,GO:0060322,GO:0060425,GO:0060429,GO:0060441,GO:0060541,GO:0060562,GO:0060581,GO:0060582,GO:0060788,GO:0060795,GO:0060828,GO:0061138,GO:0061458,GO:0061564,GO:0061980,GO:0065007,GO:0065009,GO:0070013,GO:0070848,GO:0070887,GO:0071310,GO:0071345,GO:0071696,GO:0071697,GO:0071698,GO:0071699,GO:0071840,GO:0072091,GO:0080090,GO:0090090,GO:0090596,GO:0097150,GO:0097159,GO:0097485,GO:0098727,GO:0120036,GO:0120039,GO:0140110,GO:1901363,GO:1901700,GO:1902531,GO:1902533,GO:1902679,GO:1902680,GO:1902692,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000026,GO:2000112,GO:2000113,GO:2000116,GO:2000177,GO:2000179,GO:2000648,GO:2001141"	-	"ko:K09267,ko:K16796"	"ko04390,ko04550,map04390,map04550"	-	-	-	"ko00000,ko00001,ko03000"	-	-	-	"HMG_box,SOXp"
UPI0007D3F6D1	7159.AAEL006519-PA	0	1169	"KOG2489@1|root,KOG2489@2759|Eukaryota,38BC2@33154|Opisthokonta,3B9SD@33208|Metazoa,3CZJN@33213|Bilateria,41XRZ@6656|Arthropoda,3SIIG@50557|Insecta,44XKB@7147|Diptera,45FID@7148|Nematocera"	33208|Metazoa	S	Cleft lip and palate transmembrane protein 1 (CLPTM1)	CLPTM1	"GO:0002682,GO:0002694,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007275,GO:0008150,GO:0009897,GO:0009986,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0033081,GO:0044425,GO:0044459,GO:0044464,GO:0045580,GO:0045595,GO:0045619,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050863,GO:0050865,GO:0051239,GO:0051249,GO:0065007,GO:0071944,GO:0098552,GO:1902105,GO:1903706,GO:2000026"	-	-	-	-	-	-	-	-	-	-	CLPTM1
UPI0007D3EECF	7159.AAEL004554-PC	4.03e-141	402	"KOG3335@1|root,KOG3335@2759|Eukaryota,3A5YM@33154|Opisthokonta,3BTAU@33208|Metazoa,3D9J9@33213|Bilateria,41Z7J@6656|Arthropoda,3SMPK@50557|Insecta,45342@7147|Diptera,45CAQ@7148|Nematocera"	33208|Metazoa	S	Optic atrophy 3 protein (OPA3)	OPA3	"GO:0003008,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006996,GO:0007005,GO:0007600,GO:0007601,GO:0007610,GO:0007626,GO:0008150,GO:0009653,GO:0009987,GO:0016043,GO:0019216,GO:0019222,GO:0031413,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040008,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048856,GO:0048869,GO:0050789,GO:0050877,GO:0050879,GO:0050881,GO:0050905,GO:0050953,GO:0065007,GO:0065008,GO:0070584,GO:0071840,GO:0080090"	-	-	-	-	-	-	-	-	-	-	OPA3
UPI0007D29919	7159.AAEL003384-PA	7.99e-97	283	"2CARM@1|root,2S392@2759|Eukaryota,3A555@33154|Opisthokonta,3BURH@33208|Metazoa,3DBTU@33213|Bilateria,42160@6656|Arthropoda,3SPA3@50557|Insecta,45444@7147|Diptera,45J8F@7148|Nematocera"	33208|Metazoa	S	lysosomal protein catabolic process	-	"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0019898,GO:0031090,GO:0031312,GO:0031984,GO:0042175,GO:0042406,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0051082,GO:0098827"	-	-	-	-	-	-	-	-	-	-	-
tr|A0A182HA21|A0A182HA21_AEDAL	7159.AAEL014094-PA	7.45e-312	853	"COG0697@1|root,KOG1443@2759|Eukaryota,38I2W@33154|Opisthokonta,3BEMK@33208|Metazoa,3CTW9@33213|Bilateria,41W4K@6656|Arthropoda,3SFUU@50557|Insecta,44XX3@7147|Diptera,45C2T@7148|Nematocera"	33208|Metazoa	EG	Solute carrier family 35 member C2	SLC35C2	"GO:0000138,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005793,GO:0005794,GO:0005795,GO:0005801,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008593,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0010646,GO:0010647,GO:0012505,GO:0015711,GO:0015780,GO:0015786,GO:0015931,GO:0019222,GO:0019538,GO:0023051,GO:0023056,GO:0031974,GO:0031981,GO:0031984,GO:0031985,GO:0034220,GO:0034645,GO:0036065,GO:0036066,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045747,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0055085,GO:0060255,GO:0065007,GO:0070013,GO:0070085,GO:0071702,GO:0071704,GO:0071705,GO:0090481,GO:0098656,GO:0098791,GO:1901135,GO:1901137,GO:1901264,GO:1901564,GO:1901566,GO:1901576"	-	ko:K15280	-	-	-	-	"ko00000,ko02000"	2.A.7	-	-	"Collagen,TPT"
tr|A0A182G5U1|A0A182G5U1_AEDAL	7159.AAEL013278-PA	0	952	"COG0666@1|root,2QRTX@2759|Eukaryota,38EWA@33154|Opisthokonta,3B96F@33208|Metazoa,3CRP9@33213|Bilateria,41YXJ@6656|Arthropoda,3SM1A@50557|Insecta,4599T@7147|Diptera,45BHI@7148|Nematocera"	33208|Metazoa	K	Ga binding protein beta chain	GABPB1	"GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006355,GO:0006357,GO:0006996,GO:0007005,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032991,GO:0035770,GO:0036464,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046982,GO:0046983,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070013,GO:0071840,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990904,GO:2000112,GO:2001141"	-	ko:K09454	-	-	-	-	"ko00000,ko03000,ko03029"	-	-	-	"Ank,Ank_2,Ank_3,Ank_4,Ank_5"
tr|A0A182H812|A0A182H812_AEDAL	7159.AAEL012019-PA	0	1550	"KOG2437@1|root,KOG2437@2759|Eukaryota,38E9J@33154|Opisthokonta,3BFKC@33208|Metazoa,3CUEM@33213|Bilateria,41VD3@6656|Arthropoda,3SGJ1@50557|Insecta,451Q8@7147|Diptera,45C1T@7148|Nematocera"	33208|Metazoa	T	Muskelin N-terminus	MKLN1	"GO:0000003,GO:0001556,GO:0001726,GO:0001952,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005938,GO:0006996,GO:0007010,GO:0007154,GO:0007155,GO:0007160,GO:0007165,GO:0007276,GO:0007281,GO:0007292,GO:0008150,GO:0008360,GO:0009987,GO:0009994,GO:0010810,GO:0016043,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022610,GO:0023052,GO:0030029,GO:0030036,GO:0030154,GO:0030155,GO:0031252,GO:0031532,GO:0031589,GO:0032501,GO:0032502,GO:0032504,GO:0042802,GO:0042995,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0048468,GO:0048469,GO:0048477,GO:0048599,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051704,GO:0051716,GO:0065007,GO:0065008,GO:0071695,GO:0071840,GO:0071944,GO:0099568,GO:0120025"	-	-	-	-	-	-	-	-	-	-	"Kelch_1,Kelch_3,Muskelin_N"
tr|A0A182GXQ2|A0A182GXQ2_AEDAL	7070.TC001425-PA	4.58e-17	82.4	"COG2801@1|root,KOG0017@2759|Eukaryota,38DPC@33154|Opisthokonta,3BI7U@33208|Metazoa,3CTS1@33213|Bilateria,41WYJ@6656|Arthropoda,3SQRW@50557|Insecta"	33208|Metazoa	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,Retrotran_gag_2,rve"
UPI0007D6AC6B	7159.AAEL013181-PA	4.87e-229	632	"COG0639@1|root,KOG0374@2759|Eukaryota,38BV2@33154|Opisthokonta,3B9MQ@33208|Metazoa,3CRW5@33213|Bilateria,41W3P@6656|Arthropoda,3SJE7@50557|Insecta,44YDZ@7147|Diptera,45E1I@7148|Nematocera"	33208|Metazoa	T	Serine-threonine protein phosphatase N-terminal domain	PPP1CB	"GO:0000003,GO:0000164,GO:0000910,GO:0001932,GO:0001933,GO:0002009,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0004721,GO:0004722,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005886,GO:0005979,GO:0005981,GO:0006109,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0007049,GO:0007059,GO:0007097,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007300,GO:0007301,GO:0007308,GO:0007309,GO:0007310,GO:0007312,GO:0007389,GO:0007444,GO:0007472,GO:0007476,GO:0007498,GO:0007552,GO:0007560,GO:0007623,GO:0008150,GO:0008152,GO:0008287,GO:0009314,GO:0009416,GO:0009605,GO:0009628,GO:0009648,GO:0009649,GO:0009653,GO:0009791,GO:0009798,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009892,GO:0009893,GO:0009894,GO:0009950,GO:0009953,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010563,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0010675,GO:0010906,GO:0010962,GO:0014706,GO:0016020,GO:0016043,GO:0016055,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017018,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021700,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030016,GO:0030111,GO:0030145,GO:0030154,GO:0030155,GO:0030177,GO:0030725,GO:0031323,GO:0031324,GO:0031326,GO:0031329,GO:0031399,GO:0031400,GO:0031974,GO:0031981,GO:0031991,GO:0032268,GO:0032269,GO:0032465,GO:0032501,GO:0032502,GO:0032504,GO:0032506,GO:0032872,GO:0032873,GO:0032881,GO:0032885,GO:0032922,GO:0032954,GO:0032956,GO:0032970,GO:0032984,GO:0032991,GO:0033043,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0036211,GO:0042325,GO:0042326,GO:0042578,GO:0042587,GO:0042752,GO:0043062,GO:0043063,GO:0043153,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043255,GO:0043292,GO:0043408,GO:0043409,GO:0043412,GO:0043467,GO:0043470,GO:0043471,GO:0043933,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045936,GO:0046328,GO:0046329,GO:0046872,GO:0046907,GO:0046914,GO:0048468,GO:0048469,GO:0048477,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048599,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0050115,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051248,GO:0051301,GO:0051302,GO:0051493,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0051663,GO:0051704,GO:0051716,GO:0051726,GO:0060070,GO:0060255,GO:0060429,GO:0060537,GO:0060562,GO:0060828,GO:0062012,GO:0065007,GO:0070013,GO:0070302,GO:0070303,GO:0070873,GO:0071704,GO:0071840,GO:0071944,GO:0072357,GO:0080090,GO:0080134,GO:0080135,GO:0090263,GO:0098723,GO:0099080,GO:0099081,GO:0099512,GO:0110020,GO:0140096,GO:0198738,GO:1901564,GO:1902494,GO:1902531,GO:1902532,GO:1903293,GO:1904886,GO:1905114,GO:2000112"	3.1.3.16	ko:K06269	"ko03015,ko04022,ko04024,ko04113,ko04114,ko04218,ko04261,ko04270,ko04390,ko04510,ko04611,ko04720,ko04728,ko04750,ko04810,ko04910,ko04921,ko04931,ko05031,ko05034,ko05168,ko05205,map03015,map04022,map04024,map04113,map04114,map04218,map04261,map04270,map04390,map04510,map04611,map04720,map04728,map04750,map04810,map04910,map04921,map04931,map05031,map05034,map05168,map05205"	-	-	-	"ko00000,ko00001,ko01000,ko01009,ko03019,ko03021,ko03041"	-	-	-	"Metallophos,STPPase_N"
tr|A0A023ETF7|A0A023ETF7_AEDAL	7159.AAEL002815-PA	0	1036	"KOG3829@1|root,KOG3829@2759|Eukaryota,38D61@33154|Opisthokonta,3BGWM@33208|Metazoa,3CS74@33213|Bilateria,41UI2@6656|Arthropoda,3SG74@50557|Insecta,452JR@7147|Diptera,45DWS@7148|Nematocera"	33208|Metazoa	S	"Golgi casein kinase, C-terminal, Fam20"	FAM20A	"GO:0001501,GO:0001932,GO:0001934,GO:0002065,GO:0002376,GO:0002520,GO:0002521,GO:0002573,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005794,GO:0006139,GO:0006163,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0008047,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009653,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009987,GO:0010562,GO:0010604,GO:0010646,GO:0012505,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0019207,GO:0019209,GO:0019220,GO:0019222,GO:0019538,GO:0019637,GO:0019693,GO:0019887,GO:0021700,GO:0023051,GO:0030097,GO:0030099,GO:0030145,GO:0030154,GO:0030234,GO:0030278,GO:0030295,GO:0030316,GO:0030500,GO:0030501,GO:0030855,GO:0031214,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031974,GO:0032147,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0033674,GO:0034505,GO:0034641,GO:0036035,GO:0036179,GO:0036211,GO:0040036,GO:0042325,GO:0042327,GO:0042475,GO:0042476,GO:0042592,GO:0043085,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043539,GO:0043549,GO:0043687,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044691,GO:0045595,GO:0045597,GO:0045667,GO:0045669,GO:0045778,GO:0045859,GO:0045860,GO:0045937,GO:0046034,GO:0046483,GO:0046872,GO:0046914,GO:0048468,GO:0048469,GO:0048513,GO:0048518,GO:0048522,GO:0048534,GO:0048583,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0055065,GO:0055074,GO:0055080,GO:0055086,GO:0060255,GO:0060348,GO:0060429,GO:0060563,GO:0061515,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070166,GO:0070167,GO:0070169,GO:0071695,GO:0071704,GO:0071895,GO:0071900,GO:0071902,GO:0072507,GO:0072521,GO:0080090,GO:0090287,GO:0097186,GO:0097187,GO:0098751,GO:0098771,GO:0098772,GO:0140096,GO:1901135,GO:1901360,GO:1901564,GO:2000026"	2.7.11.1	"ko:K21957,ko:K21958"	-	-	-	-	"ko00000,ko01000,ko04131"	-	-	-	Fam20C
tr|A0A182GB50|A0A182GB50_AEDAL	7070.TC010212-PA	1.84e-92	311	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BI8I@33208|Metazoa,3D5CW@33213|Bilateria,4224Q@6656|Arthropoda,3SQKC@50557|Insecta"	33208|Metazoa	L	retrotransposable element Tf2 155 kDa protein type 1-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,rve"
tr|A0A182HA07|A0A182HA07_AEDAL	400682.PAC_15709845	1.43e-225	681	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa"	33208|Metazoa	OU	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,rve,zf-H2C2"
UPI0007D1A97F	7159.AAEL012055-PB	2.32e-208	578	"KOG1640@1|root,KOG1640@2759|Eukaryota,39G0Y@33154|Opisthokonta,3BB66@33208|Metazoa,3D03E@33213|Bilateria,41YNV@6656|Arthropoda,3SM9J@50557|Insecta,451I0@7147|Diptera,45CA4@7148|Nematocera"	33208|Metazoa	I	3-oxo-5-alpha-steroid 4-dehydrogenase	SRD5A3	"GO:0003674,GO:0003824,GO:0003865,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006066,GO:0006464,GO:0006486,GO:0006487,GO:0006488,GO:0006489,GO:0006490,GO:0006629,GO:0006644,GO:0006694,GO:0006702,GO:0006720,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008202,GO:0008209,GO:0008300,GO:0008610,GO:0008654,GO:0009056,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0010817,GO:0012505,GO:0016020,GO:0016042,GO:0016093,GO:0016095,GO:0016229,GO:0016491,GO:0016627,GO:0016628,GO:0019348,GO:0019538,GO:0019637,GO:0031984,GO:0033765,GO:0034645,GO:0034754,GO:0036211,GO:0042175,GO:0042445,GO:0042446,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046164,GO:0046465,GO:0055114,GO:0065007,GO:0065008,GO:0070085,GO:0071704,GO:0090407,GO:0098827,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616"	"1.3.1.22,1.3.1.94"	ko:K12345	"ko00140,map00140"	-	"R02208,R02497,R08954,R10242"	RC00145	"ko00000,ko00001,ko01000"	-	-	-	Steroid_dh
