"X.query","uniprot_id","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"tr|Q179X5|Q179X5_AEDAE","Q179X5","7159.AAEL005463-PA","5.64e-263","724","COG5126@1|root,KOG0027@2759|Eukaryota,39S0M@33154|Opisthokonta,3BHMG@33208|Metazoa,3CVF6@33213|Bilateria,41WMG@6656|Arthropoda,3SI9Z@50557|Insecta,44YW1@7147|Diptera,45D58@7148|Nematocera","33208|Metazoa","T","Calcium ion binding","CALB1","GO:0001654,GO:0001655,GO:0001656,GO:0001657,GO:0001822,GO:0001823,GO:0003008,GO:0003338,GO:0003407,GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0005911,GO:0005921,GO:0006629,GO:0006766,GO:0006775,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007275,GO:0007423,GO:0007600,GO:0007610,GO:0007611,GO:0007613,GO:0007614,GO:0007616,GO:0007626,GO:0008150,GO:0008152,GO:0008202,GO:0008270,GO:0009653,GO:0009887,GO:0009888,GO:0009987,GO:0010033,GO:0010646,GO:0010842,GO:0012506,GO:0016020,GO:0019233,GO:0019538,GO:0019725,GO:0023051,GO:0030001,GO:0030003,GO:0030054,GO:0030424,GO:0030425,GO:0031090,GO:0031982,GO:0032501,GO:0032502,GO:0033267,GO:0035295,GO:0035502,GO:0036477,GO:0042221,GO:0042359,GO:0042592,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043167,GO:0043169,GO:0043170,GO:0043195,GO:0043197,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043679,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044297,GO:0044306,GO:0044309,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045211,GO:0046872,GO:0046914,GO:0048167,GO:0048513,GO:0048519,GO:0048583,GO:0048585,GO:0048592,GO:0048593,GO:0048646,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050804,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0051480,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060041,GO:0060042,GO:0060249,GO:0060429,GO:0060993,GO:0061175,GO:0061326,GO:0065007,GO:0065008,GO:0070050,GO:0070838,GO:0070887,GO:0071310,GO:0071704,GO:0071944,GO:0072001,GO:0072006,GO:0072009,GO:0072017,GO:0072025,GO:0072027,GO:0072044,GO:0072073,GO:0072080,GO:0072163,GO:0072164,GO:0072170,GO:0072205,GO:0072207,GO:0072221,GO:0072234,GO:0072235,GO:0072243,GO:0072286,GO:0072503,GO:0072507,GO:0072511,GO:0080134,GO:0090596,GO:0097060,GO:0097447,GO:0097458,GO:0097467,GO:0098590,GO:0098771,GO:0098793,GO:0098794,GO:0099177,GO:0099509,GO:0099510,GO:0099534,GO:0099566,GO:0099567,GO:0120025,GO:0120038,GO:0150034,GO:1900271,GO:1901360,GO:1901564,GO:1901615,GO:1903034,GO:1903035",NA,"ko:K14757","ko04961,map04961",NA,NA,NA,"ko00000,ko00001",NA,NA,NA,"EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7"
"tr|Q17J05|Q17J05_AEDAE","Q17J05","7159.AAEL002188-PA","4.15e-42","137","2F7T8@1|root,2T8WV@2759|Eukaryota,393IV@33154|Opisthokonta,3C8TI@33208|Metazoa,3DPV7@33213|Bilateria,4261S@6656|Arthropoda,3SVPS@50557|Insecta,459Z1@7147|Diptera,45M9I@7148|Nematocera","33208|Metazoa","S","Syntaxin-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntaxin_2"
"tr|Q17FC6|Q17FC6_AEDAE","Q17FC6","7159.AAEL003472-PA","0","1897","2CMWN@1|root,2QSEK@2759|Eukaryota,39YGT@33154|Opisthokonta,3BJ88@33208|Metazoa,3D61J@33213|Bilateria,41TFJ@6656|Arthropoda,3SG8X@50557|Insecta,450AF@7147|Diptera,45FG8@7148|Nematocera","33208|Metazoa","S","Conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUB"
"tr|Q17FE9|Q17FE9_AEDAE","Q17FE9","7159.AAEL003414-PA","1.55e-125","359","KOG0149@1|root,KOG0149@2759|Eukaryota,38MF5@33154|Opisthokonta,3BDKK@33208|Metazoa,3CZ9X@33213|Bilateria,41XQ7@6656|Arthropoda,3SGQK@50557|Insecta,456CJ@7147|Diptera,45KUQ@7148|Nematocera","33208|Metazoa","A","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",NA,"GO:0000375,GO:0000377,GO:0000380,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0031323,GO:0031974,GO:0031981,GO:0032956,GO:0032970,GO:0033043,GO:0034641,GO:0036002,GO:0040012,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0051493,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097157,GO:0097159,GO:1901360,GO:1901363,GO:1903311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRM_1"
"tr|Q17K20|Q17K20_AEDAE","Q17K20","7159.AAEL001832-PA","4.15e-281","772","2C9J8@1|root,2RIIZ@2759|Eukaryota,39YXM@33154|Opisthokonta,3BJ46@33208|Metazoa,3D5H8@33213|Bilateria,41Y8B@6656|Arthropoda,3SJ4G@50557|Insecta,4511G@7147|Diptera,45D92@7148|Nematocera","33208|Metazoa","S","Ras association (RalGDS/AF-6) domain",NA,"GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005488,GO:0005515,GO:0007275,GO:0007399,GO:0007423,GO:0008150,GO:0009653,GO:0009887,GO:0009966,GO:0009967,GO:0009987,GO:0010001,GO:0010646,GO:0010647,GO:0017016,GO:0019899,GO:0021782,GO:0022008,GO:0023051,GO:0023056,GO:0030154,GO:0030182,GO:0031267,GO:0032501,GO:0032502,GO:0040036,GO:0042051,GO:0042058,GO:0042063,GO:0042461,GO:0042462,GO:0042802,GO:0042803,GO:0045466,GO:0045467,GO:0045742,GO:0045743,GO:0046530,GO:0046983,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051020,GO:0065007,GO:0090287,GO:0090596,GO:1901184,GO:1901186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RA"
"tr|Q17AJ3|Q17AJ3_AEDAE","Q17AJ3","7159.AAEL005281-PA","0","1650","KOG4623@1|root,KOG4623@2759|Eukaryota,38DS5@33154|Opisthokonta,3BDH7@33208|Metazoa,3CZ7V@33213|Bilateria,420EQ@6656|Arthropoda,3SN56@50557|Insecta,458EE@7147|Diptera,45BZA@7148|Nematocera","33208|Metazoa","S","Ima1 N-terminal domain","TMEM201","GO:0001667,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005521,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005639,GO:0006810,GO:0006928,GO:0006996,GO:0006997,GO:0006998,GO:0007017,GO:0007018,GO:0007097,GO:0007275,GO:0008092,GO:0008104,GO:0008150,GO:0009790,GO:0009792,GO:0009987,GO:0010256,GO:0010761,GO:0010970,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016477,GO:0019866,GO:0030473,GO:0030705,GO:0031090,GO:0031224,GO:0031229,GO:0031300,GO:0031301,GO:0031965,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0033036,GO:0033365,GO:0034504,GO:0034613,GO:0040011,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044446,GO:0044453,GO:0044464,GO:0044877,GO:0046907,GO:0048856,GO:0048870,GO:0051015,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051642,GO:0051647,GO:0051649,GO:0051656,GO:0051674,GO:0061024,GO:0061842,GO:0070727,GO:0071840,GO:0072384,GO:0090435,GO:0099111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUF2448,Ima1_N"
"tr|Q177A9|Q177A9_AEDAE","Q177A9","7159.AAEL006189-PA","1.03e-242","667","COG4281@1|root,KOG0817@2759|Eukaryota,393R9@33154|Opisthokonta,3BEYJ@33208|Metazoa,3D0MI@33213|Bilateria,4205Q@6656|Arthropoda,3SMAH@50557|Insecta,458G0@7147|Diptera,45CG0@7148|Nematocera","33208|Metazoa","I","Acyl CoA binding protein","ACBD5","GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005777,GO:0005778,GO:0006082,GO:0006629,GO:0006631,GO:0006914,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0010876,GO:0016020,GO:0016042,GO:0016054,GO:0019752,GO:0019915,GO:0030242,GO:0031090,GO:0031903,GO:0031974,GO:0031981,GO:0032787,GO:0033036,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0051179,GO:0051235,GO:0061919,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0072329,GO:0098588,GO:0098805,GO:1901575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACBP"
"tr|Q16QS7|Q16QS7_AEDAE","Q16QS7","7159.AAEL011185-PA","5.39e-116","332","COG3590@1|root,KOG3624@2759|Eukaryota,393WT@33154|Opisthokonta,3C945@33208|Metazoa,3DQ7D@33213|Bilateria,426E1@6656|Arthropoda,3SW2F@50557|Insecta,457N2@7147|Diptera,45M0N@7148|Nematocera","33208|Metazoa","E","metalloendopeptidase activity. It is involved in the biological process described with proteolysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tr|Q16G14|Q16G14_AEDAE","Q16G14","7159.AAEL014557-PA","2.95e-239","657","KOG0850@1|root,KOG0848@2759|Eukaryota,38E8M@33154|Opisthokonta,3BDSW@33208|Metazoa,3CSS0@33213|Bilateria,41ZXM@6656|Arthropoda,3SNFY@50557|Insecta,450UZ@7147|Diptera,45C72@7148|Nematocera","33208|Metazoa","K","Homeobox protein CDX","cad","GO:0000976,GO:0000977,GO:0001012,GO:0001067,GO:0001655,GO:0001703,GO:0002009,GO:0002225,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002805,GO:0002807,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0007275,GO:0007350,GO:0007369,GO:0007377,GO:0007379,GO:0007389,GO:0007442,GO:0007443,GO:0007444,GO:0007447,GO:0007448,GO:0007487,GO:0008150,GO:0008284,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009987,GO:0010004,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0034248,GO:0034250,GO:0035215,GO:0035221,GO:0035224,GO:0035239,GO:0035282,GO:0035295,GO:0042127,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043900,GO:0043902,GO:0044212,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048522,GO:0048546,GO:0048565,GO:0048583,GO:0048584,GO:0048598,GO:0048619,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0055123,GO:0060255,GO:0060429,GO:0060562,GO:0061326,GO:0061333,GO:0061525,GO:0065007,GO:0072001,GO:0072002,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",NA,"ko:K09312,ko:K22234","ko05226,map05226",NA,NA,NA,"ko00000,ko00001,ko03000",NA,NA,NA,"Homeobox"
"tr|Q176W7|Q176W7_AEDAE","Q176W7","7159.AAEL006234-PA","2.19e-294","802","KOG2287@1|root,KOG2287@2759|Eukaryota,39ZZ7@33154|Opisthokonta,3BPCN@33208|Metazoa,3D6B5@33213|Bilateria,41YU5@6656|Arthropoda,3SM24@50557|Insecta,450MT@7147|Diptera,45CB2@7148|Nematocera","33208|Metazoa","G","Galactosyltransferase",NA,"GO:0003674,GO:0003824,GO:0016740,GO:0016757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galactosyl_T"
"tr|Q179Z3|Q179Z3_AEDAE","Q179Z3","7159.AAEL018341-PA","2.4e-230","652","KOG0200@1|root,KOG0200@2759|Eukaryota,39R3K@33154|Opisthokonta,3BJHJ@33208|Metazoa,3CZDY@33213|Bilateria,41XKA@6656|Arthropoda,3SGV0@50557|Insecta,450UC@7147|Diptera,45D3U@7148|Nematocera","33208|Metazoa","T","Tyrosine kinase, catalytic domain",NA,"GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564","2.7.10.1","ko:K05126","ko05200,ko05216,ko05230,map05200,map05216,map05230",NA,NA,NA,"ko00000,ko00001,ko01000,ko01001,ko01020,ko04050",NA,NA,NA,"Pkinase_Tyr"
"tr|Q0IEP7|Q0IEP7_AEDAE","Q0IEP7","7159.AAEL008354-PA","0","969","KOG3644@1|root,KOG3643@2759|Eukaryota,39V52@33154|Opisthokonta,3BE6R@33208|Metazoa,3D81W@33213|Bilateria,41UDA@6656|Arthropoda,3SJ11@50557|Insecta,45019@7147|Diptera,45CV4@7148|Nematocera","33208|Metazoa","T","Belongs to the ligand-gated ion channel (TC 1.A.9) family","Rdl","GO:0001505,GO:0002118,GO:0002121,GO:0003674,GO:0004888,GO:0004890,GO:0005215,GO:0005216,GO:0005230,GO:0005253,GO:0005254,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006836,GO:0007154,GO:0007165,GO:0007186,GO:0007214,GO:0007610,GO:0007626,GO:0007635,GO:0008021,GO:0008150,GO:0008503,GO:0008509,GO:0009605,GO:0009612,GO:0009628,GO:0009987,GO:0010646,GO:0010648,GO:0012505,GO:0012506,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015276,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0016917,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022851,GO:0022857,GO:0023051,GO:0023052,GO:0023057,GO:0030133,GO:0030285,GO:0030424,GO:0030425,GO:0030431,GO:0030594,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031224,GO:0031252,GO:0031253,GO:0031256,GO:0031300,GO:0031301,GO:0031410,GO:0031594,GO:0031644,GO:0031982,GO:0032501,GO:0032589,GO:0032809,GO:0034220,GO:0036477,GO:0038023,GO:0040012,GO:0042048,GO:0042221,GO:0042493,GO:0042749,GO:0042752,GO:0042995,GO:0043005,GO:0043025,GO:0043058,GO:0043226,GO:0043227,GO:0043229,GO:0044057,GO:0044297,GO:0044298,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045211,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050795,GO:0050804,GO:0050805,GO:0050896,GO:0051179,GO:0051234,GO:0051239,GO:0051704,GO:0051705,GO:0051716,GO:0055085,GO:0060089,GO:0065007,GO:0065008,GO:0070382,GO:0071944,GO:0090328,GO:0097060,GO:0097447,GO:0097458,GO:0097708,GO:0098563,GO:0098588,GO:0098590,GO:0098656,GO:0098660,GO:0098661,GO:0098793,GO:0098794,GO:0098805,GO:0099095,GO:0099177,GO:0099501,GO:0099503,GO:0120025,GO:0120038,GO:1902476",NA,"ko:K05181","ko04080,ko04723,ko04726,ko04727,ko05032,ko05033,map04080,map04723,map04726,map04727,map05032,map05033",NA,NA,NA,"ko00000,ko00001,ko04040","1.A.9.5",NA,NA,"Neur_chan_LBD,Neur_chan_memb"
"tr|Q17PI9|Q17PI9_AEDAE","Q17PI9","7159.AAEL000364-PA","5.9e-98","284","COG0509@1|root,KOG3373@2759|Eukaryota,3A5U5@33154|Opisthokonta,3BPTR@33208|Metazoa,3D6G9@33213|Bilateria,41ZS0@6656|Arthropoda,3SNAM@50557|Insecta,453A0@7147|Diptera,45I8N@7148|Nematocera","33208|Metazoa","E","The H protein shuttles the methylamine group of glycine from the P protein to the T protein","GCSH","GO:0001505,GO:0003674,GO:0003824,GO:0004047,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005960,GO:0006082,GO:0006464,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009249,GO:0009987,GO:0010467,GO:0016054,GO:0016740,GO:0016741,GO:0017144,GO:0018065,GO:0018193,GO:0018205,GO:0019464,GO:0019538,GO:0019752,GO:0019899,GO:0031974,GO:0032259,GO:0032991,GO:0036211,GO:0042133,GO:0042135,GO:0042737,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0051604,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204",NA,"ko:K02437","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200","M00532","R01221","RC00022,RC02834","ko00000,ko00001,ko00002",NA,NA,NA,"GCV_H"
"tr|Q16S95|Q16S95_AEDAE","Q16S95","7159.AAEL010668-PA","6.03e-306","837","COG0604@1|root,KOG1198@2759|Eukaryota,38ENU@33154|Opisthokonta,3CNZ0@33208|Metazoa,3CU5C@33213|Bilateria,41TH4@6656|Arthropoda,3SJ75@50557|Insecta,455ZT@7147|Diptera,45CNX@7148|Nematocera","33208|Metazoa","C","Alcohol dehydrogenase GroES-like domain","VAT1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADH_N,ADH_zinc_N,ADH_zinc_N_2"
