transcript	miRNAs	numberMiRNAs
ENST00000675018.1	hsa-let-7b-3p	1
ENST00000563719.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000220429.12	hsa-let-7b-3p	1
ENST00000378493.5	hsa-let-7b-3p	1
ENST00000454189.6	hsa-miR-548ba	1
ENST00000382040.4	hsa-let-7b-5p	1
ENST00000303786.5	hsa-let-7b-3p	1
ENST00000324106.9	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000393491.7	hsa-let-7b-5p	1
ENST00000395611.7	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000568378.5	hsa-let-7b-3p	1
ENST00000370742.4	hsa-miR-548ba	1
ENST00000332896.8	hsa-let-7b-3p	1
ENST00000361236.7	hsa-miR-548ba	1
ENST00000571308.5	hsa-miR-548ba	1
ENST00000588210.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000263256.7	hsa-let-7b-3p	1
ENST00000683453.1	hsa-miR-548ba	1
ENST00000557843.5	hsa-miR-548ba	1
ENST00000399653.8	hsa-let-7b-3p	1
ENST00000372687.4	hsa-miR-548ba	1
ENST00000617977.1	hsa-let-7b-3p	1
ENST00000538197.7	hsa-miR-548ba	1
ENST00000682836.1	hsa-miR-548ba	1
ENST00000615601.4	hsa-let-7b-5p	1
ENST00000474861.6	hsa-miR-548ba	1
ENST00000480283.5	hsa-let-7b-3p	1
ENST00000428149.7	hsa-let-7b-3p	1
ENST00000673406.1	hsa-miR-548ba	1
ENST00000676044.1	hsa-let-7b-5p	1
ENST00000679976.1	hsa-miR-548ba	1
ENST00000476905.6	hsa-miR-548ba	1
ENST00000356770.8	hsa-let-7b-3p	1
ENST00000530522.1	hsa-miR-548ba	1
ENST00000429705.6	hsa-miR-548ba	1
ENST00000394464.7	hsa-let-7b-3p	1
ENST00000254742.6	hsa-let-7b-3p	1
ENST00000393923.7	hsa-let-7b-3p	1
ENST00000274276.8	hsa-miR-548ba	1
ENST00000232458.9	hsa-let-7b-3p	1
ENST00000559433.5	hsa-let-7b-5p	1
ENST00000369472.1	hsa-miR-548ba	1
ENST00000276297.9	hsa-let-7b-3p	1
ENST00000286437.7	hsa-let-7b-3p	1
ENST00000676884.1	hsa-let-7b-3p	1
ENST00000258807.5	hsa-miR-548ba	1
ENST00000193391.8	hsa-miR-548ba	1
ENST00000679469.1	hsa-miR-548ba	1
ENST00000426613.5	hsa-miR-548ba	1
ENST00000511739.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000352800.10	hsa-let-7b-3p	1
ENST00000636662.2	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000546649.5	hsa-miR-548ba	1
ENST00000341458.9	hsa-miR-548ba	1
ENST00000371208.5	hsa-let-7b-5p	1
ENST00000357743.9	hsa-miR-548ba	1
ENST00000638706.2	hsa-let-7b-3p	1
ENST00000428634.1	hsa-let-7b-5p	1
ENST00000681410.1	hsa-miR-548ba	1
ENST00000518495.5	hsa-miR-548ba	1
ENST00000537989.5	hsa-miR-548ba	1
ENST00000470721.5	hsa-let-7b-5p	1
ENST00000543633.5	hsa-let-7b-5p	1
ENST00000225388.9	hsa-miR-548ba	1
ENST00000405786.2	hsa-miR-548ba	1
ENST00000573360.5	hsa-miR-548ba	1
ENST00000677933.1	hsa-miR-548ba	1
ENST00000680694.1	hsa-miR-548ba	1
ENST00000520808.6	hsa-miR-548ba	1
ENST00000355192.8	hsa-miR-548ba	1
ENST00000540418.5	hsa-miR-548ba	1
ENST00000380184.2	hsa-miR-548ba	1
ENST00000337702.5	hsa-let-7b-3p	1
ENST00000577501.5	hsa-let-7b-5p	1
ENST00000539731.5	hsa-miR-548ba	1
ENST00000398938.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000296048.10	hsa-let-7b-3p	1
ENST00000679878.1	hsa-miR-548ba	1
ENST00000454652.6	hsa-miR-548ba	1
ENST00000620361.3	hsa-let-7b-3p	1
ENST00000344604.9	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000334464.7	hsa-let-7b-5p	1
ENST00000295974.12	hsa-let-7b-3p	1
ENST00000266659.8	hsa-miR-548ba	1
ENST00000420353.7	hsa-miR-548ba	1
ENST00000344528.8	hsa-let-7b-3p	1
ENST00000541875.1	hsa-miR-548ba	1
ENST00000246548.9	hsa-miR-548ba	1
ENST00000452200.6	hsa-miR-548ba	1
ENST00000680187.1	hsa-miR-548ba	1
ENST00000541799.1	hsa-let-7b-5p	1
ENST00000616907.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000374179.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000376352.6	hsa-miR-548ba	1
ENST00000452124.2	hsa-let-7b-3p	1
ENST00000487903.5	hsa-miR-548ba	1
ENST00000401722.7	hsa-let-7b-5p	1
ENST00000301645.4	hsa-miR-548ba	1
ENST00000498508.6	hsa-miR-548ba	1
ENST00000421757.5	hsa-miR-548ba	1
ENST00000404360.5	hsa-let-7b-3p	1
ENST00000648655.1	hsa-miR-548ba	1
ENST00000423854.6	hsa-miR-548ba	1
ENST00000652202.1	hsa-let-7b-3p	1
ENST00000355624.8	hsa-miR-548ba	1
ENST00000392830.6	hsa-miR-548ba	1
ENST00000370622.5	hsa-miR-548ba	1
ENST00000285420.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000296214.10	hsa-miR-548ba	1
ENST00000611340.5	hsa-miR-548ba	1
ENST00000530757.5	hsa-miR-548ba	1
ENST00000677911.1	hsa-let-7b-5p	1
ENST00000631375.1	hsa-miR-548ba	1
ENST00000683257.1	hsa-miR-548ba	1
ENST00000300141.11	hsa-miR-548ba	1
ENST00000400651.7	hsa-let-7b-3p	1
ENST00000638154.3	hsa-let-7b-5p	1
ENST00000334121.11	hsa-miR-548ba	1
ENST00000394420.9	hsa-miR-548ba	1
ENST00000280155.4	hsa-miR-548ba	1
ENST00000342462.5	hsa-let-7b-5p	1
ENST00000388922.9	hsa-let-7b-3p	1
ENST00000637537.2	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000438992.5	hsa-miR-548ba	1
ENST00000288532.11	hsa-miR-548ba	1
ENST00000358671.9	hsa-miR-548ba	1
ENST00000641930.1	hsa-let-7b-5p	1
ENST00000409451.7	hsa-let-7b-3p	1
ENST00000677381.1	hsa-let-7b-5p	1
ENST00000679501.2	hsa-miR-548ba	1
ENST00000294489.10	hsa-let-7b-5p	1
ENST00000203166.10	hsa-miR-548ba	1
ENST00000486249.5	hsa-let-7b-5p	1
ENST00000559237.5	hsa-miR-548ba	1
ENST00000681721.1	hsa-miR-548ba	1
ENST00000413692.6	hsa-miR-548ba	1
ENST00000272427.11	hsa-let-7b-3p	1
ENST00000627112.2	hsa-let-7b-3p	1
ENST00000540782.1	hsa-miR-548ba	1
ENST00000261017.9	hsa-miR-548ba	1
ENST00000545889.6	hsa-miR-548ba	1
ENST00000553484.5	hsa-let-7b-3p	1
ENST00000530735.5	hsa-miR-548ba	1
ENST00000683311.1	hsa-miR-548ba	1
ENST00000435416.1	hsa-miR-548ba	1
ENST00000260453.4	hsa-miR-548ba	1
ENST00000423325.6	hsa-miR-548ba	1
ENST00000677813.1	hsa-miR-548ba	1
ENST00000636035.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000608382.6	hsa-let-7b-3p	1
ENST00000533297.1	hsa-miR-548ba	1
ENST00000276609.8	hsa-miR-548ba	1
ENST00000376663.8	hsa-let-7b-3p	1
ENST00000398795.7	hsa-miR-548ba	1
ENST00000373949.5	hsa-miR-548ba	1
ENST00000402574.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000646869.1	hsa-miR-548ba	1
ENST00000405159.7	hsa-let-7b-5p	1
ENST00000392149.6	hsa-let-7b-3p	1
ENST00000307179.9	hsa-let-7b-3p	1
ENST00000372114.4	hsa-miR-548ba	1
ENST00000401957.6	hsa-miR-548ba	1
ENST00000400122.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000262043.8	hsa-miR-548ba	1
ENST00000310109.5	hsa-let-7b-5p	1
ENST00000190611.9	hsa-miR-548ba	1
ENST00000396267.3	hsa-let-7b-5p	1
ENST00000370857.7	hsa-miR-548ba	1
ENST00000490969.5	hsa-miR-548ba	1
ENST00000361427.6	hsa-let-7b-3p	1
ENST00000425831.5	hsa-let-7b-5p	1
ENST00000478254.5	hsa-miR-548ba	1
ENST00000562892.2	hsa-let-7b-3p	1
ENST00000335625.10	hsa-miR-548ba	1
ENST00000357525.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000428393.3	hsa-miR-548ba	1
ENST00000229795.7	hsa-let-7b-3p	1
ENST00000629035.2	hsa-miR-548ba	1
ENST00000389774.6	hsa-let-7b-5p	1
ENST00000303115.8	hsa-miR-548ba	1
ENST00000412622.5	hsa-let-7b-3p	1
ENST00000560364.5	hsa-miR-548ba	1
ENST00000309283.12	hsa-miR-548ba	1
ENST00000680476.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000682573.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000345003.9	hsa-let-7b-3p	1
ENST00000392127.6	hsa-miR-548ba	1
ENST00000496677.6	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000266517.9	hsa-let-7b-5p	1
ENST00000263856.9	hsa-let-7b-3p	1
ENST00000676999.1	hsa-miR-548ba	1
ENST00000680121.1	hsa-let-7b-3p	1
ENST00000640178.1	hsa-miR-548ba	1
ENST00000356454.5	hsa-let-7b-3p	1
ENST00000445004.6	hsa-let-7b-3p	1
ENST00000675164.1	hsa-let-7b-3p	1
ENST00000359039.5	hsa-miR-548ba	1
ENST00000617306.1	hsa-let-7b-3p	1
ENST00000467136.5	hsa-miR-548ba	1
ENST00000375948.2	hsa-miR-548ba	1
ENST00000630184.2	hsa-let-7b-3p	1
ENST00000442267.3	hsa-let-7b-3p	1
ENST00000641658.1	hsa-miR-548ba	1
ENST00000358399.8	hsa-miR-548ba	1
ENST00000676644.1	hsa-let-7b-5p	1
ENST00000265440.12	hsa-let-7b-5p	1
ENST00000514213.7	hsa-miR-548ba	1
ENST00000682066.1	hsa-miR-548ba	1
ENST00000559170.1	hsa-let-7b-3p	1
ENST00000544365.5	hsa-miR-548ba	1
ENST00000634325.2	hsa-miR-548ba	1
ENST00000643679.1	hsa-miR-548ba	1
ENST00000262861.8	hsa-let-7b-3p	1
ENST00000504143.6	hsa-miR-548ba	1
ENST00000448482.1	hsa-miR-548ba	1
ENST00000565455.5	hsa-miR-548ba	1
ENST00000374877.7	hsa-miR-548ba	1
ENST00000368161.7	hsa-miR-548ba	1
ENST00000676213.1	hsa-let-7b-3p	1
ENST00000354842.4	hsa-miR-548ba	1
ENST00000334731.7	hsa-let-7b-3p	1
ENST00000433176.6	hsa-let-7b-3p	1
ENST00000393077.3	hsa-miR-548ba	1
ENST00000643248.3	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000631233.2	hsa-miR-548ba	1
ENST00000325301.7	hsa-let-7b-5p	1
ENST00000615618.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000650780.1	hsa-let-7b-3p	1
ENST00000449886.5	hsa-miR-548ba	1
ENST00000538011.5	hsa-let-7b-3p	1
ENST00000448051.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000366927.3	hsa-miR-548ba	1
ENST00000461821.1	hsa-let-7b-5p	1
ENST00000382466.7	hsa-miR-548ba	1
ENST00000332127.8	hsa-let-7b-3p	1
ENST00000403018.3	hsa-miR-548ba	1
ENST00000342320.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000649463.1	hsa-let-7b-3p	1
ENST00000398675.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000620121.4	hsa-let-7b-3p	1
ENST00000684519.1	hsa-miR-548ba	1
ENST00000522566.5	hsa-let-7b-3p	1
ENST00000526760.5	hsa-miR-548ba	1
ENST00000683879.1	hsa-let-7b-3p	1
ENST00000616568.5	hsa-let-7b-5p	1
ENST00000460750.5	hsa-let-7b-5p	1
ENST00000376112.4	hsa-let-7b-3p	1
ENST00000395606.5	hsa-let-7b-3p	1
ENST00000618741.1	hsa-miR-548ba	1
ENST00000679184.1	hsa-let-7b-3p	1
ENST00000359933.6	hsa-let-7b-3p	1
ENST00000469059.2	hsa-let-7b-5p	1
ENST00000636400.2	hsa-let-7b-5p	1
ENST00000398168.5	hsa-let-7b-3p	1
ENST00000549025.6	hsa-let-7b-3p	1
ENST00000294889.6	hsa-miR-548ba	1
ENST00000360743.8	hsa-miR-548ba	1
ENST00000648339.1	hsa-miR-548ba	1
ENST00000683448.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000249786.9	hsa-let-7b-5p	1
ENST00000510890.1	hsa-let-7b-3p	1
ENST00000441174.8	hsa-let-7b-5p	1
ENST00000660676.1	hsa-let-7b-5p	1
ENST00000573377.1	hsa-miR-548ba	1
ENST00000452648.8	hsa-miR-548ba	1
ENST00000657892.1	hsa-miR-548ba	1
ENST00000395076.9	hsa-let-7b-3p	1
ENST00000649796.2	hsa-miR-548ba	1
ENST00000583016.1	hsa-miR-548ba	1
ENST00000367446.7	hsa-miR-548ba	1
ENST00000611100.2	hsa-let-7b-5p	1
ENST00000640489.1	hsa-let-7b-5p	1
ENST00000366882.6	hsa-let-7b-3p	1
ENST00000398637.10	hsa-miR-548ba	1
ENST00000644683.1	hsa-let-7b-3p	1
ENST00000425128.6	hsa-miR-548ba	1
ENST00000332082.8	hsa-let-7b-3p	1
ENST00000646727.1	hsa-miR-548ba	1
ENST00000367015.5	hsa-let-7b-3p	1
ENST00000539294.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000394104.6	hsa-miR-548ba	1
ENST00000309134.9	hsa-miR-548ba	1
ENST00000615066.1	hsa-let-7b-5p	1
ENST00000423947.7	hsa-miR-548ba	1
ENST00000611864.4	hsa-miR-548ba	1
ENST00000417231.5	hsa-miR-548ba	1
ENST00000644252.3	hsa-let-7b-3p	1
ENST00000273352.8	hsa-miR-548ba	1
ENST00000520016.5	hsa-miR-548ba	1
ENST00000523948.5	hsa-miR-548ba	1
ENST00000649010.1	hsa-miR-548ba	1
ENST00000638754.1	hsa-let-7b-3p	1
ENST00000441606.2	hsa-miR-548ba	1
ENST00000673863.1	hsa-miR-548ba	1
ENST00000503837.5	hsa-let-7b-3p	1
ENST00000438321.5	hsa-miR-548ba	1
ENST00000558357.6	hsa-let-7b-3p	1
ENST00000510815.6	hsa-let-7b-3p	1
ENST00000418559.6	hsa-let-7b-5p	1
ENST00000437704.3	hsa-miR-548ba	1
ENST00000680765.1	hsa-let-7b-3p	1
ENST00000677928.1	hsa-miR-548ba	1
ENST00000302764.9	hsa-miR-548ba	1
ENST00000534968.5	hsa-let-7b-3p	1
ENST00000441076.7	hsa-let-7b-3p	1
ENST00000354646.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000312828.4	hsa-let-7b-5p	1
ENST00000457361.5	hsa-let-7b-3p	1
ENST00000379439.3	hsa-miR-548ba	1
ENST00000417640.7	hsa-let-7b-5p	1
ENST00000360214.8	hsa-let-7b-3p	1
ENST00000445217.5	hsa-let-7b-3p	1
ENST00000527559.6	hsa-let-7b-3p	1
ENST00000271588.9	hsa-miR-548ba	1
ENST00000680258.1	hsa-let-7b-5p	1
ENST00000445270.1	hsa-miR-548ba	1
ENST00000382346.7	hsa-let-7b-3p	1
ENST00000417564.3	hsa-let-7b-5p	1
ENST00000526995.6	hsa-let-7b-3p	1
ENST00000493950.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000340080.9	hsa-miR-548ba	1
ENST00000311048.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000644585.1	hsa-let-7b-3p	1
ENST00000676933.1	hsa-miR-548ba	1
ENST00000471742.5	hsa-miR-548ba	1
ENST00000354192.7	hsa-let-7b-3p	1
ENST00000395894.6	hsa-let-7b-5p	1
ENST00000239906.10	hsa-let-7b-5p	1
ENST00000458689.2	hsa-let-7b-3p	1
ENST00000361618.4	hsa-miR-548ba	1
ENST00000678878.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000672285.1	hsa-let-7b-3p	1
ENST00000406452.8	hsa-let-7b-3p	1
ENST00000481229.2	hsa-let-7b-3p	1
ENST00000231512.5	hsa-miR-548ba	1
ENST00000636559.1	hsa-miR-548ba	1
ENST00000380588.4	hsa-miR-548ba	1
ENST00000441508.4	hsa-let-7b-3p	1
ENST00000618621.4	hsa-miR-548ba	1
ENST00000217971.8	hsa-let-7b-5p	1
ENST00000615907.4	hsa-miR-548ba	1
ENST00000373331.2	hsa-let-7b-5p	1
ENST00000458258.5	hsa-let-7b-3p	1
ENST00000621382.1	hsa-miR-548ba	1
ENST00000506453.1	hsa-miR-548ba	1
ENST00000397560.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000521451.5	hsa-miR-548ba	1
ENST00000680743.1	hsa-miR-548ba	1
ENST00000468299.5	hsa-miR-548ba	1
ENST00000680667.1	hsa-let-7b-5p	1
ENST00000409953.5	hsa-miR-548ba	1
ENST00000486827.1	hsa-let-7b-3p	1
ENST00000649752.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000679927.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000264664.5	hsa-miR-548ba	1
ENST00000618114.2	hsa-miR-548ba	1
ENST00000513000.5	hsa-miR-548ba	1
ENST00000424875.2	hsa-miR-548ba	1
ENST00000341893.8	hsa-miR-548ba	1
ENST00000555167.1	hsa-miR-548ba	1
ENST00000406861.6	hsa-let-7b-5p	1
ENST00000617474.1	hsa-let-7b-3p	1
ENST00000562221.1	hsa-let-7b-5p	1
ENST00000316848.9	hsa-miR-548ba	1
ENST00000545173.6	hsa-let-7b-5p	1
ENST00000406785.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000264233.6	hsa-let-7b-5p	1
ENST00000366686.1	hsa-let-7b-5p	1
ENST00000421806.4	hsa-miR-548ba	1
ENST00000684354.1	hsa-miR-548ba	1
ENST00000678856.1	hsa-let-7b-3p	1
ENST00000257215.10	hsa-let-7b-3p	1
ENST00000298159.11	hsa-let-7b-3p	1
ENST00000415807.7	hsa-miR-548ba	1
ENST00000513840.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000614405.1	hsa-let-7b-3p	1
ENST00000380566.8	hsa-miR-548ba	1
ENST00000475762.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000674360.1	hsa-miR-548ba	1
ENST00000053468.4	hsa-miR-548ba	1
ENST00000581208.2	hsa-miR-548ba	1
ENST00000261427.10	hsa-miR-548ba	1
ENST00000643439.1	hsa-let-7b-3p	1
ENST00000681209.1	hsa-miR-548ba	1
ENST00000356978.9	hsa-miR-548ba	1
ENST00000678349.1	hsa-miR-548ba	1
ENST00000347624.4	hsa-miR-548ba	1
ENST00000636106.1	hsa-miR-548ba	1
ENST00000352482.8	hsa-miR-548ba	1
ENST00000507835.5	hsa-miR-548ba	1
ENST00000559717.6	hsa-let-7b-5p	1
ENST00000313566.11	hsa-let-7b-5p	1
ENST00000436944.5	hsa-let-7b-5p	1
ENST00000439605.2	hsa-miR-548ba	1
ENST00000318007.9	hsa-miR-548ba	1
ENST00000436868.5	hsa-let-7b-5p	1
ENST00000539606.5	hsa-let-7b-3p	1
ENST00000342435.9	hsa-let-7b-3p	1
ENST00000350030.8	hsa-let-7b-3p	1
ENST00000440392.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000636946.1	hsa-miR-548ba	1
ENST00000395850.9	hsa-let-7b-3p	1
ENST00000439151.7	hsa-let-7b-3p	1
ENST00000417368.7	hsa-let-7b-5p	1
ENST00000327441.11	hsa-miR-548ba	1
ENST00000510089.5	hsa-miR-548ba	1
ENST00000377028.10	hsa-let-7b-5p	1
ENST00000681618.1	hsa-let-7b-3p	1
ENST00000389005.6	hsa-let-7b-3p	1
ENST00000380620.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000684256.1	hsa-miR-548ba	1
ENST00000633930.1	hsa-miR-548ba	1
ENST00000287152.12	hsa-let-7b-3p	1
ENST00000299427.12	hsa-let-7b-3p	1
ENST00000423729.3	hsa-let-7b-5p	1
ENST00000674262.1	hsa-miR-548ba	1
ENST00000355476.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000406256.8	hsa-miR-548ba	1
ENST00000616381.4	hsa-miR-548ba	1
ENST00000262878.5	hsa-miR-548ba	1
ENST00000615840.4	hsa-miR-548ba	1
ENST00000398004.4	hsa-miR-548ba	1
ENST00000370398.6	hsa-miR-548ba	1
ENST00000628542.2	hsa-miR-548ba	1
ENST00000356956.6	hsa-miR-548ba	1
ENST00000420713.2	hsa-miR-548ba	1
ENST00000683208.1	hsa-miR-548ba	1
ENST00000532805.1	hsa-miR-548ba	1
ENST00000409757.9	hsa-let-7b-3p	1
ENST00000488781.5	hsa-miR-548ba	1
ENST00000367183.7	hsa-let-7b-5p	1
ENST00000296315.8	hsa-let-7b-3p	1
ENST00000216727.9	hsa-miR-548ba	1
ENST00000684589.1	hsa-miR-548ba	1
ENST00000317745.11	hsa-let-7b-3p	1
ENST00000380877.8	hsa-let-7b-3p	1
ENST00000556603.6	hsa-miR-548ba	1
ENST00000471600.6	hsa-let-7b-3p	1
ENST00000339450.10	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000627418.2	hsa-let-7b-3p	1
ENST00000371447.4	hsa-miR-548ba	1
ENST00000428797.7	hsa-miR-548ba	1
ENST00000264167.11	hsa-miR-548ba	1
ENST00000378302.7	hsa-let-7b-3p	1
ENST00000618834.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000413643.5	hsa-miR-548ba	1
ENST00000645923.1	hsa-let-7b-5p	1
ENST00000421587.8	hsa-miR-548ba	1
ENST00000285681.6	hsa-let-7b-3p	1
ENST00000361377.8	hsa-miR-548ba	1
ENST00000535776.6	hsa-let-7b-3p	1
ENST00000543796.6	hsa-miR-548ba	1
ENST00000683594.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000358039.9	hsa-miR-548ba	1
ENST00000399794.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000460412.6	hsa-miR-548ba	1
ENST00000357475.9	hsa-miR-548ba	1
ENST00000582621.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000542678.5	hsa-let-7b-5p	1
ENST00000307637.5	hsa-let-7b-5p	1
ENST00000413212.2	hsa-miR-548ba	1
ENST00000436900.2	hsa-let-7b-3p	1
ENST00000638007.1	hsa-miR-548ba	1
ENST00000679709.1	hsa-miR-548ba	1
ENST00000632685.1	hsa-miR-548ba	1
ENST00000370021.1	hsa-let-7b-5p	1
ENST00000217246.8	hsa-miR-548ba	1
ENST00000503143.3	hsa-miR-548ba	1
ENST00000367161.7	hsa-miR-548ba	1
ENST00000547506.1	hsa-let-7b-3p	1
ENST00000381897.5	hsa-let-7b-5p	1
ENST00000324306.11	hsa-let-7b-3p	1
ENST00000648917.1	hsa-let-7b-3p	1
ENST00000672552.1	hsa-miR-548ba	1
ENST00000488683.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000465065.5	hsa-let-7b-5p	1
ENST00000612574.1	hsa-miR-548ba	1
ENST00000432176.7	hsa-let-7b-3p	1
ENST00000366544.5	hsa-miR-548ba	1
ENST00000380779.5	hsa-miR-548ba	1
ENST00000318803.6	hsa-miR-548ba	1
ENST00000681551.1	hsa-miR-548ba	1
ENST00000378204.7	hsa-let-7b-3p	1
ENST00000678714.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000520086.1	hsa-let-7b-3p	1
ENST00000476161.5	hsa-miR-548ba	1
ENST00000678638.1	hsa-let-7b-3p	1
ENST00000513622.1	hsa-miR-548ba	1
ENST00000487559.1	hsa-let-7b-3p	1
ENST00000447838.6	hsa-miR-548ba	1
ENST00000355356.3	hsa-let-7b-3p	1
ENST00000512982.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000626401.2	hsa-miR-548ba	1
ENST00000649943.1	hsa-miR-548ba	1
ENST00000681120.1	hsa-let-7b-3p	1
ENST00000339788.10	hsa-miR-548ba	1
ENST00000682879.1	hsa-let-7b-3p	1
ENST00000283131.4	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000402934.5	hsa-let-7b-3p	1
ENST00000528345.5	hsa-let-7b-5p	1
ENST00000296702.9	hsa-miR-548ba	1
ENST00000482446.5	hsa-let-7b-3p	1
ENST00000678260.1	hsa-let-7b-5p	1
ENST00000465474.5	hsa-miR-548ba	1
ENST00000680480.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000680427.1	hsa-miR-548ba	1
ENST00000311331.12	hsa-miR-548ba	1
ENST00000635400.2	hsa-let-7b-3p	1
ENST00000409690.5	hsa-let-7b-3p	1
ENST00000278612.9	hsa-miR-548ba	1
ENST00000444746.7	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000259467.9	hsa-let-7b-3p	1
ENST00000652698.1	hsa-let-7b-5p	1
ENST00000361840.8	hsa-let-7b-5p	1
ENST00000681907.1	hsa-let-7b-5p	1
ENST00000642302.2	hsa-miR-548ba	1
ENST00000536727.5	hsa-miR-548ba	1
ENST00000549505.5	hsa-miR-548ba	1
ENST00000648872.1	hsa-miR-548ba	1
ENST00000683928.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000427197.2	hsa-miR-548ba	1
ENST00000636728.1	hsa-miR-548ba	1
ENST00000335449.11	hsa-miR-548ba	1
ENST00000641662.1	hsa-miR-548ba	1
ENST00000371327.2	hsa-let-7b-5p	1
ENST00000321945.12	hsa-miR-548ba	1
ENST00000455842.2	hsa-miR-548ba	1
ENST00000618691.5	hsa-let-7b-5p	1
ENST00000629372.3	hsa-let-7b-3p	1
ENST00000514141.5	hsa-let-7b-3p	1
ENST00000354038.10	hsa-let-7b-3p	1
ENST00000643683.1	hsa-let-7b-3p	1
ENST00000395556.6	hsa-let-7b-3p	1
ENST00000673858.1	hsa-miR-548ba	1
ENST00000511480.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000640969.1	hsa-let-7b-3p	1
ENST00000684038.1	hsa-miR-548ba	1
ENST00000645780.1	hsa-miR-548ba	1
ENST00000608720.5	hsa-miR-548ba	1
ENST00000319778.11	hsa-let-7b-3p	1
ENST00000674120.1	hsa-let-7b-5p	1
ENST00000342702.8	hsa-miR-548ba	1
ENST00000649845.1	hsa-miR-548ba	1
ENST00000255380.8	hsa-miR-548ba	1
ENST00000517566.7	hsa-let-7b-3p	1
ENST00000395125.1	hsa-let-7b-3p	1
ENST00000379487.5	hsa-miR-548ba	1
ENST00000397146.7	hsa-miR-548ba	1
ENST00000669601.1	hsa-let-7b-5p	1
ENST00000647317.2	hsa-let-7b-5p	1
ENST00000284437.6	hsa-miR-548ba	1
ENST00000366779.6	hsa-let-7b-3p	1
ENST00000379132.8	hsa-let-7b-3p	1
ENST00000434584.2	hsa-let-7b-3p	1
ENST00000679642.1	hsa-let-7b-3p	1
ENST00000647294.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000511912.6	hsa-let-7b-5p	1
ENST00000289119.7	hsa-let-7b-3p	1
ENST00000307063.9	hsa-miR-548ba	1
ENST00000474375.6	hsa-miR-548ba	1
ENST00000376395.9	hsa-miR-548ba	1
ENST00000637323.2	hsa-miR-548ba	1
ENST00000334961.11	hsa-let-7b-5p	1
ENST00000287701.15	hsa-let-7b-3p	1
ENST00000611913.4	hsa-miR-548ba	1
ENST00000454264.6	hsa-let-7b-5p	1
ENST00000539267.5	hsa-miR-548ba	1
ENST00000678949.1	hsa-let-7b-3p	1
ENST00000394054.6	hsa-miR-548ba	1
